test/episodes,train_1/q_grads,train_0/q_grads,test_1/n_subgoals,train_0/fw_loss,train_0/reward_-0.0_frac,train_0/reward_-1.0_frac,train_1/subgoal_succ_rate,train_0/reward,test_1/subgoal_succ_rate,train_1/avg_q,epoch,train_0/q_loss,train_1/fw_loss,train_0/q_grads_std,train_0/mu_loss,train_1/q_loss,train_1/q_grads_std,test/success_rate,test_0/avg_q,train_1/reward_-0.0_frac,train_0/avg_q,train_1/fw_bonus,train_0/fw_bonus,train_1/n_subgoals,train_1/mu_grads,train_1/reward_-27.0_frac,train_0/mu_grads_std,train_0/mu_grads,train_1/target_q,train_1/next_q,train/episodes,train_0/current_q,train_1/mu_grads_std,train_0/target_q,train/success_rate,policy/steps,train_1/reward_-1.0_frac,train_0/next_q,train_1/mu_loss,train_1/reward,test_1/avg_q,train_1/current_q
325.0,-0.04642420904710889,-0.006539799203164875,675.0,0.007998964877333491,0.0,0.03935546875,0.0,-0.7124521104509768,0.0,-11.632282504911393,12,0.21307165717311224,0.07711864486336709,0.1902415845543146,9.34431407581727,1.0302989328073768,0.2531696118414402,0.0,-27.0,0.0,-27.0,-0.9854464367032051,-0.9984149634838104,2700.0,-0.055995217990130186,0.0,0.3511407598853111,-0.02540113739669323,-2.131393811685203,-0.06605269254774482,1300.0,-9.388794437268956,0.26290991008281706,-9.54246512690853,0.0,1181200.0,0.0017333984375,-9.343713932645837,1.8165955653512083,-2.085789623394521,-3.854909449383736,-2.1326444067651353
350.0,-0.0490440271794796,-0.006314513157121837,675.0,0.007200845389161259,0.0,0.0380859375,0.0,-0.7103889939673536,0.0,-17.421776673286352,13,0.17523032608455513,0.07197754606604576,0.1935282289981842,9.39760558554049,123.9982193381954,0.25921092480421065,0.0,-27.0,0.0,-27.0,-0.9867073431611061,-0.9985856115818024,2700.0,-0.055226737167686224,0.0,0.35750954374670985,-0.028069601906463505,-22.079591950440413,-27.0,1400.0,-9.445003538962418,0.2688740685582161,-9.593300973152884,0.0,1272325.0,0.00166015625,-9.392242436068113,26.992708500760216,-2.075030915284151,-26.996322510995032,-26.999300596645547
375.0,-0.0499464325606823,-0.006481393123976886,675.0,0.006623236718587578,0.0,0.0317138671875,0.0,-0.7101455662705121,0.0,-26.996642902947986,14,0.16339996876617954,0.0688991203904152,0.1950999304652214,9.476271037081068,26.828070974805303,0.26393557637929915,0.0,-27.0,0.0,-27.0,-0.987462368607521,-0.9987091004848481,2700.0,-0.05623630378395319,0.0,0.3608773350715637,-0.030245287390425802,-21.86613547388608,-27.0,1500.0,-9.527501415581101,0.2688129246234894,-9.67778281983485,0.0,1363450.0,0.00234375,-9.471137591156886,13.502648143701965,-2.1257868410735683,-26.999999873102766,-22.754904353770044
400.0,-0.050142515916377306,-0.006993867561686784,675.0,0.006288064795080572,0.0,0.0514404296875,0.0,-0.7064094244487933,0.0,-26.999998813032665,15,0.16271921662905522,0.06532606752589346,0.19709866642951965,9.402683903397392,20.863930889715142,0.26960494443774224,0.0,-27.0,0.0,-27.0,-0.9883386790752411,-0.9987807661294937,2700.0,-0.05650608399882913,0.0,0.3669747181236744,-0.030111441295593976,-21.91065078528014,-27.0,1600.0,-9.447964726182203,0.26894297227263453,-9.596699027131198,0.0,1454575.0,0.0019775390625,-9.398428445108829,13.423959785066092,-2.1121625040301297,-26.999927023622142,-22.71055192822985
425.0,-0.050039672292768955,-0.006721132819075137,675.0,0.005861203360836953,0.0,0.0191162109375,0.0,-0.7064794711543072,0.0,-26.968331356625143,16,0.16258036557722572,0.06175444982945919,0.1995235849171877,9.374944987577889,19.102296030666245,0.2745369881391525,0.0,-27.0,0.0,-27.0,-0.9892146676778794,-0.9988720268011093,2700.0,-0.05870707528665662,0.0,0.37288172692060473,-0.031405070703476666,-21.997287014662533,-27.0,1700.0,-9.42568295073377,0.27027731463313104,-9.575852024099147,0.0,1545700.0,0.001904296875,-9.371668663550162,10.380330652374756,-2.096731350600021,-18.114430212170685,-22.760753739409406
450.0,-0.05092773688957095,-0.006531944777816534,675.0,0.0057690600398927925,0.0,0.01806640625,0.0,-0.7098096336652816,0.0,-25.63968899637231,17,0.15125949401596447,0.05854237023741007,0.20259114503860473,9.420496863272714,15.419031317516106,0.2812542900443077,0.0,-27.0,0.0,-27.0,-0.9900024488568306,-0.9988917306065559,2700.0,-0.06162835219874978,0.0,0.3782814905047417,-0.03166467044502497,-22.035493900864516,-27.0,1800.0,-9.479485466265302,0.2739794202148914,-9.633422190705186,0.0,1636825.0,0.001708984375,-9.416344964439364,8.472044183806155,-2.0755065961770014,-17.687930472542508,-22.506416723125525
475.0,-0.053215714171528816,-0.006439256959129125,675.0,0.00573877525748685,0.0,0.016259765625,0.0,-0.7074935352931788,0.0,-19.87186461144913,18,0.1433219832279044,0.057730582635849716,0.20599024444818498,9.40913955424189,10.96829768267472,0.28920046910643576,0.0,-27.0,0.0,-27.0,-0.990201561152935,-0.9988982021808624,2700.0,-0.06232537878677249,0.0,0.3829836532473564,-0.03139844634570181,-22.15512225832454,-27.0,1900.0,-9.469597840832833,0.27774614542722703,-9.62158182520692,0.0,1727950.0,0.00205078125,-9.40661880280758,9.049635665183143,-2.1208454028557755,-10.91675828782396,-22.304418873661778
500.0,-0.05646082498133183,-0.006849248800426722,675.0,0.005815261241514236,0.0,0.0167236328125,0.0,-0.7082666089110716,0.0,-16.658975191615582,19,0.1385737182286936,0.05592006724327803,0.20896315276622773,9.404041090796886,2.2098939747110675,0.29309999868273734,0.0,-27.0,0.0,-27.0,-0.9906455978751183,-0.9988818362355232,2700.0,-0.06249995743855834,0.0,0.3865417420864105,-0.030783481104299425,-14.257153348634745,-16.394115141663775,2000.0,-9.466371163676044,0.2797248922288418,-9.62022937285197,0.0,1819075.0,0.0021484375,-9.40051075710135,5.420790593891533,-2.090793988720543,-9.912216827975156,-14.293546909487134
525.0,-0.05926196603104472,-0.007203480997122824,675.0,0.006075428507756442,0.0,0.0254638671875,0.0,-0.7087881128820299,0.0,-15.882592163507711,20,0.14162205109482967,0.05792779810726643,0.21252970322966575,9.430941653239383,1.7634081060461653,0.2962274745106697,0.0,-27.0,0.0,-27.0,-0.9901531904935836,-0.9988262295722962,2700.0,-0.06026639342308045,0.0,0.39432215839624407,-0.02890296233817935,-12.491016919561018,-14.193728914069515,2100.0,-9.495780279135056,0.2784330204129219,-9.65106035059003,0.0,1910200.0,0.0019287109375,-9.427724516741176,5.82858335182893,-2.0751303001517956,-13.396623780826495,-12.490090513383002
550.0,-0.05960204768925905,-0.0073983326321467755,675.0,0.005929271806962788,0.0,0.012353515625,0.0,-0.7073877214948879,0.0,-14.196522100803659,21,0.1362275977825492,0.059812744800001386,0.21544289514422416,9.454831776104642,1.3329887390150883,0.2969845175743103,0.0,-27.0,0.0,-27.0,-0.9896908730268479,-0.9988574758172035,2700.0,-0.06004791855812073,0.0,0.40199385210871696,-0.02792060780338943,-12.373670342282765,-14.055235296028979,2200.0,-9.515785646120168,0.27907398492097857,-9.671417445544597,0.0,2001325.0,0.0015625,-9.452582268330683,5.214161297608442,-2.130026102998818,-12.322437677650065,-12.362471294172627
575.0,-0.06027587801218033,-0.007752383186016232,675.0,0.005995658587198705,0.0,0.0236083984375,0.0,-0.7041701756432304,0.0,-14.154099161223787,22,0.13426866092067402,0.06176521517336368,0.21718543395400047,9.332195580344496,1.0285016641896216,0.2990859590470791,0.0,-27.0,0.0,-27.0,-0.989212018251419,-0.9988432839512825,2700.0,-0.059784418623894456,0.0,0.4075410827994347,-0.026746969437226653,-12.313647912607529,-14.027257217754743,2300.0,-9.391688481797846,0.28070091381669043,-9.543790174503988,0.0,2092450.0,0.001318359375,-9.329490251491713,5.070098159611644,-2.101661671619513,-13.20207787697184,-12.322493862508987
600.0,-0.06139925718307495,-0.008484961534850299,675.0,0.005602719006128609,0.0,0.010986328125,0.0,-0.7056404043454677,0.0,-14.09303551107579,23,0.12232751795364352,0.06320423819124699,0.21912496387958527,9.382987007718564,0.9215762845714245,0.3020076647400856,0.0,-27.0,0.0,-27.0,-0.9888590708374977,-0.9989273026585579,2700.0,-0.06019448405131698,0.0,0.4132468789815903,-0.027385458489879964,-12.302833133627257,-14.016359108594617,2400.0,-9.444096747377518,0.2812783867120743,-9.598789268472022,0.0,2183575.0,0.0013671875,-9.378730321854885,5.37149706070335,-2.1112752426131918,-12.687613170159702,-12.301876460303651
625.0,-0.062315710633993146,-0.008631580322980881,675.0,0.005505430977791548,0.0,0.0117919921875,0.0,-0.7080067618575413,0.0,-13.993133725567095,24,0.12801943253613263,0.06342934463173151,0.22190517894923686,9.369199784826638,0.7012606128708272,0.30444061383605003,0.0,-27.0,0.0,-27.0,-0.9888038635253906,-0.9989480957388878,2700.0,-0.06058991318568587,0.0,0.41838953718543054,-0.02742022960446775,-12.40338773194208,-14.033601344636754,2500.0,-9.437822487293333,0.2802256040275097,-9.591537906031206,0.0,2274700.0,0.0013427734375,-9.366384479391495,5.614193462674799,-2.122917559844791,-13.227756882216184,-12.42188909696173
650.0,-0.06332221478223801,-0.008742246613837778,675.0,0.00537368276854977,0.0,0.01025390625,0.0,-0.7099739709381538,0.0,-13.981725030214465,25,0.125583593809291,0.06356880068778992,0.22432637959718704,9.41052880640498,0.943572697606014,0.3069770157337189,0.0,-27.0,0.0,-27.0,-0.9887696534395218,-0.998976257443428,2700.0,-0.06013486906886101,0.0,0.42497758492827414,-0.02633689669892192,-12.516721860440239,-14.024169751757094,2600.0,-9.482023636775494,0.2820580653846264,-9.634420806215154,0.0,2365825.0,0.0015869140625,-9.406813200942404,5.261398915210013,-2.129040595005063,-11.216603274912773,-12.520187618823716
675.0,-0.06418295055627823,-0.009548860508948565,675.0,0.005914773605763912,0.0,0.0218505859375,0.0,-0.7135172012007388,0.0,-14.072872805987146,26,0.1327269331163145,0.06592244720086456,0.2267354667186737,9.459614367112223,0.8022303760439478,0.3102444909512997,0.0,-27.0,0.0,-27.0,-0.9881924137473106,-0.9988605722784996,2700.0,-0.05955293281003833,0.0,0.4303526677191257,-0.025138452649116516,-12.56405725822403,-14.06108816655689,2700.0,-9.53219238634291,0.28487704545259473,-9.684681142841004,0.0,2456950.0,0.001708984375,-9.455332202556097,5.628870959042262,-2.106559585427749,-13.29948438108301,-12.56684766939836
700.0,-0.06491574794054031,-0.010072934348136187,675.0,0.006323580117896199,0.0,0.0220703125,0.0,-0.7157195923136896,0.0,-14.055944737833322,27,0.14030961786444862,0.06831744126975536,0.22947358340024948,9.426365351069084,1.0430196611512745,0.31353367641568186,0.0,-27.0,0.0,-27.0,-0.9876050174236297,-0.998773169517517,2700.0,-0.05942995008081198,0.0,0.4346353456377983,-0.024609355488792062,-12.580608894824666,-14.00529703961912,2800.0,-9.502241556022856,0.28578960299491885,-9.65758376680933,0.0,2548075.0,0.0013671875,-9.421047154459064,5.325022668354488,-2.102261980708863,-14.057950015517509,-12.57054859899774
725.0,-0.06602295022457838,-0.010368963051587344,675.0,0.00634115053107962,0.0,0.0104736328125,0.0,-0.7171581438087742,0.0,-14.109720343172397,28,0.13993941674850374,0.07118081031367182,0.23312002904713153,9.463527260556337,1.0103100890058183,0.3162865094840527,0.0,-27.0,0.0,-27.0,-0.9869027450680733,-0.9987694218754768,2700.0,-0.059192629810422656,0.0,0.43879972472786904,-0.02284041503444314,-12.664830047687756,-14.058248628665051,2900.0,-9.544024812475673,0.2877979472279549,-9.695711872822766,0.0,2639200.0,0.0015869140625,-9.459149000431434,5.202791801971289,-2.048419634248421,-14.462771537912621,-12.634095583637961
750.0,-0.0669887688010931,-0.01025555431842804,675.0,0.006781356746796518,0.0,0.0190673828125,0.0,-0.7200773932774609,0.0,-14.207458286583407,29,0.14202502517117788,0.07424413599073887,0.23744406066834928,9.5705665368985,0.6634851508758783,0.31863848865032196,0.0,-27.0,0.0,-27.0,-0.9861514255404472,-0.9986752852797508,2700.0,-0.05875479765236378,0.0,0.4430643916130066,-0.02294137361459434,-12.52126642102569,-14.027479012296169,3000.0,-9.652214045833299,0.2901420257985592,-9.807816587212775,0.0,2730325.0,0.001318359375,-9.56782919775021,4.838236630598712,-2.0505464195353853,-13.070052989128028,-12.5101169693473
775.0,-0.06823800057172776,-0.010475776181556285,675.0,0.006909093714784831,0.0,0.0150634765625,0.0,-0.7176223313574155,0.0,-14.134769415368856,30,0.14041300717877997,0.07542396243661642,0.24110388047993184,9.412951478374513,0.5273327833556671,0.3207721158862114,0.0,-27.0,0.0,-27.0,-0.9858620733022689,-0.998647989332676,2700.0,-0.05883748047053814,0.0,0.4470564007759094,-0.023478011088445782,-12.431624348094875,-14.031212350153112,3100.0,-9.498004514149322,0.29223098158836364,-9.650376336327922,0.0,2821450.0,0.00166015625,-9.409808558795847,5.010896028769731,-2.0353992963864584,-12.435564482495668,-12.41279690444886
800.0,-0.06886091679334641,-0.010667747422121465,675.0,0.006708658882416785,0.0,0.0141845703125,0.0,-0.7195358485565521,0.0,-14.08906594591546,31,0.14394858452881612,0.07792007438838482,0.24456552043557167,9.506610355767979,0.6995864735128081,0.32209992334246634,0.0,-27.0,0.0,-27.0,-0.9852498680353164,-0.9986908450722695,2698.0,-0.05901961904019117,0.0,0.45165884867310524,-0.025392612908035517,-12.42383314689324,-14.040864032111937,3200.0,-9.588610502750978,0.29418778941035273,-9.740118277966047,0.01,2912519.0,0.001416015625,-9.500945685039621,4.601144084206385,-2.073069272788416,-13.693773495058467,-12.41842767184622
825.0,-0.06976127605885267,-0.011063286382704974,675.0,0.006720024556852877,0.0,0.01337890625,0.0,-0.7177401999761059,0.0,-14.123472727324627,32,0.14484511471562728,0.08090766444802285,0.24728335551917552,9.524879446591976,0.8575293872047235,0.3235484264791012,0.0,-27.0,0.0,-27.0,-0.9845171332359314,-0.9986883968114852,2700.0,-0.05934515120461583,0.0,0.45560548529028894,-0.023564424458891155,-12.380162590334411,-13.983506129752266,3300.0,-9.602974499008585,0.2957367777824402,-9.754059286675409,0.0,3003644.0,0.0017333984375,-9.519549729685709,4.794748434821039,-2.0697976317555002,-12.094291143941692,-12.35698630942848
850.0,-0.07076300755143165,-0.011585565167479217,675.0,0.006451991305220872,0.0,0.0188720703125,0.0,-0.717012017248635,0.0,-14.053674641487378,33,0.13521748607796194,0.08249247074127197,0.25024153888225553,9.481172641494794,0.6052629844537385,0.32565731927752495,0.0,-27.0,0.0,-27.0,-0.9841284483671189,-0.9987457111477852,2700.0,-0.05946036530658603,0.0,0.4613670513033867,-0.023895115265622734,-12.368003251754404,-14.018082420876652,3400.0,-9.558851336643164,0.2965079821646214,-9.712792301027854,0.0,3094769.0,0.001708984375,-9.475635135239653,5.128816086157333,-2.0733874673787795,-13.519087479840678,-12.367993464262534
875.0,-0.07172509394586087,-0.011705985106527806,675.0,0.00633686437504366,0.0,0.01552734375,0.0,-0.7167557697044685,0.0,-14.066943540376519,34,0.13324725400930987,0.08114566057920455,0.2526285633444786,9.547412985368975,0.6606037275628471,0.32805914878845216,0.0,-27.0,0.0,-27.0,-0.984458789229393,-0.998770321905613,2700.0,-0.059793466608971356,0.0,0.4661417841911316,-0.02437630146741867,-12.34077897175625,-13.99626174316839,3500.0,-9.622303324130426,0.2978265084326267,-9.776490869932918,0.0,3185894.0,0.001708984375,-9.54189628670051,5.163276653534102,-2.046428602279775,-14.060923874361368,-12.336876475049703
900.0,-0.07276157885789872,-0.011813779245130718,675.0,0.006387949385680258,0.0,0.0131103515625,0.0,-0.7176048013017862,0.0,-13.997732465059682,35,0.13674435707417254,0.08210962153971195,0.25576846227049826,9.504941599183137,0.5913589045307897,0.33061485514044764,0.0,-27.0,0.0,-27.0,-0.9842223495244979,-0.9987594082951545,2700.0,-0.06004726178944111,0.0,0.47139219790697096,-0.025028690649196505,-12.458942441557276,-13.99664537658063,3600.0,-9.581690559999117,0.2997314639389515,-9.738043820489231,0.0,3277019.0,0.0015869140625,-9.499567265770281,5.01018946834313,-2.1080169340886643,-12.405762468471776,-12.450329762158223
925.0,-0.0738005118444562,-0.012098019220866263,675.0,0.006246633699629456,0.0,0.0117431640625,0.0,-0.7168996931155561,0.0,-14.100466165801906,36,0.13617638342515317,0.07876073196530342,0.2585723131895065,9.4926109628849,0.6908677555514211,0.3323937483131886,0.0,-27.0,0.0,-27.0,-0.9850436925888062,-0.9987896054983139,2700.0,-0.060289473831653596,0.0,0.4759243972599506,-0.024688966991379856,-12.512798277396788,-14.075760505588676,3700.0,-9.571057145247332,0.30239043682813643,-9.724599972048633,0.0,3368144.0,0.0016845703125,-9.488314717089555,5.2382413083266535,-2.1159105197199097,-12.186709182193152,-12.515725757741274
950.0,-0.07434750702232122,-0.01256415918469429,675.0,0.006416666891891509,0.0,0.0121826171875,0.0,-0.7175406959482643,0.0,-13.971616807026267,37,0.14106333598866247,0.0772073669359088,0.26153158470988275,9.456984507892178,0.48368933336026404,0.3344167277216911,0.0,-27.0,0.0,-27.0,-0.9854246705770493,-0.9987532794475555,2700.0,-0.06023194212466478,0.0,0.48040662705898285,-0.024410673044621946,-12.598157569049675,-14.01303718624232,3800.0,-9.536059170093449,0.3033889576792717,-9.691532593417598,0.0,3459269.0,0.0013916015625,-9.452486301544045,5.289583168229934,-2.0892333322699415,-11.825119168153362,-12.603685975856937
975.0,-0.07517380267381668,-0.013049423368647695,675.0,0.006270172994118184,0.0,0.0111083984375,0.0,-0.7182765716184804,0.0,-13.98506788776684,38,0.1420120142057347,0.07927766088396311,0.2649716757237911,9.456923816951974,0.47617626795123014,0.3361387275159359,0.0,-27.0,0.0,-27.0,-0.9849169194698334,-0.9987845838069915,2700.0,-0.060858262982219455,0.0,0.4863889366388321,-0.023609230853617193,-12.632824444672618,-13.995989782862159,3900.0,-9.539933008620071,0.30367015972733497,-9.692985300291852,0.0,3550394.0,0.0019775390625,-9.453124396659394,5.587349397298672,-2.066469686754863,-12.887311400281819,-12.63643930355748
1000.0,-0.07612845469266176,-0.013833711994811893,675.0,0.006203413917683065,0.0,0.010498046875,0.0,-0.7182959148849477,0.0,-13.94398090518602,39,0.14302558652257416,0.08039312995970249,0.2678202077746391,9.467764213453822,0.5813914753099635,0.3377846986055374,0.0,-27.0,0.0,-27.0,-0.9846433430910111,-0.9987988516688346,2700.0,-0.06194630451500416,0.0,0.4916223086416721,-0.02367534674704075,-12.692582837320392,-14.047979450876516,4000.0,-9.549351350216165,0.3046395517885685,-9.700860479251554,0.0,3641519.0,0.0017333984375,-9.463600846888074,5.044062296575142,-2.103954966679157,-12.18197116445472,-12.697895947251416
1025.0,-0.07644821852445602,-0.014163964800536633,675.0,0.006187888351269067,0.0,0.009326171875,0.0,-0.7173210123262834,0.0,-14.05081095593698,40,0.1389728823644621,0.08087832517921925,0.27042815238237383,9.494966776499078,0.6255679546655327,0.3400114730000496,0.0,-27.0,0.0,-27.0,-0.9845243349671364,-0.9988021776080132,2700.0,-0.06197202131152153,0.0,0.4972547754645348,-0.02469084905460477,-12.633298871881143,-14.023639462452499,4100.0,-9.571137044817059,0.30487938448786733,-9.726453147900646,0.0,3732644.0,0.0015869140625,-9.490073732399676,4.8702116298249285,-2.050916952011903,-11.877796408723365,-12.634898662316294
