train_0/avg_q,train_0/mu_grads,train_1/reward,train_1/reward_-27.0_frac,train/success_rate,train_0/fw_bonus,train_1/q_grads_std,train_1/subgoal_succ_rate,test_1/avg_q,train_1/reward_-1.0_frac,train_1/fw_bonus,train_1/next_q,test_0/avg_q,train_1/avg_q,train_1/n_subgoals,policy/steps,test/success_rate,train_0/reward_-1.0_frac,train_1/q_loss,train_1/current_q,train_1/mu_loss,train_0/mu_loss,train_0/q_grads_std,train_1/mu_grads_std,train_0/reward_-0.0_frac,test_1/n_subgoals,test_1/subgoal_succ_rate,train/episodes,train_0/target_q,epoch,test/episodes,train_0/q_loss,train_0/reward,train_1/q_grads,train_0/q_grads,train_1/target_q,train_0/mu_grads_std,train_1/fw_loss,train_1/mu_grads,train_1/reward_-0.0_frac,train_0/fw_loss,train_0/next_q,train_0/current_q
-8.383457658848643,0.010245612962171436,-2.6611573041522205,0.0,0.0,-0.9956570535898208,0.12338018510490656,0.0025925925925925925,-6.539730991383965,0.0110107421875,-0.9932864502072334,-3.617249177125146,-2.0279394350864086,-10.466564697590758,2700.0,90964.0,0.0,0.0129638671875,1.1260651804388346,-5.434007366335619,3.623478711514147,8.204493450812787,0.1306012634187937,0.11868198160082102,0.0,3430.0,0.8341107871720117,100.0,-8.313181494996162,0,25.0,1.3255258172069628,-0.6070502475038666,0.022855620877817274,0.010405544959940016,-5.394810197366906,0.11877429094165563,0.07526302486658096,-0.0007253026589751244,0.0,0.03147137695923448,-8.216320119716311,-8.203445708067266
-21.308297755541165,0.010403197281993926,-2.6715627980142016,0.0,0.0,-0.9979006692767143,0.13608481772243977,0.013333333333333334,-7.58578328181736,0.009033203125,-0.9913293153047562,-3.6438027582962405,-1.879655487949961,-18.02859336482127,2700.0,181364.0,0.0,0.0547607421875,1.035538415003694,-5.429429539610289,3.6441520713060513,8.621028315569413,0.1477672252804041,0.1344438198953867,0.0,16040.0,0.9947630922693267,200.0,-8.65209001513573,1,50.0,1.9139128495546611,-0.5894837105639453,0.0201997896656394,0.004067843605298549,-5.389876146791633,0.11883577052503824,0.09062948990613222,-0.003644296247512102,0.0,0.015652289567515253,-8.614293788385455,-8.532988548688724
-23.739971798830524,0.010397935751825571,-2.6108942071001366,0.0,0.0,-0.9985772997140885,0.1444017607718706,0.013333333333333334,-11.731873417702715,0.0072998046875,-0.9903541818261147,-4.975493967967033,-1.693962753221262,-18.85180020684925,2700.0,271742.0,0.0,0.096484375,0.7400148761669721,-6.379808263272983,4.974910624438408,8.451819216205644,0.16239472553133966,0.14585348814725876,0.0,12428.0,0.9820566462825877,300.0,-8.692441837412897,2,75.0,1.1002356209811883,-0.5866865605868952,0.01680344850756228,0.004576285439543426,-6.340873994277773,0.1188345642760396,0.09828581567853689,-0.00426555824233219,0.0,0.010881540551781654,-8.498649224414587,-8.553488058101374
-24.440662533481557,0.010393862635828555,-2.611739733134891,0.0,0.0,-0.9988713607192039,0.1554555032402277,0.01,-12.731185802840539,0.0069580078125,-0.9893417477607727,-5.801350768782399,-12.043653217582632,-19.869130399944115,2700.0,362405.0,0.0,0.069287109375,0.48109955923021663,-7.012941042548202,5.79273199219614,9.491265818641343,0.17461831644177436,0.1545665442943573,0.0,8293.0,0.9539370553478838,400.0,-9.586106783713067,3,100.0,1.3865477665583923,-0.5881699885347189,0.013988957065157593,0.006683764746412635,-6.975500315350496,0.11883167866617442,0.10623492021113634,-0.003431435296079144,0.0,0.008808195171877743,-9.479966427568565,-9.432634081472258
-26.018437075559426,0.010294183110818266,-2.6063295321462645,0.0,0.0,-0.9989625498652458,0.1623582925647497,0.01,-11.583542331899748,0.0068115234375,-0.9885017216205597,-5.659373284336293,-14.482833949530539,-19.844548886932234,2700.0,452957.0,0.0,0.0583251953125,0.4448003751164058,-6.903095330703152,5.663053047232011,9.68931643698559,0.1813075676560402,0.16039393171668054,0.0,1377.0,0.5294117647058824,500.0,-9.804715049898254,4,125.0,1.3668652463418236,-0.5863617296301527,0.01042863680049777,0.006511447043158114,-6.876830150869756,0.12417569886893035,0.11283038817346096,-0.004738586768507957,0.0,0.00816528252325952,-9.688042959749776,-9.658778638061921
-25.09724220175554,0.00996356273535639,-2.612311303538809,0.0,0.0,-0.9989982977509498,0.1712905254215002,0.01037037037037037,-12.595252374027583,0.0065673828125,-0.9881124004721642,-5.7572111237707935,-0.0009126502034017131,-19.662764529237045,2700.0,543603.0,0.0,0.0802001953125,0.40580265722167247,-6.993990152238437,5.766316033104929,0.0032363659578158134,0.18655702844262123,0.16871238313615322,0.0,3433.0,0.8342557529857267,600.0,-0.5884227265240721,5,150.0,0.4832718595865947,-0.5880918620718149,0.006640687794424593,0.004077747650444508,-6.969360533974623,0.1320035308599472,0.11588716767728328,-0.005243911501020193,0.0,0.007913122675381601,-0.0032474678763163185,-0.0038889437921651544
-16.462336394255495,0.009281955729238688,-2.6444135979982093,0.0,0.0,-0.9990218788385391,0.18210065327584743,0.012222222222222223,-12.296519399202413,0.0066650390625,-0.9888604536652565,-5.666719504660866,-7.3916699792535825,-19.865065020704503,2700.0,634089.0,0.0,0.0556884765625,0.4738597562895208,-6.967648374163811,5.701912434194329,9.614470312054507,0.20027967542409897,0.178238832205534,0.0,3457.0,0.8356956899045415,700.0,-9.750029593645285,6,175.0,0.9116592643954309,-0.5952022469351504,0.002917571528814733,0.0023421351215802133,-6.943248583977635,0.13551203422248365,0.11001381408423186,-0.006601882737595588,0.0,0.007746930432040245,-9.611758527522,-9.601562014566614
-26.003661495960895,0.01051205766852945,-2.640838928029916,0.0,0.0,-0.9989617362618446,0.19431878440082073,0.014444444444444444,-11.248927004427244,0.0068603515625,-0.9892834484577179,-5.129726888316185,-2.653338397043917,-20.229695477870393,2700.0,724409.0,0.0,0.070751953125,0.3886201071609235,-6.559172416974825,5.133290343270591,9.394144760676166,0.20253562442958356,0.18180664852261544,0.0,2780.0,0.7863309352517985,800.0,-9.613349243054634,7,200.0,0.8492984613758177,-0.6025663635231467,-0.0006351802498102188,0.00047104517580009997,-6.53067379354429,0.15057279020547867,0.10669266190379859,-0.008175842999480664,0.0,0.008170925790909677,-9.394555929181964,-9.401875164113452
-24.547178109777114,0.010031137708574533,-2.668568347884866,0.0,0.0,-0.9990014776587486,0.20744118168950082,0.016296296296296295,-12.449223540572888,0.00693359375,-0.990191350877285,-4.833145485809311,-2.879434706957925,-19.91220445878506,2700.0,814689.0,0.0,0.0537841796875,0.4042795195914438,-6.3648412925541065,4.843970009249595,4.425825962209072,0.21193338222801686,0.18544908091425896,0.0,3406.0,0.8326482677627716,900.0,-4.7138014341873475,8,225.0,1.0791387829699162,-0.611017458376591,-0.0032807274314109237,-0.005317396891769022,-6.350411679010768,0.15589391738176345,0.09956417102366685,-0.009126934804953635,0.0,0.007890796510037035,-4.39121485699132,-4.3551337503962255
-19.510200529362557,0.012287184596061707,-2.6698575054033427,0.0,0.0,-0.9989728480577469,0.22030785195529462,0.012222222222222223,-11.752043072997198,0.005419921875,-0.9906605005264282,-4.856316545080088,-8.836509765998513e-05,-20.124767157734325,2700.0,905178.0,0.0,0.0687255859375,0.3303724461404929,-6.3743911854356305,4.866299899079451,0.1728108729254491,0.21777518689632416,0.18924339450895786,0.0,4158.0,0.8698893698893699,1000.0,-0.7898414357354105,9,250.0,0.6457368513941759,-0.6192683615350688,-0.00707690273411572,-0.009352629189379513,-6.361019397796589,0.16794417500495912,0.09588076341897249,-0.010193220665678382,0.0,0.008092545077670366,-0.17442510887669951,-0.1800771176410061
-15.736082841029788,0.012345767137594521,-2.664607332037849,0.0,0.0,-0.9990613371133804,0.22901297099888324,0.00962962962962963,-10.765491571016176,0.00537109375,-0.9913394972681999,-5.323356615025331,-18.26986822696272,-19.82843610203179,2700.0,995804.0,0.0,0.0553955078125,0.32475589115643694,-6.70920475325263,5.327212139221423,9.687839662097968,0.22114304043352603,0.19272330589592457,0.0,1351.0,0.5196150999259808,1100.0,-9.81518936158408,10,275.0,1.3410695622888875,-0.6124606460416544,-0.010837701288983226,-0.008333984948694705,-6.698652389298319,0.16792306303977966,0.09054963029921055,-0.012175894412212073,0.0,0.007468744134530425,-9.662245510618558,-9.6224980326238
-26.543679422100936,0.012345273629762232,-2.619110413098679,0.0,0.0,-0.9991026416420936,0.23849144876003264,0.014074074074074074,-13.967564015524179,0.006396484375,-0.9918713331222534,-5.302705912305314,-12.877772427385285,-20.20745032966157,2700.0,1086200.0,0.0,0.0461181640625,0.34099710835713576,-6.659841211549737,5.315978732020308,9.931435139161955,0.22463805750012397,0.1965074509382248,0.0,2703.0,0.779134295227525,1200.0,-10.056256308653579,11,300.0,1.328589716726278,-0.6133132601455145,-0.015079984441399574,-0.00836104869376868,-6.655473899702602,0.16792291402816772,0.08637376986443997,-0.014685114612802863,0.0,0.007177433359902352,-9.912079317020424,-9.877349422060519
