train_0/avg_q,train_0/mu_grads,train_1/reward,train_1/reward_-27.0_frac,train/success_rate,train_0/fw_bonus,train_1/q_grads_std,train_1/subgoal_succ_rate,test_1/avg_q,train_1/reward_-1.0_frac,train_1/fw_bonus,train_1/next_q,test_0/avg_q,train_1/avg_q,train_1/n_subgoals,policy/steps,test/success_rate,train_0/reward_-1.0_frac,train_1/q_loss,train_1/current_q,train_1/mu_loss,train_0/mu_loss,train_0/q_grads_std,train_1/mu_grads_std,train_0/reward_-0.0_frac,test_1/n_subgoals,test_1/subgoal_succ_rate,train/episodes,train_0/target_q,epoch,test/episodes,train_0/q_loss,train_0/reward,train_1/q_grads,train_0/q_grads,train_1/target_q,train_0/mu_grads_std,train_1/fw_loss,train_1/mu_grads,train_1/reward_-0.0_frac,train_0/fw_loss,train_0/next_q,train_0/current_q
-26.5456039978765,0.012341406452469528,-2.6929635448035696,0.0,0.0,-0.9992068752646446,0.24797577001154422,0.014074074074074074,-13.163819984064762,0.0067626953125,-0.9922643199563026,-4.843520589464224,-20.63230010882714,-19.886684534202832,2700.0,1176613.0,0.0,0.0438232421875,0.2591327717888953,-6.363617374119935,4.855060181308289,10.038775015493039,0.22965845204889773,0.1999890383332968,0.0,1351.0,0.5196150999259808,1300.0,-10.120994255594661,12,325.0,1.7788472783525626,-0.6111054282460827,-0.019095339719206093,-0.008098663110285998,-6.350111088577352,0.16792126446962358,0.08328820243477822,-0.015625663893297316,0.0,0.006442617543507367,-10.02580086035098,-9.968324320874922
-26.66767427736985,0.0068094493704847995,-2.6544868762073746,0.0,0.0,-0.9992732644081116,0.25876816362142563,0.012592592592592593,-12.126973154332054,0.005908203125,-0.992532467842102,-5.0203731273337295,-18.0422060635099,-20.0912699241822,2700.0,1267085.0,0.0,0.0291259765625,0.25739265169029063,-6.445929551372993,5.023355805154695,9.974539436359137,0.23753097504377366,0.20493430458009243,0.0,676.0,0.0014792899408284023,1400.0,-10.063783514696407,13,350.0,1.5261382067799976,-0.6125502489874635,-0.024400544445961715,-0.00881152122747153,-6.4376644716362845,0.16964901685714723,0.08118292652070522,-0.018319196067750454,0.0,0.005974508041981607,-9.966030447928683,-9.89724065064
-21.1794304712118,0.007363457232713699,-2.601598834141987,0.0,0.0,-0.9992317572236061,0.27321132495999334,0.01037037037037037,-9.877682327285688,0.005615234375,-0.9930896669626236,-4.3111882838094875,-3.09413658420493e-06,-19.832288947687616,2700.0,1357609.0,0.0,0.0296142578125,0.3436501682533627,-5.902872651166478,4.315220231447023,1.8478157516253457e-07,0.24515585601329803,0.20994022376835347,0.0,676.0,0.0014792899408284023,1500.0,-0.6118258944196824,14,375.0,0.5147290638038177,-0.6118257610509318,-0.027361139841377734,-0.007381144887767732,-5.891704693629281,0.18669158220291138,0.07680798210203647,-0.020696301432326435,0.0,0.006267152319196612,-1.9212830929645306e-07,-1.3787272799371786e-06
-4.763467013717331e-06,0.007363460026681423,-2.666367889155299,0.0,0.0,-0.9991665750741958,0.29155518114566803,0.011111111111111112,-9.379931035998663,0.0057373046875,-0.9934744849801064,-4.469186656405675,-7.2215004213103935e-06,-19.130008466393924,2700.0,1448277.0,0.0,0.043505859375,0.38413900214461855,-6.105666220235628,4.467316851155272,6.207001511606854e-07,0.2451540060341358,0.21377163790166379,0.0,675.0,0.0,1600.0,-0.6236934727803554,15,400.0,0.529552498997174,-0.6236930099112215,-0.0290743475779891,-0.0073859102907590565,-6.103390870741192,0.18669158220291138,0.07378662377595901,-0.02282754248008132,0.0,0.006726752547547221,-6.738075506964769e-07,-2.9399448046267513e-06
-9.066112888033601e-06,0.007363461423665285,-2.6094451089549695,0.0,0.0,-0.9991559594869613,0.31001356095075605,0.021111111111111112,-8.344172977181147,0.004736328125,-0.9934933289885521,-4.575857517211491,-2.5579335858788414e-06,-19.48098066562119,2700.0,1538425.0,0.0,0.0332763671875,0.38896737987359764,-6.196554658610073,4.5638774905934465,2.4767782783774247e-06,0.2451416954398155,0.2232626758515835,0.0,1352.0,0.5199704142011834,1700.0,-0.635923460190307,16,425.0,0.5448262393209207,-0.6359218013629289,-0.032567739859223364,-0.0074136878829449415,-6.189305061378109,0.18669158220291138,0.07363871578127146,-0.0251827082131058,0.0,0.006801596225704998,-2.4730269501751673e-06,-9.081704320565622e-06
-3.3487422015033363,0.012136395089328289,-2.594202369458435,0.0,0.0,-0.9991441115736961,0.32521083652973176,0.011851851851851851,-8.716410334379468,0.0052734375,-0.9934598714113235,-4.374847409482444,-0.5391514807704424,-19.70851371462377,2700.0,1628867.0,0.0,0.0440185546875,0.34802668115633517,-6.070933375831378,4.38115896015062,0.8535721129054,0.24984322898089886,0.23054780699312688,0.0,1376.0,0.5290697674418605,1800.0,-1.36403340920825,17,450.0,0.5940295679913519,-0.6377132729139703,-0.03748052753508091,-0.018103325134143235,-6.06591175934941,0.21001031138002874,0.0739013945683837,-0.02743296199478209,0.0,0.006885129096917808,-0.842997124028415,-0.9169522798862824
-5.960004209359294,0.012134750373661518,-2.666022102865827,0.0,0.0,-0.9990807563066483,0.3358279250562191,0.015925925925925927,-10.380350078814025,0.0044189453125,-0.9932632088661194,-4.976201383434412,-4.742141955957804e-11,-19.43408811671121,2700.0,1719228.0,0.0,0.03291015625,0.4156461801328725,-6.582155714219335,4.98348546240393,4.5069765253648245e-09,0.25236234068870544,0.2335758950561285,0.0,675.0,0.0,1900.0,-0.6461752190392117,18,475.0,0.5576452454682729,-0.646175217219934,-0.040672172978520396,-0.01846493878401816,-6.580619972500654,0.21001194417476654,0.07544546872377396,-0.027711681090295315,0.0,0.007331833802163601,-2.1666720682163958e-08,-2.119617426966782e-07
-7.760849651930408e-09,0.012134750373661518,-2.6375545500068256,0.0,0.0,-0.9990963891148568,0.35040473863482474,0.013703703703703704,-10.610649387440336,0.0034423828125,-0.9931381240487098,-4.779687022092791,-3.315015955430203e-11,-19.428649544766717,2700.0,1809675.0,0.0,0.0498779296875,0.4915676923049267,-6.433598210370585,4.79001491552327,2.5644357895741712e-08,0.25236257910728455,0.2372139524668455,0.0,675.0,0.0,2000.0,-0.6510497326262985,19,500.0,0.563736954430162,-0.651049731288731,-0.04417024897411466,-0.018462543468922378,-6.4294717326006126,0.21001194417476654,0.07642758190631867,-0.030350280040875078,0.0,0.007221598655451089,-3.485986121302899e-09,-1.7755881980749465e-07
-1.9617887250464295e-08,0.012134750373661518,-2.6838842575827586,0.0,0.0,-0.9991044923663139,0.36270410642027856,0.013333333333333334,-10.593521306415177,0.0038818359375,-0.9927147522568702,-4.91243444438133,-3.403759653664241e-11,-19.452269890674366,2700.0,1900189.0,0.0,0.0309814453125,0.573947024074428,-6.562754695840074,4.930987118754294,3.4156259460011555e-09,0.2523637168109417,0.2395136531442404,0.0,4124.0,0.8685741998060136,2100.0,-0.6419514190711214,20,525.0,0.5523653161389037,-0.6419514171044284,-0.04684334993362427,-0.018459229031577706,-6.560065833429055,0.21001194417476654,0.07975162230432034,-0.0326972896233201,0.0,0.007164415961597115,-3.8277416939124106e-09,-8.376377875545465e-08
-4.5691617140937564e-08,0.012134750373661518,-2.641488473861318,0.0,0.0,-0.9991374462842941,0.37593685984611513,0.015185185185185185,-9.013108232068825,0.0035888671875,-0.9921013653278351,-4.370104001340476,-6.86509727951829e-11,-19.645300317215117,2700.0,1990708.0,0.0,0.0480712890625,0.6733696467207176,-6.085148747445446,4.399787451937275,1.717206854347857e-08,0.2524376600980759,0.24198003970086573,0.0,3453.0,0.8355053576600058,2200.0,-0.6428934971061662,21,550.0,0.5535487598871306,-0.6428934937186568,-0.050334601942449805,-0.018392864614725113,-6.082531113458947,0.21001194417476654,0.08456779941916466,-0.03487537270411849,0.0,0.006932056555524468,-1.1366673722740226e-08,-2.4321786160417727e-07
