train_1/mu_loss,test_1/subgoal_succ_rate,train_0/next_q,train_1/fw_loss,train_1/q_grads_std,train_1/mu_grads,train_1/fw_bonus,train_1/avg_q,train_1/n_subgoals,train_0/mu_loss,train_1/current_q,epoch,train_0/q_grads_std,train_1/target_q,policy/steps,train_0/fw_bonus,test/episodes,train_0/target_q,train_1/reward,train_1/subgoal_succ_rate,train_1/reward_-0.0_frac,test/success_rate,train_0/mu_grads,train/success_rate,test_1/n_subgoals,train_1/q_grads,train_1/q_loss,train_1/reward_-27.0_frac,train_0/q_grads,train_1/mu_grads_std,train_0/q_loss,test_1/avg_q,train_1/next_q,train_0/reward_-1.0_frac,train_0/fw_loss,train_0/reward,train_0/reward_-0.0_frac,train_0/mu_grads_std,train_0/current_q,train_1/reward_-1.0_frac,test_0/avg_q,train/episodes,train_0/avg_q
5.99220025926172,0.0,-1.4005471576042094,0.06503210151568055,0.10842520222067834,-0.026278658397495748,-0.9945215493440628,-7.3542250708914665,2700.0,1.4086149412559306,-7.91587787528537,0,0.11860734820365906,-7.8992017512914945,91125.0,-0.9965754583477974,25.0,-1.6915956132414025,-2.0761181951609613,0.0,0.0,0.0,-0.014034394710324704,0.0,675.0,0.0025062220520339906,2.4627300858123276,0.0,-0.004129016911610961,0.14455009512603284,0.5425063342028432,-11.48327708975845,-7.64822180640726,0.0005859375,0.0320427009370178,-0.7549649776919978,0.0,0.15338456854224206,-1.5861172928479117,0.0057861328125,-5.052986065300981,100.0,-5.012121845659217
6.304968998151423,0.0,-9.238368824273314,0.07930857297033071,0.12988534308969973,-0.04539453536272049,-0.9929600834846497,-12.78159104227637,2700.0,9.253700878266418,-9.086331843643036,1,0.14270802550017833,-9.046855392118156,182250.0,-0.9982167318463325,50.0,-9.356094122751614,-2.1252398085111053,0.0,0.0,0.0,-0.02148301820270717,0.0,675.0,-0.011024166294373573,1.6949262912191394,0.0,-0.004227137740235776,0.17858834564685822,0.4354023635049777,-12.620871795233521,-8.819597336580715,0.004541015625,0.01686308770440519,-0.7539911778651003,0.0,0.19083036109805107,-9.278342916503846,0.00361328125,-26.999995552495168,200.0,-13.154222078477659
6.156422304188983,0.0,-9.200047282158213,0.08432532604783774,0.14453167840838432,-0.04628324415534735,-0.992411395907402,-13.36381367995415,2700.0,9.196449359417606,-8.515081158733555,2,0.16189654245972634,-8.501560440354856,273375.0,-0.9985987693071365,75.0,-9.359013174578305,-2.115468389275338,0.0,0.0,0.0,-0.022284635109826922,0.0,675.0,-0.014007216738536953,0.7624749463940942,0.0,-0.004587202589027584,0.21058058068156243,0.3570589008839593,-13.154066569731947,-8.130295002516874,0.009423828125,0.013329700566828251,-0.7502759485301794,0.0,0.21477207504212856,-9.2127705980289,0.00263671875,-25.78873725613227,300.0,-23.800369765222015
5.935034982286066,0.0,-9.333150499478126,0.0920317279174924,0.15819815695285797,-0.05131389247253537,-0.9915685281157494,-13.739852661654623,2700.0,9.330289898638114,-8.053141492692099,3,0.17193811386823654,-8.096168338133984,364500.0,-0.998706167936325,100.0,-9.525667194989234,-2.095674394749949,0.0,0.0,0.0,-0.01952634765766561,0.0,675.0,-0.01906187692657113,0.8850363948421176,0.0,-0.00579804580193013,0.23190404437482356,0.31993951055866965,-12.706297934855982,-7.564501485298581,0.0072998046875,0.012336471606977284,-0.7496948782965773,0.0,0.22919817566871642,-9.390314239821265,0.0025390625,-26.958403274537517,400.0,-23.29612498335379
5.848391731887764,0.0,-9.553673339932278,0.09886382557451726,0.17531764768064023,-0.05263277729973197,-0.9908212676644326,-13.6630593523209,2700.0,9.552016788366926,-7.829835058500907,4,0.17488648369908333,-7.83224779655375,455615.0,-0.998863185942173,125.0,-9.761171254104257,-2.0928593648801326,0.00037037037037037035,0.0,0.0,-0.019033067300915717,0.0,675.0,-0.02862542779184878,0.5073370621368646,0.0,-0.005883206706494093,0.24298993982374667,0.38871726482679225,-13.87697554421484,-7.251979364225514,0.020556640625,0.010884128254838287,-0.7515067928019562,0.0,0.2600613057613373,-9.60593608760853,0.0022705078125,-26.637936250991963,500.0,-25.77832779207016
5.823135233445975,0.0,-9.445197318323242,0.10558359790593386,0.19150602184236049,-0.0523783047683537,-0.9900862976908684,-13.965607513051687,2700.0,9.445796626914802,-7.81210482986595,5,0.1789074070751667,-7.82221386358264,546714.0,-0.9989254981279373,150.0,-9.666642228208968,-2.144383974037919,0.00037037037037037035,0.0,0.0,-0.018788445740938187,0.0,675.0,-0.03069950742647052,0.4219165023651607,0.0,-0.006983624340500682,0.2541673518717289,0.3103957264613755,-13.479677602183976,-7.251623019817369,0.035205078125,0.010307940538041294,-0.7467283722158754,0.0,0.2775484211742878,-9.516212335405575,0.002685546875,-26.920643410434387,600.0,-26.862405367426906
5.4123984225018855,0.0,-9.433554704689286,0.10618862099945545,0.20518625974655152,-0.05518177449703217,-0.9900201201438904,-13.817613978410348,2700.0,9.433071558448571,-9.506445606031985,6,0.18464600704610348,-9.568029394375163,637839.0,-0.9989495977759362,175.0,-9.677356254483238,-2.111208797524887,0.0,0.0,0.0,-0.018949497118592264,0.0,675.0,-0.041450966708362104,3.2281354734506538,0.0,-0.006340374262072146,0.2593634434044361,0.29142309328149957,-11.208782727397963,-9.349395743170868,0.0467041015625,0.010085065150633454,-0.7498043860003236,0.0,0.28393415436148645,-9.529265859102011,0.0027099609375,-26.234666950096322,700.0,-26.65566946629518
5.513651356613974,0.0,-9.400477389468254,0.1040443830192089,0.21628154814243317,-0.05472089434042573,-0.990254656970501,-13.792542069531178,2700.0,9.400822527807447,-8.070994234169735,7,0.19449688196182252,-8.080271092295195,728964.0,-0.9989383831620217,200.0,-9.635578462520774,-2.12450965199605,0.0,0.0,0.0,-0.019993544928729533,0.0,675.0,-0.04194987704977393,0.587144865771883,0.0,-0.005068431177642196,0.26476135179400445,0.2832971311801246,-13.33849383046516,-7.555264636553889,0.0328125,0.010188776045106351,-0.7506654782839177,0.0,0.2911834686994553,-9.491867330337744,0.0021728515625,-26.996375634028688,800.0,-25.920894573777918
5.663899894250688,0.0,-9.545717361181776,0.10428291503340006,0.22561900541186333,-0.055369903519749644,-0.9902285620570183,-13.97910975899716,2700.0,9.545211985491258,-8.800092962716965,8,0.201025103777647,-8.816923654930866,820089.0,-0.9989316746592521,225.0,-9.761677068370833,-2.1060273694238276,0.0,0.0,0.0,-0.02229467947036028,0.0,675.0,-0.04692673645913601,0.9766328279557062,0.0,-0.005799438792746514,0.27218544855713844,0.3066695216258292,-14.078884828726974,-8.363163609835762,0.02216796875,0.010250676632858812,-0.7514922100999684,0.0,0.30018370151519774,-9.625433365691727,0.0016845703125,-26.992016666650827,900.0,-26.699774165481276
6.011654319271506,0.0,-9.397660556850585,0.1013040479272604,0.23756188824772834,-0.05757259931415319,-0.9905543819069862,-14.025059440954625,2700.0,9.3968558891455,-9.06220094513864,9,0.2074868131428957,-9.059975115187655,911211.0,-0.998982948064804,250.0,-9.6205782903574,-2.1100354878537475,0.0,0.0,0.0,-0.02425819877535105,0.01,675.0,-0.048926559276878834,0.8810837209970366,0.0,-0.005212613346520812,0.27471868619322776,0.2834542307063207,-13.758613649152583,-8.679254759885664,0.0414794921875,0.009776625130325556,-0.7484538731703652,0.0,0.30976256653666495,-9.486827917768206,0.001220703125,-26.999998386613157,1000.0,-26.972577595612666
