train_0/reward,train_1/reward_-1.0_frac,test_0/avg_q,train_0/q_loss,train_0/q_grads_std,train_1/target_q,train/episodes,train_0/avg_q,train_0/fw_bonus,train_1/current_q,train_1/reward,train_0/mu_grads_std,test_1/subgoal_succ_rate,train_1/fw_loss,test/success_rate,train_1/reward_-0.0_frac,train_0/mu_loss,train_0/reward_-1.0_frac,train_1/q_grads,train_0/target_q,train_0/reward_-0.0_frac,train_1/subgoal_succ_rate,train_0/next_q,train_1/n_subgoals,train_1/avg_q,train_1/mu_loss,train_1/mu_grads_std,train_0/q_grads,train_0/current_q,train_1/reward_-10.0_frac,train_0/fw_loss,train_1/q_grads_std,policy/steps,train_1/fw_bonus,train/success_rate,test/episodes,train_1/next_q,epoch,test_1/avg_q,train_1/q_loss,train_0/mu_grads,train_1/mu_grads,test_1/n_subgoals
-0.8617238384060328,0.0002685546875,-7.769734551451914,0.506698102748995,0.22212553694844245,-4.878334500910785,100.0,-3.528851147956879,-0.9991848513484001,-4.856348164571388,-1.1099571902275784,0.1573650199919939,0.3601108033240997,0.0013531894714105875,0.0,0.0,3.205870000229986,0.01630859375,0.03566637691110373,-3.4617791101121043,0.0,0.213,-3.1777111756437924,1000.0,-3.4981102001293873,5.174390809577094,0.08533903695642948,0.039006298407912254,-3.2987475001049185,0.0,0.00017471045903221237,0.27027077600359917,10856.0,-1.0061473309993745,0.0,25.0,-4.95606294087891,0,-7.943366857669217,2.5171423632286003,-0.007108936773147434,0.017785196052864195,361.0
-0.862533677619649,0.000146484375,-5.724935556271179,0.6016936943325104,0.24707352928817272,-4.900258616021349,200.0,-7.151804962494439,-0.9987753689289093,-4.847977968622198,-1.0980636784326634,0.21094197183847427,0.3342857142857143,0.0016094157472252846,0.0,0.0,3.027651961352002,0.0052734375,0.034094347525388,-3.295509736305479,0.0,0.294,-3.003002514461746,1000.0,-6.458176769659738,5.123262490098452,0.08612008299678564,0.0409321459941566,-3.132900439245598,0.0,0.00025344827699882446,0.3324409581720829,21169.0,-1.0049459010362625,0.0,50.0,-4.881775549634796,1,-5.459356429718352,2.315076532552239,-0.018372576776891948,0.01818821341730654,350.0
-0.861155033877003,0.0002197265625,-8.887476580008967,0.5733834756221571,0.2593157023191452,-4.596151431470952,300.0,-5.8372948307749875,-0.9988903000950813,-4.522062398539054,-1.0880388160556322,0.256066757440567,0.0,0.00138287870795466,0.0,0.0,3.1842151956351628,0.0122314453125,0.027775440411642194,-3.193889902913405,0.0,0.312,-3.1148646665745123,1000.0,-5.115262557152367,4.833068548531761,0.08613891024142503,0.041396780870854855,-3.1977031989793394,0.0,0.00023134760231187103,0.3665850341320038,31278.0,-1.0060081511735917,0.0,75.0,-4.646119089032676,2,-5.234832433619553,2.2058529768169897,-0.025086900452151895,0.018197031086310746,250.0
-0.8610198712529382,0.0001953125,-0.8107568173978638,0.8865452681947579,0.27444292306900026,-4.703793812720134,400.0,-6.616419851519853,-0.9991088584065437,-4.618983438999168,-1.0900909567280905,0.2880596838891506,0.0,0.0012367048795567826,0.0,0.0,2.883969313449112,0.0185791015625,0.024186009215191005,-3.1938925745996776,0.0,0.147,-2.8865324498445046,1000.0,-4.6385517869001704,5.076193272887115,0.0861390084028244,0.04732309030368924,-2.934034897438404,0.0,0.00018932317070721182,0.3921117939054966,42618.0,-1.006693536043167,0.0,100.0,-4.994141013856921,3,-6.061250806384809,2.1857505229610887,-0.03656333973631263,0.018197076395154,250.0
-0.8608266190887661,0.000244140625,-7.408499872085563,0.3193004340916512,0.28586781695485114,-4.738524366923947,500.0,-3.8065705138074533,-0.9991034522652626,-4.658540400171807,-1.0957475551957032,0.3211435556411743,0.18032786885245902,0.0014453590236371383,0.0,0.0,2.393822894535895,0.0107666015625,0.02188049266114831,-2.7037022539464393,0.0,0.191,-2.3551609579439754,1000.0,-5.219458582423187,5.257356338963823,0.0861390084028244,0.050068818777799604,-2.6140587155527184,0.0,0.00019035982550121843,0.41374693661928175,53657.0,-1.0057151556015014,0.0,125.0,-5.147252895424005,4,-5.197968386251882,2.4674717791845646,-0.03781638639047742,0.018197076395154,305.0
-0.8624234016650008,0.0001708984375,-1.7577017104242492,0.11572935033454104,0.29175965338945387,-4.871852406447122,600.0,-4.4102007900730875,-0.9990840628743172,-4.755179772189442,-1.0898280691544642,0.3180942513048649,0.9780979827089337,0.0013479046960128472,0.0,0.0,2.079877364306423,0.0148681640625,0.017674242705106737,-2.425123736757409,0.0,0.352,-2.0418029557840542,1000.0,-5.528748576304061,5.4152048197740585,0.0861390084028244,0.051965062599629165,-2.428100687260725,0.0,0.0001940890433616005,0.43031183555722236,63541.0,-1.0061721235513688,0.0,150.0,-5.37435312923249,5,-5.214923268038394,2.2124537566567577,-0.03552325125783682,0.018197076395154,1735.0
-0.8642059801248252,9.765625e-05,-1.2197961727864721,0.1582670679718165,0.29953487440943716,-4.562506171632483,700.0,-2.301194005454955,-0.9990682736039161,-4.440665376094918,-1.0689595473799272,0.31379442662000656,0.2985507246376812,0.0013133646454662085,0.0,0.0,1.9901537479515525,0.014794921875,0.015678296657279135,-2.3053168082324214,0.0,0.6062437059415912,-1.936104698794439,993.0,-5.677862648104574,5.269775077656971,0.0861390084028244,0.05358297266066074,-2.269189371174499,0.0,0.0001971285731997341,0.4460571870207787,71244.0,-1.0063340812921524,0.02,175.0,-5.015299070509877,6,-4.67586415128167,1.9124184967151652,-0.033477158099412915,0.018197076395154,345.0
-0.8624621686118189,9.765625e-05,-1.4297430939234768,0.18296335799076835,0.30502535328269004,-4.464691907576549,800.0,-1.7897862584504365,-0.999209001660347,-4.35716660457251,-1.0508487514816807,0.32151952385902405,0.9832372970141435,0.0011437531473347917,0.04,0.0,2.020577260190783,0.0291259765625,0.013050101487897337,-2.303859584930008,0.0,0.497,-1.9688961329232035,1000.0,-5.774182208828404,5.114611728136813,0.0861390084028244,0.053665516618639234,-2.279848868034611,0.0,0.00017006591406243388,0.45944420248270035,79826.0,-1.0071293801069259,0.0,200.0,-4.9080969321217465,7,-5.610987025845234,1.76804207825569,-0.0371916014701128,0.018197076395154,1909.0
-0.863225040587713,0.0001220703125,-3.2009217688176657,0.12373529413967436,0.31001978293061255,-4.331577039936564,900.0,-2.6747083648864898,-0.9991926178336143,-4.246930867788272,-1.0232680271758,0.324075598269701,0.8952496954933008,0.0010809708008309826,0.0,0.0,2.1795857805703465,0.03193359375,0.011996161029674112,-2.4921206266794584,0.0,0.7893681043129388,-2.109937784402642,997.0,-6.923989425925715,4.8937123499196264,0.0861390084028244,0.054008301440626384,-2.506153114958315,0.0,0.0001732129148876993,0.47634098008275033,86218.0,-1.0074237793684007,0.02,225.0,-4.688671211033811,8,-6.379437656084576,1.836955356388915,-0.03718917416408658,0.018197076395154,821.0
-0.8657225292088697,0.0001220703125,-2.9248073070888685,0.1254998444678474,0.31786942332983015,-4.382741185878258,1000.0,-3.517067367796986,-0.9992836862802505,-4.2753008694196115,-0.9954521372186719,0.3372539319097996,0.9629941126997477,0.0009705116477562115,0.0,0.0,2.119298703959587,0.035888671875,0.010486449860036374,-2.4517916876449877,0.0,0.7379518072289156,-2.01768878350666,996.0,-6.5079162346985076,4.748245013632158,0.0861390084028244,0.05422839457169175,-2.4394074642089225,0.0,0.00015570438772556373,0.491552372276783,93806.0,-1.0079417109489441,0.01,250.0,-4.556961784519409,9,-6.414471322304998,1.65628945562637,-0.03438889104872942,0.018197076395154,1189.0
