train_1/fw_bonus,train_1/next_q,train_1/reward_-1.0_frac,train_1/n_subgoals,train_0/fw_loss,train_0/current_q,train/success_rate,test/episodes,train_1/avg_q,test_1/avg_q,epoch,train_0/reward,train_0/mu_grads,train_1/mu_grads_std,train_1/fw_loss,train_1/mu_grads,train_1/reward,train_1/current_q,test_0/avg_q,train_0/q_grads,train_1/target_q,train_1/q_loss,train_0/mu_grads_std,policy/steps,train_1/q_grads_std,train/episodes,train_0/q_grads_std,train_0/reward_-0.0_frac,test_1/subgoal_succ_rate,train_1/reward_-27.0_frac,train_0/next_q,train_0/fw_bonus,train_0/avg_q,train_0/q_loss,train_0/mu_loss,train_1/subgoal_succ_rate,train_1/reward_-0.0_frac,test_1/n_subgoals,train_0/target_q,train_1/q_grads,test/success_rate,train_1/mu_loss,train_0/reward_-1.0_frac
-0.9951380833983421,-1.4251160321684764,0.011767578125,2700.0,0.040471318550407885,-9.446666276823548,0.0,25.0,-5.398729222805647,-2.7109243760485167,0,-0.857292234270426,-0.010003462550230324,0.157508547604084,0.01946299916598946,-0.007143786933738738,-2.1270734339406774,-3.2917362666896195,-8.008443666336118,0.019692096719518305,-3.3136772519253155,1.9457632008071222,0.18816612884402276,91088.0,0.1369095269590616,100.0,0.13293236568570138,0.0,0.005891016200294551,0.0,-9.240224239138021,-0.9959077253937721,-10.644958792554931,1.678794403028829,9.316461548606744,0.0011111111111111111,0.0,679.0,-9.572596038111572,0.02866280167363584,0.0,1.430934460240134,0.0043701171875
-0.9921299651265144,-1.5096855353026712,0.002294921875,2662.0,0.03238426246680319,-10.18347553190948,0.02,50.0,-7.625133017512844,-1.754409033695562,1,-0.8941269279101107,-0.027782031707465647,0.19161849431693553,0.03149045808240771,-0.01559993375558406,-2.177327191976656,-3.421314877709303,-2.9102271245781473,0.014969680178910493,-3.4538223855979835,2.8480742624069415,0.23686057776212693,181057.0,0.15702602081000805,200.0,0.1597976129502058,0.0,0.14637305699481865,0.0,-9.842760661125425,-0.9967255368828773,-16.593974941504502,0.9741000009050318,9.929135475401907,0.003756574004507889,0.0,772.0,-10.219388742641888,0.025398850440979004,0.0,1.4860156816225167,0.0072509765625
-0.9919169560074806,-1.7777629881030017,0.0015380859375,2700.0,0.02687696060165763,-10.51563328681713,0.0,75.0,-7.953591470577998,-1.2018579225207453,2,-0.9069908474266413,-0.041191757563501595,0.21356139704585075,0.032342190574854615,-0.021230797562748194,-2.149242166660406,-3.633940595944169,-5.553173146651905,0.01357259217184037,-3.6554954441033276,2.6605698171905154,0.2659314632415771,271309.0,0.16783845238387585,300.0,0.18162359818816184,0.0,0.7237507018528916,0.0,-10.178188408637094,-0.9972824677824974,-16.404287474822492,1.1963311438647775,10.382990916533648,0.03666666666666667,0.0,1781.0,-10.576528181371707,0.022348281135782598,0.0,1.7547957975883945,0.0050537109375
-0.9904844582080841,-2.0772082315648555,0.00126953125,2700.0,0.02126583398785442,-9.996319333179612,0.0,100.0,-8.44599286912956,-1.5041192333122009,3,-0.9100211493700044,-0.05294778114184737,0.22933792546391488,0.03806977099739015,-0.025901699624955653,-2.12630912601162,-3.8859562297243913,-4.213367617820296,0.01390474585350603,-3.9057374145422536,2.6728077657489204,0.2860812321305275,360058.0,0.17781346142292023,400.0,0.19666808284819126,0.0,0.6892138939670932,0.0,-9.57321929549093,-0.9978499278426171,-17.558696636610442,0.707333731754399,9.709175967858654,0.08925925925925926,0.0,1641.0,-10.032447049099076,0.018617887562140823,0.0,2.0562952300120236,0.009326171875
-0.9892124682664871,-2.7274928515107493,0.000537109375,2700.0,0.019805675838142633,-10.583590892439068,0.0,125.0,-9.16760584200313,-2.468873115096022,4,-0.9139157812816847,-0.06992815230041742,0.2428104393184185,0.04315566439181566,-0.03175924140959978,-2.0868425599110196,-4.430341765470307,-3.2329806974020014,0.019249817216768862,-4.4367820095166035,2.33798456546369,0.30726559534668924,448102.0,0.185382566973567,500.0,0.21618194729089737,0.0,0.9914367269267365,0.0,-10.196241223239642,-0.9979975879192352,-17.722063983011843,0.9490077556813521,10.323333185736884,0.12111111111111111,0.0,4204.0,-10.621795297036854,0.015727389114908875,0.0,2.712209151494882,0.00654296875
-0.9870838254690171,-4.621394889642723,0.0,2700.0,0.01587882803287357,-10.854147959552513,0.0,150.0,-9.248687293681312,-4.483398992059537,5,-0.9309600407294056,-0.08358975667506456,0.2513079360127449,0.05166672859340906,-0.03682193020358682,-2.066356850763259,-6.077313340052326,-3.767054279140475,0.01921978686004877,-6.07698076885571,1.9363500205980624,0.3349019318819046,535649.0,0.1922928463667631,600.0,0.23205843642354013,0.0,0.988994113130279,0.0,-10.423207662192087,-0.9983946844935417,-18.208912026624798,0.8417616224085332,10.579064866103172,0.1437037037037037,0.0,3907.0,-10.888259113793556,0.013153555011376739,0.0,4.607623400951107,0.0084716796875
-0.9886901944875717,-5.744101397397267,7.32421875e-05,2700.0,0.01454758362378925,-10.665507303726846,0.0,175.0,-10.400286291851586,-6.679924316185797,6,-0.9315034278733947,-0.09541932120919228,0.2607308477163315,0.04524390129372478,-0.044663426000624895,-2.0473236105404795,-7.005513617494936,-6.268205208743958,0.007106915512122214,-7.009315789441217,1.5663935203796153,0.3568526402115822,622467.0,0.1976987961679697,700.0,0.24197635240852833,0.0,0.5211132437619962,0.0,-10.25586830470222,-0.9985293164849282,-18.22303003987259,1.0621810946843777,10.444317534493315,0.10962962962962963,0.0,1042.0,-10.70606270718623,0.01090085373725742,0.12,5.743896797392603,0.0088623046875
-0.9892654299736023,-5.731370979265634,7.32421875e-05,2684.0,0.011263002932537347,-10.298904900188385,0.01,200.0,-11.3999675505625,-7.466946227998716,7,-0.9339033953736362,-0.1027590362355113,0.264859613776207,0.04294387800619006,-0.051744638662785294,-2.0091957051859937,-6.9443235044867135,-2.7352983106549598,0.01306557257194072,-6.945797923281508,1.1572709600231466,0.37523981332778933,707567.0,0.20750441886484622,800.0,0.2589680843055248,0.0,0.974943904263276,0.0,-9.835472660317349,-0.9988614737987518,-18.657706380676814,0.700867916103945,9.996857708216787,0.11102831594634874,0.0,2674.0,-10.33684560276071,0.0085057808784768,0.24,5.733830897159746,0.0164306640625
-0.9885153502225876,-5.514732929945997,4.8828125e-05,2654.0,0.010513201728463173,-10.697113421300482,0.04,225.0,-11.667087773848367,-7.082788869771858,8,-0.9364071286028774,-0.10657179467380047,0.26950419768691064,0.04594301367178559,-0.05577970333397388,-1.984077006301959,-6.69073457804723,-3.686578846250773,0.01678484622389078,-6.687110397486656,0.9050240471519924,0.3923125147819519,795338.0,0.2186697892844677,900.0,0.2724787563085556,0.0,0.8002560819462228,0.0,-10.247183767896933,-0.9989373058080673,-18.510251343691927,0.7622929490179674,10.402237976747267,0.09382064807837227,0.0,2343.0,-10.744748630218192,0.006452558899763971,0.0,5.517561806795587,0.0194091796875
-0.9879037424921989,-3.238081963301384,2.44140625e-05,2700.0,0.009541573375463486,-11.345591701273442,0.0,250.0,-11.681528560699283,-4.256705459658976,9,-0.9397399490968382,-0.11322020627558231,0.27495725452899933,0.0483883679844439,-0.05742640802636743,-2.026312714005326,-4.755125783262394,-4.462512062235481,0.020332011859863997,-4.754488406607881,1.2449574921867241,0.4131951108574867,882457.0,0.23797474950551986,1000.0,0.28653170689940455,0.0,0.8281117696867062,0.0,-10.914048524159723,-0.9990355625748635,-19.83922594546612,0.8438416147694952,11.070241643581474,0.05296296296296296,0.0,2362.0,-11.399694335114635,0.003550152381649241,0.2,3.235141338227627,0.0278076171875
