train_0/current_q,train_0/target_q,test/episodes,train_1/q_grads,train_1/q_grads_std,train_1/current_q,test_1/avg_q,train_0/avg_q,train/episodes,test_1/n_subgoals,train_0/reward,train_1/q_loss,policy/steps,train_1/reward,train_1/avg_q,train_0/reward_-1.0_frac,train_0/mu_loss,train_0/mu_grads,train_1/reward_-27.0_frac,test/success_rate,train_1/fw_bonus,train_1/target_q,train/success_rate,train_0/q_grads_std,train_1/mu_grads_std,train_0/q_loss,train_0/q_grads,train_1/subgoal_succ_rate,test_0/avg_q,train_1/mu_loss,train_0/fw_loss,train_0/next_q,train_1/reward_-0.0_frac,test_1/subgoal_succ_rate,train_0/reward_-0.0_frac,epoch,train_1/mu_grads,train_1/next_q,train_1/reward_-1.0_frac,train_1/n_subgoals,train_0/fw_bonus,train_0/mu_grads_std,train_1/fw_loss
-9.670834086622596,-9.818037090163386,275.0,-0.10769975818693638,0.3568356893956661,-6.74540114346618,-7.235144309305722,-26.230166617991586,1100.0,675.0,-0.8569587024714564,0.4601692186557568,1001650.0,-1.5408168491427205,-7.495366766129009,0.0339599609375,9.646694064895808,-0.016881338460370897,0.0,0.0,-0.9861037984490395,-6.746358542895098,0.0,0.16740554794669152,0.2531114675104618,0.270495495890798,0.00689703777898103,0.0077777777777777776,-26.997436922198183,3.0080635646741647,0.008357875735964627,-9.64154163419888,0.0,0.0,0.0,10,-0.04154780572280288,-6.904410503435204,0.000927734375,2700.0,-0.9982756555080414,0.2992349058389664,0.07638911828398705
-9.655109731070958,-9.812672098021114,300.0,-0.11321021988987923,0.37187863439321517,-6.7219455358164,-6.670180941510898,-26.5356279547096,1200.0,675.0,-0.8571294662120635,0.4798153689152616,1092775.0,-1.5421795501795714,-7.490657710216865,0.0403076171875,9.614396543311457,-0.020796202635392547,0.0,0.0,-0.9867732554674149,-6.724894412871592,0.0,0.17480609603226185,0.25681311935186385,0.21381820565048715,0.0075710963341407474,0.0,-26.939174645002687,2.9293985876902093,0.008172605524305255,-9.611194686785167,0.0,0.0,0.0,11,-0.04381101699545979,-6.84692647263963,0.000830078125,2700.0,-0.9983161658048629,0.31241195276379585,0.07333638593554496
-9.588901414535544,-9.754645284799258,325.0,-0.12003445625305176,0.38167370706796644,-6.827102539571875,-6.180630442490645,-26.863015474703488,1300.0,675.0,-0.8591464408484171,0.6685846452402088,1183900.0,-1.536424345881096,-7.484543863512719,0.033203125,9.542299775430113,-0.019837738759815694,0.0,0.0,-0.9870667725801467,-6.826477398331027,0.0,0.1809036262333393,0.2589594542980194,0.2123933621668153,0.008184136147610844,0.0,-23.34731764139455,2.855062971789818,0.008043786894995719,-9.545525589125361,0.0,0.0,0.0,12,-0.044331449642777444,-6.931929417914714,0.0009033203125,2700.0,-0.9983443409204483,0.3281739719212055,0.07199798449873925
-9.706589913030603,-9.860332208360884,350.0,-0.11933230608701706,0.38752067685127256,-6.611313310095691,-4.247181551512426,-25.4255699992688,1400.0,675.0,-0.8594146640753024,0.6700859145785374,1274976.0,-1.5376904262360767,-7.517552945746755,0.03232421875,9.664769304167303,-0.022489863727241755,0.0,0.0,-0.9875178962945939,-6.6085637193261935,0.0,0.18487349562346936,0.26083789169788363,0.20963121418918398,0.0075216277153231205,0.0007407407407407407,-25.92361230814157,2.7010559382881625,0.007822495920117944,-9.657198048411354,0.0,0.0,0.0,13,-0.04442335087805986,-6.6565565859378735,0.001171875,2700.0,-0.9983927339315415,0.33862683176994324,0.06994088720530271
-9.776770404125633,-9.927938405568275,375.0,-0.12125102151185274,0.3930786199867725,-5.326212570144976,-6.702736688080868,-25.32604074064064,1500.0,675.0,-0.8604738466412527,1.4344329683947457,1365888.0,-1.5501574113601237,-7.461927643855845,0.02919921875,9.750626261168808,-0.01951862554997206,0.0,0.0,-0.9871483683586121,-5.342198315763693,0.0,0.18857247866690158,0.26157116740942,0.3554298545457553,0.007779708120506257,0.004074074074074074,-23.44563261187965,3.0426194673819906,0.007653655542526394,-9.74262500619414,0.0,0.0,0.0,14,-0.04499894911423326,-4.9209295865965945,0.0009033203125,2700.0,-0.998429648578167,0.3498350016772747,0.07162595354020596
-9.57788302318852,-9.733434674964286,400.0,-0.12476216107606888,0.3982117161154747,-6.643369428390924,-6.647586399146242,-26.04425688167904,1600.0,676.0,-0.8608161763026146,0.6011457958904629,1456966.0,-1.5492157971850247,-7.554073235476624,0.0312744140625,9.537889198088937,-0.0178740247618407,0.0,0.0,-0.9859905377030372,-6.64318958505383,0.0,0.19373344592750072,0.2636556655168533,0.28754893830375783,0.008057270990684628,0.0011111111111111111,-26.71839799769651,2.6974783751614035,0.008208686101716012,-9.529767311357332,0.0,0.0014792899408284023,0.0,15,-0.04646949907764793,-6.702461619883539,0.0010498046875,2700.0,-0.9983082994818687,0.3614187814295292,0.0769055312499404
-9.72975647582974,-9.8771241034406,425.0,-0.1315509404987097,0.40610369220376014,-6.921665279341916,-6.271937099343114,-26.711308912885624,1700.0,703.0,-0.8627188424725318,0.5766709192079579,1547968.0,-1.5402828871097882,-7.50217919646049,0.0271728515625,9.686730285748226,-0.015152277960442006,0.0,0.0,-0.9856441155076027,-6.924921003433934,0.0,0.1985978402197361,0.26549549028277397,0.33981890550212845,0.010043812356889248,0.0022222222222222222,-23.965416812579875,2.575893257510962,0.008628033939749003,-9.681088851067587,0.0,0.03982930298719772,0.0,16,-0.04766517383977771,-7.033387062566382,0.001171875,2700.0,-0.998216587305069,0.36949280127882955,0.07848517261445523
-9.669599632300475,-9.827246426327875,450.0,-0.13744909204542638,0.4184289678931236,-7.002808264020828,-6.128736604964208,-26.40837793890164,1800.0,687.0,-0.8618037975160405,0.4488697094527703,1638773.0,-1.5568211794463422,-7.516257928395454,0.023828125,9.630959312339089,-0.014437593007460236,0.0,0.0,-0.9857225075364113,-7.000242148143973,0.0,0.20283862836658956,0.26802079305052756,0.3402711004929243,0.008851446071639657,0.004814814814814815,-22.98712165086548,2.63369265871059,0.008290124975610524,-9.625235262604903,0.0,0.017467248908296942,0.0,17,-0.04837503656744957,-7.128811880575275,0.0011474609375,2700.0,-0.998290479183197,0.3785883031785488,0.07812767345458269
-9.720283935796711,-9.872597874593312,475.0,-0.14025613516569138,0.425489042699337,-6.686389311114651,-5.6816048617363695,-26.052341932730705,1900.0,678.0,-0.8616905978386058,0.620813267568155,1728866.0,-1.5362921260973963,-7.461305755537652,0.01953125,9.713297926849716,-0.014136977749876678,0.0,0.0,-0.9847176283597946,-6.684100089549142,0.0,0.2072138462215662,0.27046124786138537,0.3573360197507073,0.011124143004417419,0.017777777777777778,-25.156169461597795,2.483200810663166,0.008124375052284449,-9.699101085450035,0.0,0.004424778761061947,0.0,18,-0.05011084266006947,-6.761665274282595,0.0009521484375,2700.0,-0.9983267188072205,0.3868693307042122,0.08270984049886465
-9.649823861628173,-9.794924297525515,500.0,-0.1420790795236826,0.42469815611839296,-7.22737217058795,-5.29084609415678,-26.45316686990454,2000.0,675.0,-0.8610539235669421,0.5370422074961003,1819464.0,-1.5566337718053547,-7.487013197946432,0.02177734375,9.621853008892257,-0.013856509351171553,0.0,0.0,-0.9845774546265602,-7.22295589585884,0.0,0.21011220775544642,0.27318858355283737,0.3041994004668426,0.010701089608483016,0.009259259259259259,-26.943306357038214,2.5721055422467494,0.008024358411785216,-9.611030095548688,0.0,0.0,0.0,19,-0.05215407414361835,-7.493526354033298,0.001025390625,2700.0,-0.9983485817909241,0.3944074913859367,0.0833490252494812
-9.638287469218245,-9.775800708146749,525.0,-0.14768462181091307,0.42968648821115496,-6.910637291509639,-5.0276072307934765,-26.921522100999642,2100.0,675.0,-0.8592197564343224,0.47265595571043717,1910589.0,-1.5487423292805034,-7.53387351548903,0.023583984375,9.595343680694283,-0.016219218634068965,0.0,0.0,-0.9852371603250504,-6.910355635761206,0.0,0.21263220012187958,0.27518988475203515,0.27208386742088364,0.010756282974034548,0.0,-26.996959572559977,2.586843158000415,0.0075594946392811835,-9.586968824415866,0.0,0.0,0.0,20,-0.05259539242833853,-7.065114849115032,0.00126953125,2700.0,-0.9984502404928207,0.4007298283278942,0.08034078162163497
-9.65012940635152,-9.807963095251486,550.0,-0.15442951992154122,0.4341683015227318,-6.7808841480334765,-5.540385053845065,-26.89179388043921,2200.0,675.0,-0.8589390179462498,0.34076733169538437,2001621.0,-1.5447609787042893,-7.488340413859508,0.02236328125,9.599648372629998,-0.018264091527089476,0.0,0.0,-0.9855113878846169,-6.77679086706881,0.0,0.21484334468841554,0.2789327345788479,0.2360159091604035,0.009477286250330508,0.0014814814814814814,-26.99436234209272,2.3574829214881,0.007112730457447469,-9.590662246338585,0.0,0.0,0.0,21,-0.05310986330732703,-6.947822057463267,0.001025390625,2700.0,-0.9985479131340981,0.40620961487293245,0.07909038998186588
-9.691179837742386,-9.84507292918311,575.0,-0.15563928782939912,0.4392236642539501,-6.91049625531334,-6.628168456039568,-26.75773409319471,2300.0,675.0,-0.8571474291049526,0.4353456976104167,2092746.0,-1.5293337027160305,-7.517138368379333,0.0181396484375,9.652261493276907,-0.01953340913169086,0.0,0.0,-0.9850425943732262,-6.91235251204868,0.0,0.21837862394750118,0.2809680990874767,0.2515525050835694,0.010794300329871475,0.0,-26.999996384521893,2.7335628683403663,0.0068720699287951,-9.650704782613776,0.0,0.0,0.0,22,-0.05403273487463593,-7.070667275787085,0.00107421875,2700.0,-0.9986005455255509,0.4120085671544075,0.08122802544385195
-9.643164168822498,-9.792389958045652,600.0,-0.16125438548624516,0.4480662576854229,-7.092057378122126,-6.851673071957977,-26.913931697872503,2400.0,675.0,-0.8572362129547401,0.5506211133727235,2183871.0,-1.5424217986917939,-7.534788048920462,0.0208984375,9.625182179899637,-0.018871651124209167,0.0,0.0,-0.9852733388543129,-7.08849292988662,0.0,0.22114968709647656,0.28213570490479467,0.2880448055907209,0.009219829551875591,0.0,-26.999988823939038,3.0997058534393647,0.006777300417888909,-9.619960304965772,0.0,0.0,0.0,23,-0.055400519352406266,-7.281643698183632,0.0011962890625,2700.0,-0.9986212581396103,0.41754135191440583,0.0801758648827672
-9.694561719747691,-9.845433966502162,625.0,-0.16443093158304692,0.45416119024157525,-7.014627655657807,-6.150598338727459,-26.91083360666121,2500.0,675.0,-0.8576453376197606,0.5392461091383141,2274996.0,-1.5432413785161772,-7.517155564139274,0.0093994140625,9.656973822132262,-0.018746195081621408,0.0,0.0,-0.9853895470499993,-7.015195986168635,0.0,0.22307182252407073,0.28696100413799286,0.22434014477194236,0.009283465519547462,0.0,-26.999999995140485,2.665466448504459,0.006813363975379616,-9.6490714836339,0.0,0.0,0.0,24,-0.05681811980903149,-7.12317395576176,0.001220703125,2700.0,-0.9986133873462677,0.42244422882795335,0.07964595556259155
-9.665201004389328,-9.830614494620008,650.0,-0.1697008416056633,0.46058789268136024,-7.0579677044803075,-6.878185869722264,-26.878377888876187,2600.0,675.0,-0.8591067491201102,0.8149647431961249,2366121.0,-1.5500127168590552,-7.571888563464438,0.0140625,9.632354130173557,-0.017952861404046415,0.0,0.0,-0.9844407826662064,-7.064657654521403,0.0,0.22585018277168273,0.29014483988285067,0.23060870310386586,0.009179268917068838,0.0,-26.99798487312547,3.0452486268840717,0.006945950200315565,-9.63199217968258,0.0,0.0,0.0,25,-0.05675155678763986,-7.082404195777864,0.0009765625,2700.0,-0.9985843971371651,0.4286539666354656,0.08397221378982067
-9.668594137226671,-9.811994908584282,675.0,-0.17708065249025823,0.46428258046507836,-6.812372083645448,-6.4131033845725955,-26.92976153151298,2700.0,675.0,-0.8588394612510456,0.8214068272188026,2457246.0,-1.5545668176520848,-7.466883084071273,0.016162109375,9.621820930971937,-0.01892478410154581,0.0,0.0,-0.9842710509896279,-6.809020378334459,0.0,0.22867692410945892,0.2955227427184582,0.2413114766859926,0.009144963743165136,0.0,-27.0,2.6715629921705872,0.007012660964392126,-9.611116642759413,0.0,0.0,0.0,26,-0.05752212926745415,-6.748827706083484,0.001220703125,2700.0,-0.9985697984695434,0.43507096022367475,0.0847461499273777
-9.667149069980635,-9.822132669142349,700.0,-0.17810933142900467,0.46731691136956216,-6.893837279639117,-7.26218369998886,-26.972611850403137,2800.0,675.0,-0.8595191700398572,0.7652773560300101,2548371.0,-1.5690033264196246,-7.489305715681578,0.012109375,9.618401705836476,-0.01888190726749599,0.0,0.0,-0.984248910844326,-6.903116260251176,0.0,0.2312766369432211,0.30147218480706217,0.23267433186347306,0.008592592389322817,0.0,-27.0,3.0315375814855146,0.007036352960858494,-9.609855580410727,0.0,0.0,0.0,27,-0.058199393004179,-6.920962506627015,0.0013916015625,2700.0,-0.998564624786377,0.43939887806773187,0.08484717719256878
-9.801389417129705,-9.956575559692634,725.0,-0.18127985186874868,0.4717144541442394,-6.60049464226644,-7.191145115451331,-26.970865004690218,2900.0,675.0,-0.8624422351596877,1.0146911142489157,2639496.0,-1.5615788033101126,-7.538180824445256,0.0083740234375,9.738857545155211,-0.019325924571603537,0.0,0.0,-0.9844569578766823,-6.612406945528221,0.0,0.23327796384692193,0.3037789538502693,0.22029223335434023,0.008190983394160866,0.0,-27.0,3.03563286013303,0.006778986298013478,-9.731800696581647,0.0,0.0,0.0,28,-0.06022640708833933,-6.430944074204272,0.0015869140625,2700.0,-0.9986209005117417,0.44305497631430624,0.08389845155179501
-9.83641915518507,-9.9890833354925,750.0,-0.1853359632194042,0.4736628718674183,-7.1303905912298715,-7.539184049441064,-26.976895529297696,3000.0,675.0,-0.8626366166965453,0.9465401838803421,2730621.0,-1.5746594106138219,-7.411444532968974,0.0093505859375,9.772967600981215,-0.022786097740754484,0.0,0.0,-0.9830094203352928,-7.126171175652074,0.0,0.2363013058900833,0.3064755782485008,0.21366988589557373,0.00810040917713195,0.0,-26.9999999995742,3.1960126552739423,0.006970757234375924,-9.76503526850325,0.0,0.0,0.0,29,-0.061442766711115836,-6.922736780119817,0.0009521484375,2700.0,-0.9985789686441422,0.44591736122965814,0.09049907177686692
-9.6257915853839,-9.764431460070668,775.0,-0.190251861512661,0.4766334518790245,-6.943395694566855,-7.243272409333363,-25.648276566890626,3100.0,675.0,-0.8644772571191425,1.4517550373228922,2821721.0,-1.5485945398795593,-7.53524143572368,0.0100830078125,9.560988488009897,-0.0235143328551203,0.0,0.0,-0.9814593836665153,-6.946874817263054,0.0,0.24043147899210454,0.31011108979582785,0.31532457360794225,0.005545761715620756,0.00037037037037037035,-26.421524448422435,3.247263965740345,0.007284489716403187,-9.555269238838454,0.0,0.0,0.0,30,-0.0615191045217216,-6.585959042225037,0.0010498046875,2700.0,-0.998510380089283,0.44999672323465345,0.097567074932158
-9.819638854223408,-9.969156497546646,800.0,-0.1899466011673212,0.4786484085023403,-6.883639367050809,-7.078675222430589,-26.559911410685817,3200.0,675.0,-0.8681563682985143,1.2800999064504297,2912846.0,-1.563465910234663,-7.534793927513076,0.0103759765625,9.75275905228073,-0.022850114107131957,0.0,0.0,-0.9757182136178016,-6.888658514167487,0.0,0.243504448980093,0.31336269304156306,0.32666941315241693,0.00578861371614039,0.0,-26.880892718723857,3.3779782083179066,0.008557905640918762,-9.741986585062405,0.0,0.0,0.0,31,-0.061819550953805445,-6.496389193677487,0.000830078125,2700.0,-0.9982319101691246,0.45604864582419397,0.12374621126800775
-9.982683345743354,-10.122155692569757,825.0,-0.18265798166394234,0.4738399267196655,-6.635229240105777,-7.03867374689756,-26.81311344967322,3300.0,675.0,-0.8745327645767247,1.0279964888659332,3003971.0,-1.5435098699141236,-7.53678837676552,0.0177490234375,9.896405365367267,-0.023791295662522315,0.0,0.0,-0.9692354932427406,-6.634815140462868,0.0,0.24820676185190677,0.3142612636089325,0.37304888582803775,0.0067008527112193406,0.0,-26.999999996310326,3.213880304664046,0.010280804266221822,-9.875758294267985,0.0,0.0,0.0,32,-0.062161142751574514,-6.2212523703474245,0.00078125,2700.0,-0.9978552177548409,0.4610435962677002,0.15330677889287472
-9.842499588391707,-9.976218049316177,850.0,-0.18205921314656734,0.47286774814128874,-7.000464514741102,-5.833699403461722,-25.72144027909749,3400.0,675.0,-0.8745790290791774,1.3175462703918714,3095096.0,-1.5484939005342313,-7.4451535016473915,0.0122314453125,9.814490843880108,-0.020177894877269863,0.0,0.0,-0.969101893901825,-7.008559129324259,0.0,0.25123015120625497,0.3162649028003216,0.44455083863285977,0.0012324229901423678,0.0,-26.0546926136351,3.3379541697468937,0.01037087372969836,-9.805956236554737,0.0,0.0,0.0,33,-0.06342142764478922,-6.660575031910542,0.00048828125,2700.0,-0.9978355139493942,0.4664615891873837,0.15391597859561443
-9.910219994890923,-10.04754189053284,875.0,-0.18285055197775363,0.4749458633363247,-6.855405810725071,-6.438560262662561,-26.407008243522895,3500.0,675.0,-0.8805621748033445,1.1962716849831474,3185899.0,-1.544357558979391,-7.396716753205671,0.0139892578125,9.840673141310024,-0.01965369116514921,0.0,0.0,-0.9625044122338295,-6.85476371182064,0.0,0.25533624812960626,0.3170732922852039,0.4431650194272539,0.001501049249782227,0.005555555555555556,-26.872017026473685,3.3261589655195265,0.011290971119888128,-9.827385863960624,0.0,0.0,0.0,34,-0.06356285214424133,-6.376741716637704,0.0002685546875,2700.0,-0.9976343259215354,0.47430777102708815,0.18399979658424853
-10.083958132522932,-10.234802599950584,900.0,-0.18322622999548913,0.47592129185795784,-6.274254471813163,-7.467810372066249,-26.714387205557372,3600.0,675.0,-0.889917408832116,1.148101280562071,3277024.0,-1.5378180766732839,-7.4221130831086635,0.0096435546875,9.978980433004418,-0.01787657323293388,0.0,0.0,-0.9605152398347855,-6.27790907136188,0.0,0.2607115671038628,0.3198170430958271,0.5603843242504849,0.0022654334316030145,0.0,-26.768718768597335,3.1672578022087463,0.012974686012603343,-9.963098708559283,0.0,0.0,0.0,35,-0.06452338788658381,-5.731357397336212,0.000244140625,2700.0,-0.9972661837935448,0.48119313046336176,0.1930701918900013
-10.303429461392748,-10.452129637832156,925.0,-0.18347671814262867,0.4768359251320362,-6.892335747623133,-7.274553296516177,-26.93524962387853,3700.0,675.0,-0.8975601613536128,0.9735934453697899,3368071.0,-1.5369551350566326,-7.460768832443526,0.010107421875,10.195824102084764,-0.01816172725521028,0.0,0.0,-0.9539040446281433,-6.894376301337616,0.01,0.26484298035502435,0.3205519787967205,0.5865684570734788,0.0023698541335761547,0.0,-26.992719558338315,3.369423618224721,0.014047009032219648,-10.170112283199597,0.0,0.0,0.0,36,-0.06504816692322493,-6.370628593949156,0.0001708984375,2698.0,-0.997031708061695,0.4883238814771175,0.22321658134460448
-10.408450118815178,-10.554631589199394,950.0,-0.18087139762938023,0.4807883255183697,-6.473042033348963,-6.540823947332297,-26.9707135215753,3800.0,675.0,-0.9039273482616409,1.0669579571855619,3459196.0,-1.5307058190053795,-7.4574574364661474,0.008740234375,10.272151850717261,-0.018997859116643666,0.0,0.0,-0.9479397818446159,-6.473551057487107,0.0,0.26847378686070444,0.32320100963115694,0.6182197764923207,0.0014596358116250486,0.0,-26.998852899872,3.1884127609361324,0.01523056677542627,-10.252041227966279,0.0,0.0,0.0,37,-0.06596935465931893,-5.882596699197743,0.0001708984375,2700.0,-0.9967729181051255,0.4928546518087387,0.25041297599673273
-10.378246124728054,-10.503476805206166,975.0,-0.18044982179999353,0.4830846332013607,-6.496721320779576,-6.890824506680813,-25.134147163534784,3900.0,675.0,-0.912103063367249,1.0686655328068673,3550321.0,-1.522450712974387,-7.358071735811395,0.008349609375,10.286817298191195,-0.021249248553067444,0.0,0.0,-0.9460068613290786,-6.510280050826415,0.0,0.27318973243236544,0.3249249868094921,0.8757961388797586,0.0005400679394369945,0.0,-26.98877434930048,3.1976872120720126,0.01591877031605691,-10.26119202424925,0.0,0.0,0.0,38,-0.06637937780469656,-5.935349259685152,0.0,2700.0,-0.9966224327683448,0.49860174432396887,0.25922686830163
-10.30875756864349,-10.443478917681578,1000.0,-0.17705931700766087,0.48454868867993356,-6.885980431626258,-7.184463717185914,-26.676947366521517,4000.0,675.0,-0.9063284079427831,1.0928511886132337,3641446.0,-1.511537125948962,-7.481125656890424,0.0049560546875,10.159707072812076,-0.020733347907662392,0.0,0.0,-0.9499124526977539,-6.893096995174465,0.0,0.27863832712173464,0.32625064849853513,0.6018765602261054,0.0009258838326786645,0.0,-26.999933009712088,3.1584890994820682,0.014620568044483662,-10.1325141695682,0.0,0.0,0.0,39,-0.06651147566735745,-6.464028132418823,0.000146484375,2700.0,-0.9969062939286232,0.5041740626096726,0.24141781963407993
