test/success_rate,train_0/mu_loss,train_1/mu_loss,train_1/q_grads,test_1/n_subgoals,train_1/next_q,train_1/avg_q,train_0/mu_grads,train_0/reward_-0.0_frac,train_1/current_q,train_1/reward_-27.0_frac,train_0/reward,policy/steps,test/episodes,test_1/subgoal_succ_rate,train_0/q_grads,train/success_rate,train_0/target_q,train_0/next_q,train_0/reward_-1.0_frac,train_1/n_subgoals,train_1/q_loss,train_0/current_q,train_1/reward_-0.0_frac,train_1/reward_-1.0_frac,train_1/subgoal_succ_rate,epoch,train_0/q_loss,train_1/mu_grads_std,train_0/fw_bonus,train_0/avg_q,train_1/reward,train_1/target_q,test_0/avg_q,train_1/q_grads_std,train_0/fw_loss,train_0/mu_grads_std,train_1/fw_loss,train_1/mu_grads,train/episodes,train_0/q_grads_std,train_1/fw_bonus,test_1/avg_q
0.0,9.39580215452818,1.1000840556704398e-08,-0.022978573199361564,675.0,-1.1843505914886823e-27,-6.085525712220846e-08,-0.01122002126649022,0.0,-5.4418793858273845e-08,0.0,-0.6991715554438998,1002059.0,275.0,0.0,-0.005134256801102311,0.0,-9.591710694611844,-9.390864537959384,0.0238037109375,2700.0,18.558641141226758,-9.440424933900065,0.0,0.002392578125,0.0,10,0.12674016369198693,0.1908111937344074,-0.9988802224397659,-27.0,-2.085673884488642,-2.085673884488642,-27.0,0.2014773540198803,0.006368067802395671,0.30408563613891604,0.08012138903141022,-0.0453434182330966,1100.0,0.1767353855073452,-0.9879737511277199,-1.075907259964081e-08
0.0,9.30286253257521,2.0363017657114334e-08,-0.023033986520022153,675.0,-9.009098611489841e-27,-6.819533222112636e-08,-0.012927372683770954,0.0,-1.3425424759333742e-07,0.0,-0.6964548009855207,1093184.0,300.0,0.0,-0.004949891718570143,0.0,-9.503563265665077,-9.29984365936916,0.0310791015625,2700.0,18.2130691927377,-9.352377257975496,0.0,0.0021728515625,0.0,11,0.12013685684483524,0.1908244274556637,-0.9989398762583732,-27.0,-2.0637040130692186,-2.0637040130692186,-27.0,0.20143885351717472,0.006060952390544117,0.3137997694313526,0.07684823218733072,-0.04534441642463207,1200.0,0.18025812804698943,-0.9885896667838097,-3.167531978036415e-08
0.0,9.447880541134065,26.999999999995794,-0.02459326428361237,675.0,-27.0,-11.900722811692773,-0.013784432550892234,0.0,-26.9999972232413,0.0,-0.7018422585089865,1184309.0,325.0,0.0,-0.005711683433037251,0.0,-9.64831110662569,-9.442032283320236,0.0296142578125,2700.0,136.4775820359758,-9.494226424307547,0.0,0.00205078125,0.0,12,0.13431717774717583,0.19327805936336517,-0.9988505393266678,-27.0,-2.068756504839257,-21.60044839937052,-27.0,0.20505568124353885,0.006520904903300107,0.3243499554693699,0.0760827373713255,-0.04562567174434662,1300.0,0.1835501842200756,-0.9887336954474449,-26.999999999999268
0.0,9.521024669586026,26.999999999993086,-0.024732660967856646,675.0,-27.0,-26.999999704626777,-0.015083509171381593,0.0,-26.9999882667843,0.0,-0.7067310274091142,1275434.0,350.0,0.0,-0.006739507347811013,0.0,-9.728830709063091,-9.516168056155,0.0345458984375,2700.0,131.34345504747816,-9.575908334464822,0.0,0.0024658203125,0.0,13,0.16238594196620265,0.19327805936336517,-0.9987891986966133,-27.0,-2.0791916886606487,-21.79434647381691,-27.0,0.20522593855857849,0.006836641568224877,0.33355947956442833,0.07208014912903309,-0.04562567174434662,1400.0,0.18860965743660926,-0.9894868925213813,-26.999999999995875
0.0,9.604098353346425,2.3033058945778903e-25,-0.022404402494430542,675.0,-4.3226708897113695e-43,-14.824597045425328,-0.01531821524258703,0.0,-2.791995773941988e-11,0.0,-0.7113745971146272,1366559.0,375.0,0.0,-0.007496079534757882,0.0,-9.825096637186999,-9.599021888665359,0.041357421875,2700.0,18.04149474108615,-9.667992768002339,0.0,0.002685546875,0.0,14,0.15478332854859608,0.1957458108663559,-0.9987501621246337,-27.0,-2.0580943490051142,-2.0580943490051142,-27.0,0.21841195784509182,0.007037589675746858,0.34535627737641333,0.07095061019062995,-0.045855484902858734,1500.0,0.19274421222507954,-0.9896994277834892,-3.0838094030831983e-34
0.0,9.336395449672889,7.678177567585295e-26,-0.022399236029013992,675.0,-6.684641348536087e-47,-2.669543156794385e-13,-0.014582463190890849,0.0,-3.314638811480252e-11,0.0,-0.7086983585082635,1457684.0,400.0,0.0,-0.007441273494623602,0.0,-9.560124178688076,-9.331614611375745,0.0356201171875,2700.0,18.409336642019518,-9.407677280991706,0.0,0.0023681640625,0.0,15,0.14163811451824732,0.1957458108663559,-0.9987199574708938,-27.0,-2.0832954360041187,-2.0832954360041187,-27.0,0.21841387823224068,0.007193123165052384,0.35692035853862764,0.06881336756050586,-0.045855484902858734,1600.0,0.19651107899844647,-0.9901016056537628,-5.726473604369762e-49
0.0,9.36181352847834,9.156942041948824e-30,-0.022387610003352165,675.0,-2.3061434511436357e-43,-1.1755782266210866e-13,-0.014235681900754572,0.0,-3.739803836215027e-11,0.0,-0.7136811173048045,1548809.0,425.0,0.0,-0.007187802577391267,0.0,-9.59203988089897,-9.356209890656547,0.0315185546875,2700.0,18.308933453302664,-9.439007812574868,0.0,0.0029052734375,0.0,16,0.15891709339561416,0.1957458108663559,-0.9987001299858094,-26.999999999999996,-2.0789607753918973,-2.0789607753918973,-27.0,0.21841856501996518,0.007295233313925564,0.36890760213136675,0.06649038270115852,-0.045855484902858734,1700.0,0.20016003511846064,-0.9905387356877327,-4.043292687851307e-31
0.0,9.36748662865466,9.45476928827585e-30,-0.022367112198844553,675.0,-5.795662802845997e-47,-1.224527439094187e-13,-0.013817857159301639,0.0,-4.970459266125081e-11,0.0,-0.7139724620479683,1639934.0,450.0,0.0,-0.007705581234768033,0.0,-9.60409281068016,-9.363237329702244,0.0198486328125,2700.0,18.31838650838775,-9.450607941213281,0.0,0.002685546875,0.0,17,0.1565530867592988,0.1957458108663559,-0.9988189473748207,-26.999999999995428,-2.0791907960767277,-2.0791907960767277,-26.999999999999105,0.21842734925448895,0.006683511531446129,0.37908374443650245,0.06352663170546294,-0.045855484902858734,1800.0,0.20463272482156752,-0.9910964399576188,-4.6028578159199553e-32
0.0,9.493790812615037,3.830888739082881e-30,-0.02233573803678155,675.0,-2.053883013833894e-44,-9.079573410069747e-15,-0.01366515012923628,0.0,-7.16888823234329e-11,0.0,-0.7153055146911356,1731059.0,475.0,0.0,-0.007707444950938225,0.0,-9.731042978996204,-9.488811748355294,0.027099609375,2700.0,18.154373023216607,-9.575253474162514,0.0,0.0024169921875,0.0,18,0.15260341738206035,0.1957458108663559,-0.9988971561193466,-26.99999999991181,-2.0698400077388213,-2.0698400077388213,-27.0,0.218441966176033,0.006280848558526486,0.3876920573413372,0.06262058475986124,-0.045855484902858734,1900.0,0.2094496540725231,-0.991266930103302,-4.308697820160972e-50
0.0,9.488703799127089,1.6761577449853582e-29,-0.022297058580443264,675.0,-4.5974164934191326e-45,-8.348272184583468e-14,-0.012354230508208275,0.0,-5.0950605493898774e-11,0.0,-0.7141263714249362,1822184.0,500.0,0.0,-0.009444652474485338,0.0,-9.72040096966981,-9.483652861183055,0.012451171875,2700.0,18.366875065030676,-9.565848036193378,0.0,0.0020751953125,0.0,19,0.1435508761284893,0.1957458108663559,-0.9990046963095665,-27.0,-2.082520073095657,-2.082520073095657,-27.0,0.21846284717321396,0.005727244075387716,0.3933840669691563,0.05953907901421189,-0.045855484902858734,2000.0,0.21391402669250964,-0.9918467938899994,-3.0976113794796686e-31
0.0,9.587863685220045,5.783589876968784e-29,-0.02224387302994728,675.0,-3.007829626782134e-44,-2.1856754241154626e-14,-0.010434525669552386,0.0,-9.036530485344089e-11,0.0,-0.7176413107670669,1913309.0,525.0,0.0,-0.010333916964009404,0.0,-9.821107100028554,-9.586113132339815,0.0189697265625,2700.0,18.726271859721827,-9.667536277283,0.0,0.0023193359375,0.0,20,0.15943671421241876,0.1957458108663559,-0.9989544898271561,-27.0,-2.11109131382691,-2.11109131382691,-27.0,0.21849899515509605,0.005985679861623794,0.39869311451911926,0.05881823152303696,-0.045855484902858734,2100.0,0.21796236522495746,-0.9919824331998826,-3.244456933002581e-46
0.0,9.429324067614093,5.680444352992708e-28,-0.022142814192920923,675.0,-9.059253651927717e-40,-7.010552648145084e-13,-0.00966828097589314,0.0,-1.306178953874164e-10,0.0,-0.7178160028721322,2004434.0,550.0,0.0,-0.01137514179572463,0.0,-9.671144747615775,-9.424141892656298,0.0246826171875,2700.0,18.851966275785134,-9.519553299585928,0.0,0.00205078125,0.0,21,0.14989340533626105,0.1957458108663559,-0.9989132583141327,-27.0,-2.1213741681822285,-2.1213741681822285,-27.0,0.21858221665024757,0.006197997136041522,0.40463649556040765,0.06279204664751888,-0.045855484902858734,2200.0,0.222276172041893,-0.9912346690893173,-3.1195473990592864e-29
0.0,9.40617528504254,1.2448922297303718e-07,-0.0300122763030231,675.0,-5.340528852682541e-25,-9.449791704097779,-0.012401399970985948,0.0,-1.350079540178828e-06,0.0,-0.7176519933207601,2095559.0,575.0,0.0,-0.012060788553208112,0.0,-9.647022480595849,-9.400727012352437,0.0254638671875,2700.0,18.460449349592874,-9.493000308656649,0.0,0.0026123046875,0.0,22,0.15238165017938177,0.2010023444890976,-0.998829385638237,-27.0,-2.0956002750484912,-2.0956002750484912,-27.0,0.23181484490633011,0.006629817525390535,0.4113024860620499,0.06907124556601048,-0.048252102266997096,2300.0,0.2273146327584982,-0.990053091943264,-1.5635962643847338e-09
0.0,9.437052395074428,1.1283517881650034e-07,-0.03000035514123738,675.0,-2.5577648830864687e-24,-1.3765458703004707e-08,-0.014605289162136614,0.0,-1.2450596122049201e-06,0.0,-0.7186769964471751,2186684.0,600.0,0.0,-0.012647123425267637,0.0,-9.67840699150691,-9.429730795587455,0.022216796875,2700.0,18.42081025227435,-9.52529697902259,0.0,0.00224609375,0.0,23,0.15289596040783163,0.20100250840187073,-0.9988041892647743,-26.999999999999318,-2.092457056443527,-2.092457056443527,-27.0,0.2319245383143425,0.006759497604798525,0.4177329674363136,0.07276792638003826,-0.04825234040617943,2400.0,0.23212236762046815,-0.9893574550747871,-1.0555450561565227e-08
0.0,9.420058204221887,27.0,-0.025425853999331595,675.0,-27.0,-6.480000013666931,-0.014938236004672945,0.0,-26.999998914336732,0.0,-0.7201764039251429,2277809.0,625.0,0.0,-0.013644715235568584,0.0,-9.66043805097024,-9.412150985350204,0.035009765625,2700.0,115.87219373740943,-9.5075859229818,0.0,0.00205078125,0.0,24,0.15788251248698076,0.2026008665561676,-0.9987268283963203,-26.999999999999986,-2.115743338055472,-22.374180838055487,-27.0,0.23743853457272052,0.0071577436523512,0.4245610676705837,0.07645101696252823,-0.04905307665467262,2500.0,0.2372090697288513,-0.9886644184589386,-27.0
0.0,9.41206963684344,27.0,-0.025517994537949562,675.0,-27.0,-26.999999999997208,-0.0157804936170578,0.0,-26.99999499744729,0.0,-0.7191642347730521,2368934.0,650.0,0.0,-0.013903422094881535,0.0,-9.648543236789816,-9.404806960579739,0.0283447265625,2700.0,117.45961618214817,-9.494347624961282,0.0,0.0020263671875,0.0,25,0.15864400708132403,0.2026008665561676,-0.9987532794475555,-27.0,-2.0935454452221167,-22.32420511319088,-27.0,0.23746060766279697,0.007021612115204334,0.4301558069884777,0.07910443358123302,-0.04905307665467262,2600.0,0.2421512335538864,-0.988165108859539,-27.0
0.0,9.470499714664651,26.499151989263122,-0.02366908104158938,675.0,-27.0,-24.485855668328515,-0.014589123404584825,0.0,-22.99683766467199,0.0,-0.7208578710058646,2460059.0,675.0,0.0,-0.014162819669581949,0.0,-9.709159955873794,-9.463557891731043,0.0336181640625,2700.0,24.881443101232538,-9.558266988641368,0.0,0.00205078125,0.0,26,0.16041156657507902,0.21308454871177673,-0.9987469986081123,-27.0,-2.1363866455511014,-22.278544848676113,-27.0,0.2664378948509693,0.007053951488342136,0.43539226055145264,0.08240623567253351,-0.04650484612211585,2700.0,0.24698860123753547,-0.9875437945127488,-25.462390117064086
0.0,9.41598524437894,1.802550841644215,-0.02823009490966797,675.0,-27.0,-23.164762180359027,-0.014345312304794789,0.0,-22.85332501100433,0.0,-0.7207495266040496,2551184.0,700.0,0.0,-0.014944639638997614,0.0,-9.659228175768604,-9.409704170519467,0.01611328125,2700.0,17.869504637853925,-9.505257538213604,0.0,0.00224609375,0.0,27,0.1522582624010696,0.21662022173404694,-0.9987988501787186,-27.0,-2.1259027532592882,-22.385632245446804,-27.0,0.28388040214776994,0.006786937615834177,0.4400475449860096,0.08082862421870232,-0.05023064641281962,2800.0,0.2511605769395828,-0.987840661406517,-4.819995105833894
0.0,9.449590851861196,8.458182997396632,-0.03301021046936512,675.0,-27.0,-18.682327223586327,-0.014350637444294989,0.0,-23.10645910217847,0.0,-0.7215637510584202,2642309.0,725.0,0.0,-0.015226607793010771,0.0,-9.688195776273117,-9.443347397259988,0.0260986328125,2700.0,20.525061788860338,-9.537776984653146,0.0,0.0020751953125,0.0,28,0.1606023015112332,0.2204607404768467,-0.9987915724515914,-27.0,-2.103534553164354,-22.35163611566437,-27.0,0.30108615234494207,0.006824485200922936,0.44442003071308134,0.0815296195447445,-0.05000067017972469,2900.0,0.2562289983034134,-0.987708754837513,-18.475278678343596
0.0,9.483390978574572,2.6939637688793217,-0.0376873011700809,675.0,-27.0,-24.16836359714523,-0.015132516948506236,0.0,-22.599594264011067,0.0,-0.7220741289223952,2733434.0,750.0,0.0,-0.015804970078170298,0.0,-9.72778315374797,-9.47852407176443,0.0195068359375,2700.0,12.103920543058749,-9.572392758681307,0.0,0.00263671875,0.0,29,0.15443847176075334,0.22459404170513153,-0.9987625271081925,-27.0,-2.0758242090203565,-22.35622557620787,-27.0,0.31291658207774165,0.006974032276775688,0.44855599105358124,0.08477725237607955,-0.050471055787056684,3000.0,0.2595559872686863,-0.9870976343750953,-7.2924178140139135
0.0,9.323728018491034,5.066789445111129e-06,-0.0438313202932477,675.0,-3.1878320858026956e-29,-9.859693987928138,-0.014345572260208429,0.0,-0.0021837506823887878,0.0,-0.7196854525580421,2824559.0,775.0,0.0,-0.01667814967222512,0.0,-9.563053531765291,-9.317714252607525,0.0190185546875,2700.0,19.073073894698744,-9.413014164298929,0.0,0.002392578125,0.0,30,0.15109939102164044,0.22643311098217964,-0.9988191455602646,-27.0,-2.1342046949546782,-2.1342046949546782,-27.0,0.3198083773255348,0.006682479835581035,0.453209038823843,0.08405985236167908,-0.04992409432306886,3100.0,0.26263604164123533,-0.9872326269745827,-2.9669131735513525e-06
0.0,9.452137461790892,1.2170589033383849e-12,-0.04374614115804434,675.0,-5.3234500362010314e-142,-0.11523654756989914,-0.014180314680561423,0.0,-3.235861960844202e-06,0.0,-0.7203377974605246,2915684.0,800.0,0.0,-0.017250066716223957,0.0,-9.694903502640877,-9.447525562979877,0.0271240234375,2700.0,18.561454218861225,-9.540279419487566,0.0,0.002294921875,0.0,31,0.1414449009445758,0.22712643444538116,-0.9988543063402175,-27.0,-2.097598400594143,-2.097598400594143,-27.0,0.32060760259628296,0.006501480320002884,0.4588719345629215,0.08221590127795934,-0.049280133098363876,3200.0,0.26586795449256895,-0.9875796183943748,-5.162114499122319e-30
0.0,9.406876288796315,4.570554879034096e-13,-0.04374703615903854,675.0,-4.299194058238959e-149,-4.5024498323100724e-11,-0.015852628368884326,0.0,-1.341641840669291e-06,0.0,-0.7210887685017952,3006809.0,825.0,0.0,-0.017889806441962718,0.0,-9.654136342018779,-9.404196456286531,0.0114501953125,2700.0,19.124530053220116,-9.499913788039915,0.0,0.0020263671875,0.0,32,0.14955499982218023,0.22712643444538116,-0.9988425865769386,-27.0,-2.1327712253631033,-2.1327712253631033,-27.0,0.32060757279396057,0.006561867368873209,0.4648575909435749,0.0819100022315979,-0.049280133098363876,3300.0,0.2697943910956383,-0.9876371949911118,-1.3110960671174719e-17
0.0,9.394172322960515,5.700920965017519e-13,-0.04375153351575136,675.0,-1.4063538620009733e-148,-9.45414618959805e-11,-0.017974933283403514,0.0,-2.0973271852061603e-06,0.0,-0.717919051458739,3097934.0,850.0,0.0,-0.01893062419258058,0.0,-9.631277768856688,-9.38947108833733,0.033642578125,2700.0,18.76918462898694,-9.477665549884012,0.0,0.001904296875,0.0,33,0.1457720857173081,0.22712643444538116,-0.9988752171397209,-27.0,-2.108931217728241,-2.108931217728241,-27.0,0.32060649022459986,0.006393851921893656,0.4688362814486027,0.07944145034998655,-0.049280133098363876,3400.0,0.2732978783547878,-0.9881017044186592,-5.278386465039503e-17
0.0,9.491197723104124,2.6375634911475562e-12,-0.04378507984802127,675.0,-1.1016530972420704e-155,-1.5971247192162671e-09,-0.01870139194652438,0.0,-5.549456478722146e-06,0.0,-0.7166113216022495,3189059.0,875.0,0.0,-0.019984581880271433,0.0,-9.724875757453656,-9.48451412403829,0.011083984375,2700.0,18.778238616718426,-9.569661073900093,0.0,0.0021240234375,0.0,34,0.13986748448658315,0.22712643444538116,-0.9990185469388961,-27.0,-2.1084736489683564,-2.1084736489683564,-27.0,0.32060283049941063,0.005655963369645178,0.4728759855031967,0.07677965220063925,-0.049280133098363876,3500.0,0.2772467777132988,-0.988602590560913,-3.3337428274194275e-11
0.0,9.432657755305119,7.206851237024293,-0.04640438221395016,675.0,-27.0,-6.504081036920344,-0.01982413758523762,0.0,-22.612797240658146,0.0,-0.7149453440899378,3280184.0,900.0,0.0,-0.020203715097159146,0.0,-9.666817776768067,-9.429020081878328,0.007666015625,2700.0,19.36323989920739,-9.512501273574077,0.0,0.001806640625,0.0,35,0.1345651494246909,0.23871807120740413,-0.9990557372570038,-27.0,-2.121003524326807,-21.94145567276432,-27.0,0.3288259744644165,0.005464526673313231,0.4768465027213097,0.07620264291763305,-0.051815620716661216,3600.0,0.2811007134616375,-0.9887111470103264,-17.58690942135864
0.0,9.384707668853066,2.359458210828129e-08,-0.054263578914105895,675.0,-6.023350712336561e-103,-9.453225612388238,-0.02059806473553181,0.0,-7.315443914465867e-06,0.0,-0.7125924217252759,3371309.0,925.0,0.0,-0.02129565910436213,0.0,-9.611542299463075,-9.3810485994234,0.01142578125,2700.0,17.549755887137128,-9.459898532343622,0.0,0.0021484375,0.0,36,0.13665639906211807,0.24165308475494385,-0.9990373849868774,-27.0,-2.0265516057297646,-2.0265516057297646,-27.0,0.3342633232474327,0.00555896784644574,0.4801852934062481,0.08015993312001228,-0.05226440355181694,3700.0,0.28571673929691316,-0.9879664823412895,-1.388365048215128e-16
0.0,9.392199009961637,10.774452508957847,-0.053919894993305205,675.0,-27.0,-10.88295606086362,-0.02105268696323037,0.0,-22.73642408735038,0.0,-0.7149145350434992,3462434.0,950.0,0.0,-0.0222434688359499,0.0,-9.620068602254797,-9.388839797779658,0.0107177734375,2700.0,19.131850442369338,-9.46747210030757,0.0,0.002099609375,0.0,37,0.14191074526218386,0.24471839144825935,-0.9989940956234932,-27.0,-2.0966511888349486,-21.937775212272463,-27.0,0.33854737132787704,0.005781745514832437,0.4835257053375244,0.08346086908131838,-0.05261965915560722,3800.0,0.2898099921643734,-0.9873453542590142,-26.575903543012153
0.0,9.444201491524257,9.909415494072032,-0.05355301760137081,675.0,-27.0,-26.99114285796774,-0.021237309789285064,0.0,-22.85370345177667,0.0,-0.7156597503744706,3553559.0,975.0,0.0,-0.022952502174302936,0.0,-9.676719620580277,-9.439308256997178,0.008984375,2700.0,18.88911569169327,-9.521290976983162,0.0,0.0025390625,0.0,38,0.13262373368334934,0.24673416130244732,-0.9989952892065048,-27.0,-2.095777602308226,-22.06803883277699,-27.0,0.34487295597791673,0.005775707017164677,0.4865781456232071,0.08405303079634904,-0.053090987354516984,3900.0,0.2941837251186371,-0.987233915925026,-23.596530247118817
0.0,9.542047027357686,7.105891292342884e-17,-0.05398182114586234,675.0,0.0,-22.79837106192705,-0.021245513996109366,0.0,-1.5106702982841956e-09,0.0,-0.7171128613787005,3644684.0,1000.0,0.0,-0.023324742168188094,0.0,-9.777753134392938,-9.5381591537055,0.01083984375,2700.0,18.754835944006253,-9.621082550412003,0.0,0.0020751953125,0.0,39,0.1344234600587162,0.2504447102546692,-0.9989962384104729,-27.0,-2.1111533213275835,-2.1111533213275835,-27.0,0.35038262605667114,0.005770823266357183,0.4889573812484741,0.08877839352935553,-0.0534789115190506,4000.0,0.2975953623652458,-0.9863447278738022,-6.432206314473525e-23
