train_0/reward_-0.0_frac,train_1/target_q,train_0/target_q,train/episodes,train_1/next_q,train_0/reward_-1.0_frac,train_1/subgoal_succ_rate,test_0/avg_q,train_0/q_grads_std,train_0/mu_grads,train_1/q_loss,train_1/reward_-0.0_frac,train_1/mu_grads,train_1/reward_-27.0_frac,test_1/avg_q,train/success_rate,train_1/current_q,train_1/mu_grads_std,train_1/fw_loss,train_0/next_q,train_0/current_q,train_0/q_loss,policy/steps,test/success_rate,test_1/subgoal_succ_rate,train_0/fw_loss,epoch,train_1/reward,train_1/avg_q,train_1/q_grads_std,train_0/mu_loss,train_0/fw_bonus,train_0/reward,train_1/q_grads,train_0/mu_grads_std,train_1/n_subgoals,train_1/fw_bonus,train_0/avg_q,test_1/n_subgoals,train_1/mu_loss,train_0/q_grads,test/episodes,train_1/reward_-1.0_frac
0.0,-8.697616728098458,-8.395596119658805,100.0,-8.425637281056037,2.44140625e-05,0.0,-24.14507478898445,0.11870178747922182,-0.013035593111999333,1.7265525551777174,0.0,-0.02341611813753843,0.0,-11.506292468127048,0.0,-8.735278882544165,0.14182107336819172,0.06439923560246825,-8.110299891933703,-8.233130906699675,0.3851486594112884,91125.0,0.0,0.0,0.031844587391242386,0,-2.102699423068407,-8.123021893625026,0.1090306406840682,8.108912094806564,-0.993210457265377,-0.7222399904349004,0.012178802536800504,0.17278935723006725,2700.0,-0.9898226648569107,-7.164213573850961,675.0,7.0114208374525955,0.003614643536275253,25.0,0.0035888671875
0.0,-7.972496269616616,-6.02162104109766,200.0,-7.567246223657584,0.0009765625,0.001851851851851852,-26.258960421328492,0.13457384780049325,-0.017340553784742953,0.7900162290186545,0.0,-0.03540917346253991,0.0,-12.114488137373272,0.0,-7.999409519995865,0.1779649518430233,0.07393106892704963,-5.81670324276895,-5.9171301897773985,0.3678032586348864,182173.0,0.0,0.0,0.0168206688715145,1,-2.08435361013544,-13.169543472669252,0.1209089120849967,5.8257287540674465,-0.9964592322707176,-0.7199825447503827,0.005910036212299019,0.21066686660051345,2700.0,-0.9877501800656319,-17.258101992400682,675.0,6.141082982563479,0.0027073041070252656,50.0,0.001416015625
0.0,-8.892481157590904,-9.32849437777325,300.0,-8.636651811764674,0.0052490234375,0.0,-26.987546533288366,0.1478368304669857,-0.019093468179926278,1.4223097731194578,0.0,-0.045981279015541075,0.0,-13.450754265779432,0.0,-8.873694027711867,0.20403351448476315,0.0785094840452075,-9.10706315430323,-9.149262731935071,0.42723041196965494,273298.0,0.0,0.0,0.01233685719780624,2,-2.1052914199099177,-13.41226782549309,0.1390024222433567,9.101885820784153,-0.9974288195371628,-0.7203086444780638,-0.006624646915588528,0.22942412607371807,2700.0,-0.9867547124624252,-23.928810694021497,675.0,6.445564933590577,0.004469393054023385,75.0,0.0016357421875
0.0,-9.779276344289409,-7.679924996164068,400.0,-9.732016261035376,0.02080078125,0.0,-25.8506267386523,0.15902562402188777,-0.017302733892574907,2.7702359307254034,0.0,-0.049399508722126485,0.0,-12.969472209440031,0.0,-9.828811547498432,0.22791586704552175,0.08532174695283175,-7.441017393413508,-7.556109802524579,0.36292167920341095,364423.0,0.0,0.0,0.011053098086267709,3,-2.09775151409267,-13.641199766879563,0.1565469790250063,7.448867750465448,-0.997706413269043,-0.7184454917201947,-0.015503701753914356,0.25085852667689323,2700.0,-0.9852735444903373,-24.62929424343264,675.0,7.383179398855901,0.004263878485653549,100.0,0.001708984375
0.0,-7.871097205221811,-6.890269956184286,500.0,-7.325337823131875,0.02451171875,0.0077777777777777776,-26.999839169917134,0.16637465544044971,-0.017112523131072522,1.227201822157106,0.0,-0.0474307251162827,0.0,-13.192853928004357,0.0,-7.869852734775016,0.24017228409647942,0.09324824623763561,-6.563977141480423,-6.612015167534702,0.5233961871058168,455036.0,0.0,0.0,0.010387541982345283,4,-2.106631005639065,-13.375541857192536,0.16853295192122458,6.628850388286267,-0.9978503242135048,-0.715661006479786,-0.025954277301207185,0.2699414402246475,2700.0,-0.9835501000285148,-25.695132420271847,675.0,6.236593983248184,0.004080941097345203,125.0,0.001318359375
0.0,-7.597764965961517,-9.378339986496758,600.0,-7.068945115590192,0.03857421875,0.00037037037037037035,-26.999999998388358,0.17396471947431563,-0.01650650557130575,0.36383979476227285,0.0,-0.04484526626765728,0.0,-13.78819173516064,0.0,-7.604175423295854,0.2592265710234642,0.09668778777122497,-9.169116368232169,-9.193079729730057,0.2427225387139722,546145.0,0.0,0.0,0.009619417507201434,5,-2.0795969235194205,-13.710835358868415,0.1837259579449892,9.157696296740589,-0.9980164304375648,-0.7133392711621127,-0.027266420284286143,0.28172875121235846,2700.0,-0.9828022435307503,-26.47984816387296,675.0,6.07303711679787,0.007254147436469793,150.0,0.001513671875
0.0,-11.156701544463555,-9.341262641655488,700.0,-11.20777267302348,0.052783203125,0.008518518518518519,-26.985003660524775,0.17745518870651722,-0.013222882593981921,6.514746758017644,0.0,-0.04713285882025957,0.0,-12.946088979367916,0.0,-11.055342380111009,0.2725668095052242,0.0960906632244587,-9.171148308733976,-9.20541618201464,0.20635837772194385,636839.0,0.0,0.0,0.009295942261815071,6,-2.079320042485051,-13.920217617905305,0.19182783290743827,9.172690113638593,-0.9980863854289055,-0.7128371361177415,-0.04013184728100896,0.2953219644725323,2700.0,-0.9829320758581161,-26.05164002914205,675.0,6.955370518797333,0.007499764545354992,175.0,0.0013427734375
0.0,-9.299413710866824,-9.49400991131138,800.0,-9.10425502754487,0.0426025390625,0.01037037037037037,-26.999999999999357,0.18167137242853643,-0.009517875965684652,0.8292508543800267,0.0,-0.04745877385139465,0.0,-13.98868933652968,0.0,-9.311410468827168,0.2759043976664543,0.09468716476112604,-9.299382035342964,-9.334380248176066,0.21810341973299302,727380.0,0.0,0.0,0.009577458584681153,7,-2.065886197182408,-13.972325589409927,0.20390369817614556,9.305106954673587,-0.9980255097150803,-0.7140029875830806,-0.043795618787407876,0.3106355361640453,2700.0,-0.9832372173666954,-26.366483288889206,675.0,6.386751937943676,0.008694475167430937,200.0,0.0016357421875
0.0,-8.882957120993964,-9.615381625883881,900.0,-8.315964905444925,0.04609375,0.004074074074074074,-26.99112817965382,0.1854338377714157,-0.01002751726191491,1.6729735923201576,0.0,-0.047731944173574445,0.0,-11.534327001575493,0.0,-8.866258307740083,0.2798458352684975,0.09528907518833876,-9.484461545189442,-9.492665784965952,0.4635673021455708,818324.0,0.0,0.0,0.009608703362755478,8,-2.0886601158395934,-13.93071318333794,0.21014125049114227,9.49207031436753,-0.9980187505483628,-0.7163921874300285,-0.04908171333372593,0.3233814790844917,2700.0,-0.9831063687801361,-26.538482677269204,675.0,5.471673473001447,0.008201313391327857,225.0,0.0017333984375
0.0,-9.286886110964328,-9.589523692450895,1000.0,-8.845672207507283,0.0484619140625,0.005185185185185185,-26.944735563489537,0.18987097814679146,-0.010231189639307558,1.5919414216952146,0.0,-0.050767840910702945,0.0,-13.941723539934362,0.0,-9.273974382201526,0.2844970218837261,0.0949074300006032,-9.379090157521661,-9.41201610449404,0.2247693611972963,909153.0,0.0,0.0,0.009545097872614861,9,-2.120525336126593,-13.54403287506421,0.2180498618632555,9.381120057387932,-0.9980325043201447,-0.7149098064721329,-0.05071382196620107,0.33270488753914834,2700.0,-0.9831893503665924,-26.763319270993,675.0,6.1775609615824765,0.008479502866975963,250.0,0.0011474609375
