train_1/q_loss,train_1/fw_loss,test/success_rate,train_1/q_grads_std,train_0/current_q,train_0/q_loss,train_0/q_grads,train/episodes,train_1/mu_grads,train_1/subgoal_succ_rate,train_0/mu_grads_std,train_1/fw_bonus,train_1/current_q,test/episodes,train_1/reward_-0.0_frac,train_0/q_grads_std,train_0/mu_loss,train_1/target_q,train_1/next_q,train/success_rate,train_0/fw_loss,test_1/subgoal_succ_rate,train_1/reward,train_1/mu_loss,train_1/avg_q,test_1/avg_q,test_0/avg_q,train_0/mu_grads,train_0/next_q,policy/steps,train_0/reward,test_1/n_subgoals,train_0/reward_-1.0_frac,train_0/avg_q,train_1/reward_-1.0_frac,train_0/fw_bonus,train_1/q_grads,train_1/mu_grads_std,epoch,train_0/reward_-0.0_frac,train_0/target_q,train_1/n_subgoals,train_1/reward_-27.0_frac
35.62632096272327,0.0015629212401108816,0.0,0.24257974624633788,-1.9902379669795682,0.45177155889653486,0.03262011557817459,100.0,0.022039140481501816,0.06481481481481481,0.14262251406908036,-0.9987858384847641,-17.810037541948827,15.0,0.0,0.15488393008708953,1.8985944821243586,-17.544272240109013,-20.99345997978878,0.0,0.00023605341957591008,0.0,-2.5441178463290273,21.0968870373711,-15.265787694853698,-19.655352952552658,-0.5613615855312416,-0.006651334883645177,-1.910240047422699,80215.0,-0.6211917924494628,405.0,0.0048095703125,-3.348491194801294,0.00380859375,-0.9990493938326835,0.028705580299720167,0.08608988597989083,0,0.0,-2.359196396456672,2700.0,0.0
19.062798366759985,0.0016054770501796156,0.0,0.3258153319358826,-5.1403431790230325,1.4554227176861818,0.035318680480122565,200.0,0.022055068984627724,0.04770848985725019,0.1757603246718645,-0.9986417323350907,-20.168723129762537,30.0,0.0,0.1813174717128277,5.148325982503829,-20.03106310988995,-23.409131137306115,0.04,0.0003183829729096033,0.0,-2.5348533058062457,23.464865885703933,-22.644481992909814,-22.890993244999965,-16.07491508590626,-0.011953719588927925,-5.022468875828993,160774.0,-0.6535346242359082,405.0,0.00087890625,-4.657247057551306,0.0036865234375,-0.9987088039517402,0.023675062227994204,0.08611967414617538,1,0.0,-4.875833462409546,2662.0,0.0
14.457048122565457,0.0018108262011082843,0.0,0.36490887999534605,-5.169369985576586,0.46967208203592303,0.034431779943406585,300.0,0.022052393993362784,0.1580867450344548,0.20719044990837573,-0.9979463696479798,-18.451701154928227,45.0,0.0,0.18665999174118042,4.94927768705597,-18.29362195411111,-20.738329375974672,0.19,0.0003655060732853599,0.9869067103109657,-2.5244804903912152,20.796394122477395,-23.2381987501161,-24.22055894365784,-1.646618327148703,-0.013025771803222596,-4.880723440352702,230555.0,-0.6693977539263869,6721.0,0.000830078125,-10.402049686933028,0.0050048828125,-0.9985138639807701,0.018809070251882075,0.08611663058400154,2,0.0,-5.058839652612429,2467.0,0.0
11.906092002635052,0.0018551190820289775,0.0,0.386358293145895,-5.4639152921173055,0.7435070349534334,0.03419551234692335,400.0,0.02191290557384491,0.30775075987841943,0.23121956661343573,-0.9977963969111443,-19.162606084946823,60.0,0.0,0.19194345325231552,5.426417248108584,-19.0210426787825,-21.485238925072895,0.06,0.00037081052432768046,0.9952345652864556,-2.429392942800405,21.562335773767742,-23.198491628668283,-24.51894635830724,-3.615822854061822,-0.021769881946966052,-5.253443265879744,296825.0,-0.6797560374328896,9443.0,0.002734375,-8.505543767740303,0.0052734375,-0.9984919160604477,0.014810088509693741,0.08592421170324087,3,0.0,-5.3844604359446295,2632.0,0.0
18.922903952157053,0.0018804516148520634,0.0,0.39284192845225335,-3.2123840198052407,0.6600757997653168,0.03297347705811262,500.0,0.0012004195566987618,0.3367741935483871,0.26606459468603133,-0.9977106004953384,-11.086311781971306,75.0,0.0,0.19982334412634373,3.1239968274703678,-11.15938043037005,-11.240839086817811,0.25,0.00038916406119824385,0.0,-2.356825111438593,11.180025005403493,-16.989288737256423,-2.20013434287713,-0.5749295075588113,-0.035018949303776026,-3.039731940903183,354917.0,-0.688141596837886,405.0,0.0013916015625,-11.03350330471388,0.0051025390625,-0.9984159991145134,0.01186639848165214,0.15388631597161292,4,0.0,-3.3800693139300435,2325.0,0.0
13.959826064804588,0.001785668946104124,0.0,0.4064751848578453,-5.114118434922022,0.7831015656572762,0.031910148449242115,600.0,0.002156861464027315,0.14508580343213728,0.2932723768055439,-0.9980315759778022,-12.961562515888644,90.0,0.0,0.2090559933334589,5.048532241696124,-12.966061939049998,-13.585344764701158,0.56,0.00038946880085859447,0.7050298380221653,-2.3338706827373246,13.472479169007704,-8.697631160134657,-4.2131699772044895,-1.4044372526465874,-0.03949936917051673,-4.93049631075924,412253.0,-0.6938541723775415,1173.0,0.0011474609375,-8.074890640314372,0.0054443359375,-0.9984147340059281,0.00973489263560623,0.17787936329841614,5,0.0,-5.069934606583459,1923.0,0.0
12.516376737199872,0.0020862909354036675,0.0,0.41971272602677345,-5.140430111957196,0.5899888018736474,0.024688069801777603,700.0,0.0031716063269414006,0.14454416627302788,0.3194900445640087,-0.9970135897397995,-12.967568121855493,105.0,0.0,0.21986103877425195,4.923290891697651,-13.015649877057246,-13.162430395549373,0.43,0.0004059194267028943,0.0,-2.3357219016692397,13.119641099717976,-10.658570910220698,-9.59073925806753,-1.0325681013637298,-0.04664458222687244,-4.814186563401788,474391.0,-0.7114885260452866,405.0,0.001318359375,-9.031484875630017,0.00498046875,-0.9983466818928719,0.005375181802082807,0.20756248719990253,6,0.0,-5.03344894022093,2117.0,0.0
13.038477353031453,0.0023494015447795393,0.13333333333333333,0.4319709241390228,-5.636458440174546,0.6335748564741251,0.023557812627404928,800.0,0.0025892964680679143,0.023371647509578545,0.33324733227491377,-0.996122607588768,-13.282943403795457,120.0,0.0,0.22653050534427166,5.459497202064772,-13.332071689346611,-13.399443494802549,0.06,0.0003778219535888638,0.002531645569620253,-2.3141307541744025,13.285069715915835,-12.311481707582168,-6.9755118112872765,-1.721651549747174,-0.052343246154487134,-5.301076486415671,554459.0,-0.7292055732632434,395.0,0.002734375,-5.875983622479616,0.0056640625,-0.9984629184007645,-0.002133188670268282,0.22936543114483357,7,0.0,-5.54709705171023,2610.0,0.0
8.704189079733698,0.0021731214335886763,0.0,0.44508726224303247,-4.838940531903061,0.5208321431732834,0.025295689469203353,900.0,0.007424007961526513,0.1205115592720118,0.3498483061790466,-0.9967195659875869,-7.621857241658342,135.0,0.0,0.23573194853961468,4.623224392803534,-7.822335668636724,-6.935543281716309,0.47,0.00037379158311523497,0.7288888888888889,-2.3837135811347254,6.953115477482103,-13.189080352732741,-10.860249250954956,-1.0132233159960302,-0.0560053669847548,-4.483603368661648,615565.0,-0.731992944538797,1350.0,0.0050048828125,-9.215159789801886,0.0053466796875,-0.9984795898199081,-0.010375620564445853,0.25139090269804,8,0.0,-4.866001250010358,2033.0,0.0
15.072062111900445,0.002108772029168904,0.0,0.45470637157559396,-4.962773286925602,0.584357065678818,0.025743654230609536,1000.0,0.005583819502498954,0.14651061985262245,0.36374539211392404,-0.9969374507665634,-13.34603810819559,150.0,0.0,0.24268451221287252,4.751652860664763,-13.522078865141015,-13.489821423663168,0.34,0.0003434653386648279,0.0,-2.3610629781403984,13.543805943687005,-13.837290827560519,-9.026418459625548,-0.7821555798390744,-0.06220429418608546,-4.616235776909878,682517.0,-0.7350638592979521,405.0,0.0127197265625,-7.708308242445853,0.0061767578125,-0.9986050516366959,-0.014700197987258435,0.2788725525140762,9,0.0,-4.9263313158332425,2307.0,0.0
