train_0/q_loss,test_1/avg_q,train_1/next_q,train_1/mu_grads_std,train_1/reward_-0.0_frac,train_1/current_q,train_1/avg_q,train_0/q_grads_std,train_0/reward_-0.0_frac,train_0/reward,train_0/mu_grads,train_1/fw_loss,policy/steps,train_1/n_subgoals,train_0/current_q,train_1/reward,train_0/reward_-1.0_frac,train_1/fw_bonus,train_0/next_q,train_1/reward_-1.0_frac,test_0/avg_q,train_1/q_loss,test_1/subgoal_succ_rate,train_1/mu_loss,train/success_rate,train_1/target_q,test/success_rate,test_1/n_subgoals,train_1/subgoal_succ_rate,epoch,train_0/q_grads,train_0/mu_grads_std,test/episodes,train_0/fw_bonus,train_0/target_q,train_1/q_grads,train_1/q_grads_std,train/episodes,train_0/fw_loss,train_1/mu_grads,train_0/mu_loss,train_1/reward_-27.0_frac,train_0/avg_q
0.5840359392232786,-23.24435156454898,-19.336854850732557,0.08567300904542208,0.0,-16.687199139092527,-12.998934473421068,0.16014103218913078,0.0,-0.6316074118374673,-0.009634867683053017,0.001493729540379718,87410.0,2693.0,-4.40830764560457,-2.580153321029866,0.0031982421875,-0.9965898498892785,-4.237785868478276,0.0083740234375,-2.6095696642108406,33.31233742662232,0.1118421052631579,19.445929909887866,0.02,-16.608386275309424,0.0,760.0,0.06424062383958411,0,0.022606802638620138,0.1609560340642929,25.0,-0.9988905861973763,-4.292760183177353,0.03475518748164177,0.21979712955653669,100.0,0.0002645187207235722,0.02315344549715519,4.253335574799206,0.0,-2.082502559049464
0.7592421113537665,-21.10223116917638,-22.890636851171145,0.08594654630869628,0.0,-20.03970341490363,-21.7853975432931,0.18033842854201793,0.0,-0.6599142154118454,-0.014662552787922323,0.0018133674224372954,170468.0,2631.0,-2.5584928837220318,-2.5295989592767,0.000439453125,-0.9954221978783607,-2.386920564846362,0.0099853515625,-0.4184369532884558,19.55753372930635,0.0,22.91291353185084,0.05,-20.01015733205636,0.0,675.0,0.12276700874192323,1,0.015667193406261503,0.19874024540185928,50.0,-0.9985191702842713,-2.6525966786270745,0.036275957245379686,0.3186645656824112,200.0,0.00035106130453641524,0.023379935743287207,2.401210903605862,0.0,-4.901575849030056
0.5928914823914431,-21.780590932114947,-22.092963297439336,0.08595093507319689,0.0,-19.524554075336813,-21.65957806360159,0.19535115100443362,0.0,-0.6738619585517881,-0.019320433121174575,0.0018619317270349711,249247.0,2559.0,-4.044113597208074,-2.4597548029316387,0.001123046875,-0.9952448010444641,-3.8171070522512993,0.010498046875,-2.7020016302234153,11.96143123375234,0.0791268758526603,22.10830799695093,0.12,-19.503093044924086,0.0,733.0,0.170379054318093,2,0.01368282234761864,0.22434405907988547,75.0,-0.9984263360500336,-4.008952247850667,0.03439523568376899,0.3564204253256321,300.0,0.0003726880626345519,0.023383719753473996,3.887531230693191,0.0,-4.623806614580094
8.528370222770027,-20.289208376346288,-22.535771457742594,0.08595131356269121,0.0,-19.391314146672016,-21.561858223786345,0.23017630875110626,0.0,-0.6759521375421172,-0.011037676455453038,0.0017797539097955451,335305.0,2620.0,-14.445625359352722,-2.490170427654084,0.00283203125,-0.9955449968576431,-16.39215851487338,0.010546875,-26.999999999061657,10.56623260431716,0.0,22.533510448775093,0.07,-19.35989220796774,0.0,675.0,0.0583969465648855,3,0.01921332096680999,0.253000458329916,100.0,-0.9985839337110519,-14.467296673910102,0.0341548478230834,0.37814152166247367,400.0,0.0003359682857990265,0.023384020570665597,16.609684239731774,0.0,-9.59562460762794
0.5739977784777384,-21.92108141202362,-22.96341395899964,0.08595215491950511,0.0,-18.78819657948238,-21.473718346408795,0.2343999519944191,0.0,-0.6592507604975253,-0.01680912636220455,0.0017058461991837249,425052.0,2700.0,-7.58273795819093e-06,-2.483975718961665,0.0008056640625,-0.9958149790763855,-4.966110947945962e-06,0.010546875,-2.4139840373311782e-11,12.56237270705147,0.09879839786381843,22.94391766206501,0.0,-18.83455130038825,0.0,749.0,0.022962962962962963,4,0.018632409768179058,0.2646693289279938,125.0,-0.9987950250506401,-0.6592556272831341,0.03222836665809155,0.3960905224084854,500.0,0.00028678257658611985,0.023384769447147846,4.036552967459374e-06,0.0,-18.52382621521538
0.5672230068194704,-22.01849058223322,-23.283244697750515,0.08594898767769336,0.0,-18.672380064022267,-21.406981521169495,0.23439640924334526,0.0,-0.6538230158777878,-0.01680912636220455,0.0017704800091451034,512526.0,2700.0,-2.4118323114480554e-07,-2.448797062344602,0.0033447265625,-0.9955788865685463,-1.1043235380621836e-07,0.0109619140625,-3.761208828783023e-11,9.92101804180298,0.07280219780219781,23.2953780156832,0.0,-18.788379072742195,0.0,728.0,0.06222222222222222,5,0.018640683451667427,0.2646693289279938,150.0,-0.9989102140069008,-0.6538231240962377,0.030688156746327876,0.40739592984318734,600.0,0.00025994196148531045,0.023380897659808397,1.0422203550409018e-07,0.0,-3.216582753752559e-11
0.565419083508895,-22.176194401753285,-23.407076009589588,0.08594843745231628,0.0,-18.137409717175558,-21.39008146802145,0.23442638888955117,0.0,-0.6523692907168879,-0.01680912636220455,0.0016936077357968316,599867.0,2700.0,-1.480855901924071e-07,-2.4729273234272116,0.00498046875,-0.9958596915006638,-1.8112354189128022e-08,0.00859375,-6.374466497380443e-11,9.425524076565072,0.07660738714090287,23.422775824003764,0.0,-18.248947653078396,0.0,731.0,0.06555555555555556,6,0.01864006952382624,0.2646693289279938,175.0,-0.9991011783480644,-0.6523693084611029,0.029956719977781175,0.41603686287999153,700.0,0.00021544737028307283,0.023380154743790627,1.983971141238617e-08,0.0,-2.989388673526952e-11
0.5503975139893634,-20.698765104240856,-24.128218891045343,0.08594843745231628,0.0,-18.053302551547546,-21.2761868562267,0.2344164326786995,0.0,-0.6403399176688254,-0.01680912636220455,0.0015970671840477735,687092.0,2700.0,-1.7536558893184005e-08,-2.4789297967774475,0.010009765625,-0.9962123617529869,-6.598772610067443e-09,0.0088134765625,-4.347183466952558e-11,10.43957876500733,0.08906882591093117,24.13130042483319,0.0,-18.1943921930293,0.0,741.0,0.06444444444444444,7,0.01863813498057425,0.2646693289279938,200.0,-0.9993235394358635,-0.6403399241278188,0.02666654996573925,0.4189930781722069,800.0,0.00016363826107408387,0.023380154743790627,4.650820065340221e-09,0.0,-2.244286974093232e-11
0.533036304386935,-20.696318798120668,-24.342134756309374,0.08594843745231628,0.0,-17.817841380312036,-20.70255184417985,0.23434500396251678,0.0,-0.6264362152614922,-0.01680912636220455,0.0013804929243633524,773809.0,2700.0,-4.443137561479953e-13,-2.4904435048894813,0.0350830078125,-0.9970035061240197,-5.378620969340748e-13,0.009228515625,-1.8111732915937727e-12,9.54950631610911,0.0778688524590164,24.336330284059493,0.0,-17.995903207504284,0.0,732.0,0.07481481481481482,8,0.018667686730623245,0.2646693289279938,225.0,-0.9995925024151802,-0.6264362152618324,0.02450341284275055,0.42393445745110514,900.0,0.00010096461974171689,0.023380154743790627,5.362392097160296e-13,0.0,-1.4484196794043137e-11
0.5527421551179218,-20.97395936602128,-24.207735792494123,0.08594843745231628,0.0,-18.239288846162072,-20.921897038614325,0.23434500396251678,0.0,-0.6422010651112942,-0.01680912636220455,0.0012442479288438334,860936.0,2700.0,-5.571357028875221e-13,-2.5399148535154383,0.037353515625,-0.9975012198090554,-6.684814698974909e-13,0.00947265625,-1.1175541031532959e-12,9.532332702067801,0.08536585365853659,24.224329215754512,0.0,-18.426045575538236,0.0,738.0,0.0674074074074074,9,0.018667686730623245,0.2646693289279938,250.0,-0.9995903983712197,-0.6422010651117187,0.024535702960565686,0.4352221354842186,1000.0,0.0001014594237858546,0.023380154743790627,6.676092249639025e-13,0.0,-9.624763064393582e-13
