train_0/target_q,train_1/q_grads,train_1/q_grads_std,test/success_rate,train_0/q_loss,train_1/reward_-27.0_frac,train/episodes,train_1/mu_grads,train_1/mu_grads_std,train_0/reward,test_0/avg_q,train_1/n_subgoals,train_0/fw_bonus,train_1/fw_loss,test_1/avg_q,train_0/mu_grads_std,train/success_rate,train_0/q_grads,train_1/avg_q,train_0/avg_q,test_1/n_subgoals,train_1/fw_bonus,train_1/reward_-0.0_frac,train_0/q_grads_std,train_0/reward_-0.0_frac,train_0/fw_loss,train_1/target_q,train_0/mu_loss,epoch,train_1/current_q,train_0/mu_grads,train_1/subgoal_succ_rate,train_0/next_q,policy/steps,train_0/current_q,train_1/q_loss,train_1/mu_loss,train_0/reward_-1.0_frac,train_1/next_q,test/episodes,train_1/reward_-1.0_frac,test_1/subgoal_succ_rate,train_1/reward
-11.45574132360943,0.0010321751702576875,0.237431475892663,0.08,0.7101827955809105,0.0,1100.0,-0.0746001409366727,0.33261237293481827,-0.9385404315384221,-3.7459619729082245,2670.0,-0.999151174724102,0.04201366016641259,-3.674175440789949,0.43982224315404894,0.02,0.01639818982221186,-10.775951164910047,-20.42436915769521,3974.0,-0.986304521560669,0.0,0.30837035849690436,0.0,0.010831412835977971,-5.357854312612888,11.121221668902677,10,-5.358498728781344,-0.12752138115465642,0.09250936329588015,-10.956816355149959,976275.0,-11.380555170919715,1.2655976231730273,3.8378317664634722,0.050537109375,-3.8436320742646046,275.0,0.0,0.9443885254151988,-2.010205482126912
-11.231680810205418,-0.0014507602521916852,0.24672774821519852,0.04,0.7712007076647096,0.0,1200.0,-0.07586819361895322,0.33923429697752,-0.9386298745215754,-4.6940429097231,2687.0,-0.9991103366017342,0.047357865050435065,-3.9484860049012633,0.4484578840434551,0.02,0.017099113669246435,-10.761418993799344,-19.679935497143788,678.0,-0.9845609501004219,0.0,0.31668351516127585,0.0,0.011352276394609362,-5.352010406571,10.890712700244901,11,-5.354677526861754,-0.1294444479048252,0.08299218459248232,-10.734452195536159,1064266.0,-11.163441790063048,1.2827084359754213,3.838012740693082,0.0515625,-3.8501494344632015,300.0,9.765625e-05,0.045722713864306784,-2.028706257695012
-11.665382520505267,-0.004208948800805956,0.2573375657200813,0.0,0.8563874276376893,0.0,1300.0,-0.07917717974632979,0.34526804387569426,-0.9404918430998805,-5.098112829975668,2700.0,-0.9992209896445274,0.04703184962272644,-4.096316991989476,0.45816308408975603,0.0,0.023614373151212932,-11.012503872107136,-19.87181069683521,2231.0,-0.9846673265099526,0.0,0.32966042682528496,0.0,0.009941023867577314,-5.111015556125496,11.331760687727174,12,-5.111511835185015,-0.13226624503731726,0.03518518518518519,-11.167150428719111,1154593.0,-11.587349226469065,1.2209862482151335,3.571163472077944,0.047607421875,-3.589326396520531,325.0,2.44140625e-05,0.8054683998207082,-2.0312496730963177
-11.855244927407307,-0.006106482911854982,0.2643029384315014,0.0,0.7629160310096346,0.0,1400.0,-0.08286732975393533,0.35573027580976485,-0.9416972500323026,-5.797681798002375,2700.0,-0.9989218428730965,0.046671382151544094,-4.653831445649591,0.4731613636016846,0.01,0.026242094160988928,-11.02572765688167,-19.817069639380662,3830.0,-0.9847849100828171,0.0,0.33771072924137113,0.0,0.013756199763156474,-5.5989643938118805,11.517904675325848,13,-5.60032680805469,-0.13688885793089867,0.06074074074074074,-11.351616366683905,1244207.0,-11.78552060641535,1.1683106670452947,4.116295200932282,0.0560546875,-4.1279063703972465,350.0,2.44140625e-05,0.8900783289817232,-2.0499974395686875
-11.676173836818844,-0.008854094869457185,0.2729059711098671,0.08,0.7283857569933276,0.0,1500.0,-0.08656255472451449,0.36332352459430695,-0.9430819005683588,-8.101897026947764,2689.0,-0.9991276726126671,0.051660071779042485,-4.1715412398455936,0.4818753734230995,0.01,0.0276735614053905,-10.893044407197005,-19.75263804611733,822.0,-0.9831573307514191,0.0,0.34760700091719626,0.0,0.01113121957750991,-5.575132243124952,11.337777656340487,14,-5.576483823267152,-0.1429805126041174,0.06731126812941614,-11.160429206578625,1332063.0,-11.610095024824156,1.2653846981021188,4.083643976747486,0.060986328125,-4.096186570980384,375.0,0.0,0.2846715328467153,-2.0804946858217592
-11.690784772514963,-0.011277648084796966,0.28354732468724253,0.0,0.7246997448741214,0.0,1600.0,-0.08804497607052326,0.3657832831144333,-0.9453392235162028,-5.475666379413901,2700.0,-0.9991745427250862,0.04784261370077729,-4.528217903648484,0.4897857494652271,0.0,0.02818332794122398,-11.134399929205392,-19.978220573494514,1746.0,-0.9844027996063233,0.0,0.3551716677844524,0.0,0.010533427668269724,-5.215694425207163,11.327015539518275,15,-5.215344147138998,-0.14534087292850018,0.04185185185185185,-11.168568838492448,1422171.0,-11.623636101943799,1.332393383622353,3.6449532081155582,0.0513916015625,-3.645966344646891,400.0,0.0,0.7651775486827033,-2.0842668300043443
-11.938892997126837,-0.0145357753848657,0.2961041107773781,0.0,0.786740088819865,0.0,1700.0,-0.08977309875190258,0.3697244435548782,-0.9468516177134007,-4.768837045704568,2700.0,-0.9991475731134415,0.05166451120749116,-3.877135584778089,0.500941950082779,0.0,0.03056151163764298,-11.043570705259246,-19.87289064644082,7207.0,-0.9831558987498283,0.0,0.36200084537267685,0.0,0.010877378145232796,-4.871123121184456,11.588498256265789,16,-4.8703826196224025,-0.14493432641029358,0.07296296296296297,-11.423422884319375,1511515.0,-11.874619676471264,1.2470428767646307,3.3184938718924597,0.068701171875,-3.3278344824792727,425.0,0.0,0.9754405439156376,-2.0305794113941373
-11.74407134777967,-0.018775379052385688,0.3105086453258991,0.12,0.774478015968889,0.0,1800.0,-0.09160526823252439,0.3706711508333683,-0.9427724348206539,-2.6491770217407824,2651.0,-0.9990458503365517,0.04096073331311345,-2.3383336803895505,0.5126362904906273,0.02,0.03113524876534939,-10.52353599904421,-19.479141627498397,9774.0,-0.9866480350494384,0.0,0.36744104847311976,0.0,0.012174734310247005,-4.21127273090152,11.385762409560295,17,-4.218063777338111,-0.14427260719239712,0.1093926820067899,-11.242431763657503,1596449.0,-11.686963891358284,1.4183760536224663,2.5168466876970803,0.03505859375,-2.5292246461541845,450.0,0.0,0.9949866994065889,-2.0178967736428604
-11.177944185149205,-0.023056290950626133,0.3279250353574753,0.08,0.5909534735584037,0.0,1900.0,-0.09324269983917474,0.37290595322847364,-0.9416641292184067,-3.4539042548909076,2652.0,-0.9991485744714736,0.045175382401794195,-1.6641223004794259,0.5200302362442016,0.03,0.03121589878574014,-10.323053946786139,-19.533111494036497,6146.0,-0.9852729946374893,0.0,0.3732977472245693,0.0,0.010864636721089482,-3.8283103654269994,10.81254223197195,18,-3.8351325674345693,-0.1436234310269356,0.1138763197586727,-10.636379067635781,1682226.0,-11.103096439877808,1.4693973858596423,2.002641138945145,0.0529541015625,-2.0214719094895237,475.0,2.44140625e-05,0.9529775463716238,-2.064059836591332
-11.427719223386877,-0.025864774314686655,0.33934199512004853,0.08,0.7989996147560989,0.0,2000.0,-0.09443051125854254,0.37893506810069083,-0.9398756910813972,-4.303489306274346,2692.0,-0.9991849809885025,0.04254675218835473,-1.4577878058188272,0.5265316054224968,0.01,0.03392226183786988,-10.317247155654426,-19.76657890453669,3221.0,-0.9861305952072144,0.0,0.38175021260976794,0.0,0.010400342661887408,-3.7661548791079382,11.11160960409814,19,-3.761436543086566,-0.1475752055644989,0.06575037147102526,-10.931982267811376,1770294.0,-11.373811338698804,1.3900438323015523,1.9835068683721269,0.053515625,-2.0014049314246973,500.0,0.0,0.8935113318845079,-2.027794301274116
-12.0836230990558,-0.028952237544581295,0.34842702075839044,0.04,0.8686328627892106,0.0,2100.0,-0.09485063273459673,0.3863245345652103,-0.937971550389193,-4.487052955744215,2683.0,-0.9992341190576554,0.040552025008946654,-1.8315561340298647,0.533152987062931,0.03,0.03675204608589411,-10.464626666261871,-20.092138050212174,6722.0,-0.9867813721299171,0.0,0.38821696788072585,0.0,0.009773622907232493,-3.8909632892706894,11.790031559368593,20,-3.8915652997245376,-0.1538602292537689,0.0633619083115915,-11.610704439804712,1858833.0,-12.03014129797699,1.1905881768000337,2.1495032883458123,0.0572998046875,-2.159445388693639,525.0,0.0,0.9663790538530199,-2.018476140056009
-11.312817076057915,-0.03286651559174061,0.3612062379717827,0.04,0.6523261806150611,0.0,2200.0,-0.09694750513881445,0.3952099956572056,-0.9364908187162655,-3.3438673599284034,2659.0,-0.9991535142064094,0.03609280879609287,-1.8695484685453003,0.5443286582827568,0.03,0.03801001450046897,-10.533477890801764,-20.59263231924049,3067.0,-0.988236217200756,0.0,0.39430394023656845,0.0,0.010801608744077384,-3.755932611878701,10.960959639968035,21,-3.7537984306987697,-0.1571485333144665,0.05001880406167732,-10.797311491694959,1946963.0,-11.242841243993627,1.270543850374859,1.9825740719230125,0.063623046875,-1.9922937982331823,550.0,7.32421875e-05,0.8627323117052494,-2.042494573843578
-11.089408119719899,-0.03640684084966779,0.37384451776742933,0.0,0.5391669975852824,0.0,2300.0,-0.09976717699319124,0.4056321606040001,-0.9368813642046007,-3.6790952905596668,2657.0,-0.9992265924811363,0.03882614253088832,-0.9797595030558706,0.550170686841011,0.02,0.03974651452153921,-10.343852637559634,-19.7646583038636,2206.0,-0.9873444646596908,0.0,0.3994776524603367,0.0,0.009869548724964261,-3.35098966490141,10.71551695307404,22,-3.3561438177788965,-0.1579882986843586,0.07150922092585622,-10.55328373206813,2035226.0,-11.02385741309971,1.2089554544121932,1.5285820044430036,0.0488037109375,-1.5517173506592006,575.0,4.8828125e-05,0.756572982774252,-2.0111282827529067
-11.609953800478072,-0.04043933823704719,0.38623162657022475,0.04,0.7441756621626956,0.0,2400.0,-0.10271223410964012,0.4122093364596367,-0.9380662066410878,-3.2472545953734646,2688.0,-0.9993257790803909,0.03692720658145845,-1.0052555513010715,0.5575457721948623,0.01,0.04167222706601024,-10.228435910563352,-19.720023158922302,6983.0,-0.9879639983177185,0.0,0.40749623253941536,0.0,0.008604688954073935,-3.5626600574193477,11.262373705651818,23,-3.5689102783956246,-0.1636901330202818,0.05505952380952381,-11.107140292301096,2124168.0,-11.540040185150854,1.3220869772378927,1.774394554833501,0.0889404296875,-1.8001227212482582,600.0,4.8828125e-05,0.9753687526850924,-2.0115234998302185
