train_1/fw_loss,train_1/q_grads,train_0/avg_q,train_1/reward_-0.0_frac,train_0/reward_-0.0_frac,train/success_rate,test_0/avg_q,train_1/target_q,train_1/reward_-1.0_frac,train_1/mu_loss,train_1/reward,train_0/mu_grads_std,train_0/fw_loss,train_1/q_grads_std,epoch,train_1/avg_q,test/episodes,test_1/subgoal_succ_rate,test_1/avg_q,train_0/target_q,train_0/fw_bonus,train_1/q_loss,train_1/mu_grads_std,test/success_rate,train_0/mu_loss,train_1/mu_grads,train_1/fw_bonus,train_0/reward,test_1/n_subgoals,train_0/mu_grads,train_0/q_grads,train_0/q_loss,train_0/reward_-1.0_frac,train_1/n_subgoals,train_0/q_grads_std,train_1/subgoal_succ_rate,train_0/next_q,train_0/current_q,train_1/next_q,train_1/current_q,train/episodes,train_1/reward_-27.0_frac,policy/steps
0.0014245134603697806,0.020233194716274737,-17.965866443159356,0.0,0.0,0.0,-27.0,-1.4913872391871574,0.001171875,1.1011663554822253,-1.4290610281721456,0.16830178387463093,0.0001135777827585116,0.19062785767018794,0,-4.532423755820765,25.0,0.0,-6.9196896907724454,-7.890486739940618,-0.9995769068598748,0.4653364052630186,0.16159833669662477,0.0,7.700787769146328,0.014650731743313373,-0.9978544861078262,-0.8615723336479277,675.0,-0.0005459868043544702,0.03703567925840616,0.23029520820184474,0.000341796875,2700.0,0.15247569121420385,0.0662962962962963,-7.702478377591339,-7.791921915783322,-0.10031818801592692,-1.4805349821654814,100.0,0.0,86737.0
0.0012128229340305553,0.02253267588093877,-26.957425168516824,0.0,0.0,0.0,-26.55800189904212,-1.8194432476837439,0.000927734375,1.5987483524022936,-1.4619889290959691,0.19971442371606826,0.00010584914289211156,0.21427298039197923,1,-7.177842695833797,50.0,0.0014792899408284023,-7.8657417454994,-8.92380991439716,-0.9996066734194755,0.2595169728454826,0.4258619487285614,0.0,8.737341594346045,-0.002685361570911482,-0.998708213865757,-0.8593180423049489,676.0,-0.010483295703306795,0.03598463367670775,0.17173157597560634,2.44140625e-05,2700.0,0.16800639629364014,0.0,-8.72658969269153,-8.807718305320403,-0.5702059087141935,-1.8155412112046085,200.0,0.0,177862.0
0.0012529658619314433,0.02473032670095563,-26.805050610752797,0.0,0.0,0.0,-26.99430343328837,-1.7628356643070304,0.00078125,1.4556511140118218,-1.486745437324862,0.22571546472609044,8.207662804124994e-05,0.23986806757748128,2,-7.5737193426213105,75.0,0.0,-7.696918729934141,-9.134602982614261,-0.9996982008218765,0.15869821621428448,0.5175955280661583,0.0,8.931760606872706,-0.005537722446024418,-0.998546315729618,-0.8596735611965414,675.0,-0.015162222855724394,0.03367765741422772,0.19229924345626537,0.00126953125,2700.0,0.17463631369173527,0.00037037037037037035,-8.921669531108638,-8.983905785390851,-0.4344361030689797,-1.7606836328282416,300.0,0.0,268982.0
0.0013350512454053387,0.021935780858621003,-26.121282377857053,0.0,0.0,0.0,-26.626967238853247,-2.4830832924355613,0.0009033203125,2.9167734137659833,-1.479093587922398,0.24686169549822806,7.66717429542041e-05,0.25297281965613366,3,-7.078625182830478,100.0,0.0,-7.3178475572438035,-9.375397061235759,-0.999719025194645,0.8643943781951993,0.5420668393373489,0.0,9.171167292142599,-0.012388085061684252,-0.9982152715325355,-0.8606474219821394,675.0,-0.024583060201257466,0.04044642886146903,0.2110429518389992,0.0037109375,2700.0,0.20084622353315354,0.00037037037037037035,-9.168334129791507,-9.229637884471884,-1.94862234523417,-2.4836825423683733,400.0,0.0,360106.0
0.0015226801799144596,0.014823350473307073,-21.9463103228724,0.0,0.0,0.0,-12.562838391618664,-4.376414193054934,0.0010986328125,5.266756733878943,-1.4844464750247426,0.2665996700525284,0.00011486556741147069,0.26929075419902804,4,-6.67101646122708,125.0,0.005908419497784343,-7.410264218786066,-9.240803435581286,-0.9995719492435455,1.3154387442079378,0.5477290451526642,0.0,9.021066487161967,-0.013867590250447393,-0.9974585801362992,-0.8668359487666748,677.0,-0.028879435872659086,0.045100512076169254,0.2494894588666529,0.0003662109375,2700.0,0.21524536274373532,0.011111111111111112,-9.016935696019875,-9.075874495584767,-4.241932150340809,-4.325829008948961,500.0,0.0,450917.0
0.0015568838542094454,0.0109288789331913,-15.030733346133147,0.0,0.0,0.0,-27.0,-1.5483377119084811,0.001220703125,1.0968886519185075,-1.4930649430287304,0.2810668103396893,0.0001286331958908704,0.2832050435245037,5,-6.694824889826001,150.0,0.0,-7.8369862424378836,-9.287263685360584,-0.9995189473032952,0.3221927914345787,0.550678725540638,0.0,9.107548869319775,-0.012606488494202494,-0.9973206341266632,-0.8730400848828139,675.0,-0.03552371012046933,0.04775483375415206,0.26628694458962704,0.000244140625,2700.0,0.2410202194005251,0.022222222222222223,-9.075598946657802,-9.154169690005718,-0.09644321012948127,-1.542112559531225,600.0,0.0,541101.0
0.0015418186550959945,0.013032731832936406,-24.52930779384719,0.0,0.0,0.0,-1.9601274622673936,-3.715359256611312,0.0013916015625,4.434739418315397,-1.5182020624357393,0.29668728783726694,0.00012753409973811358,0.30079762265086174,6,-6.711812488688129,175.0,0.16216216216216217,-6.362195026491779,-9.076087939058834,-0.9995231717824936,0.9779244829081704,0.5513157829642296,0.0,8.864104686712702,-0.01568297166377306,-0.9973813906311989,-0.8726831516964012,777.0,-0.03650680100545287,0.04965254087001085,0.22718284044725295,0.0001708984375,2700.0,0.26448134779930116,0.02666666666666667,-8.828392713138516,-8.948631088922605,-3.3793628949063406,-3.748761681546063,700.0,0.0,630766.0
0.0016402336623286828,0.01529795357491821,-13.818446190175171,0.0,0.0,0.01,-27.0,-3.194595040199674,0.0011474609375,3.6604220824339393,-1.4923062412912258,0.3110339783132076,0.00012477675772970542,0.3104590803384781,7,-6.264053263918905,200.0,0.0,-7.4235546346478545,-8.54652701819371,-0.9995337784290313,0.7933801051264395,0.561025382578373,0.0,8.370307353172835,-0.014773145830258728,-0.9969845026731491,-0.8733930190079263,675.0,-0.03781129829585552,0.04916950892657042,0.26602454376146883,0.0005615234375,2678.0,0.2766533464193344,0.13293502613890965,-8.330527116350646,-8.45817258702392,-2.6242575997695043,-3.1973386631929617,800.0,0.0,714592.0
0.0018199158454081043,0.014743800298310817,-24.692284939088072,0.0,0.0,0.01,-10.47550781106105,-4.073441975787276,0.00166015625,4.863351008180056,-1.4906519142939942,0.32271892204880714,0.00013589567570306826,0.3267359137535095,8,-6.556595847228047,225.0,0.7886658795749705,-6.159135323236491,-8.587371253946703,-0.9994909733533859,1.3027793419036895,0.5735128089785576,0.0,8.418060702212083,-0.017526991898193955,-0.9962598562240601,-0.871969306714891,1694.0,-0.03878951584920287,0.050124671682715415,0.2370187088740261,0.0003662109375,2687.0,0.28759463503956795,0.08969110532192036,-8.372229779559778,-8.515681737984655,-3.8031666359343306,-4.099310721197767,900.0,0.0,800484.0
0.0017308957874774932,0.01266510768327862,-22.649013020611267,0.0,0.0,0.04,-26.73613038913021,-2.658567896025656,0.0011474609375,2.907067153850831,-1.4669282547009062,0.3399133443832397,0.00013296860161062795,0.3385617770254612,9,-6.384685025012323,250.0,0.0,-7.28039761965925,-8.431842476116039,-0.9995022490620613,0.9580999101954479,0.574639818072319,0.0,8.255626882153127,-0.018788590235635637,-0.9966188639402389,-0.8716847911768127,675.0,-0.04189153043553233,0.0507188756018877,0.20378445062052428,0.001123046875,2602.0,0.29823332130908964,0.17025365103766332,-8.203293943907793,-8.376316262839776,-1.8883180249900466,-2.659194190613845,1000.0,0.0,880857.0
