test_1/n_subgoals,policy/steps,train_0/fw_bonus,epoch,train_1/current_q,train_0/q_loss,train_1/reward_-1.0_frac,train_0/next_q,train_0/avg_q,train_0/mu_grads,train_1/q_grads,train_0/current_q,test/success_rate,train_1/mu_grads_std,train_0/mu_grads_std,train_1/next_q,train_1/mu_grads,train_0/target_q,train_1/fw_loss,train_1/fw_bonus,train_1/target_q,train_1/subgoal_succ_rate,test_1/subgoal_succ_rate,train_0/reward_-1.0_frac,train_1/reward_-27.0_frac,test_0/avg_q,train_1/mu_loss,train_1/reward,train_0/mu_loss,train_1/avg_q,train/success_rate,train_1/q_loss,train_0/q_grads,train_0/reward_-0.0_frac,train_1/q_grads_std,train_1/reward_-0.0_frac,train_0/reward,train_0/q_grads_std,train/episodes,train_1/n_subgoals,test_1/avg_q,test/episodes,train_0/fw_loss
126.0,1777522.0,-0.9953298613429069,29,-2.802136632629259,0.9353384967633029,0.0,-10.094331066449751,-19.794006050579736,-0.07960381209850312,-0.05539540098980069,-10.520680481288915,0.96,0.30783103629946706,0.5542375236749649,-0.7592021087878823,-0.04434428447857499,-10.593352624908547,0.3005282260477543,-0.9629117339849472,-2.9166114732468578,0.11910669975186104,0.3333333333333333,0.0034423828125,0.0,-13.782070223304524,0.7378623462908134,-2.290630276864249,10.247058286857023,-11.65351742597243,0.75,2.9418682780795367,-0.013925609085708857,0.0,0.4380564443767071,0.0,-0.8706769465003162,0.3370264761149883,3000.0,1612.0,-1.9199258201755198,750.0,0.033159151952713725
160.0,1818577.0,-0.9953041508793831,30,-2.780229217003432,0.9376257036729454,0.0,-9.993827146718633,-20.024388533877588,-0.08018463607877493,-0.057178919203579426,-10.416192321750428,0.92,0.31220284923911096,0.5581862613558769,-0.7405439365226285,-0.04494654322043061,-10.493480232274607,0.30637798011302947,-0.9621451139450073,-2.905898276486638,0.10551075268817205,0.30625,0.0032470703125,0.0,-12.500061841917493,0.7081675949256756,-2.295712063128667,10.146101026000242,-11.78617546971946,0.77,3.1016772200341682,-0.014811032987199723,0.0,0.4449467837810516,0.0,-0.8654886372471082,0.34128620773553847,3100.0,1488.0,-1.164349388968105,775.0,0.033336311532184484
739.0,1860543.0,-0.9953267976641655,31,-2.7229784396055847,0.9230667055898488,0.0,-10.079521320497152,-20.01680799898423,-0.08004569076001644,-0.059138450771570206,-10.509680962797123,0.96,0.3162061467766762,0.5627844989299774,-0.6931203212778575,-0.04575440688058734,-10.557295205462541,0.30537419840693475,-0.9622766703367234,-2.8722684570316623,0.11382636655948553,0.9336941813261164,0.0031005859375,0.0,-7.0257915862862985,0.6574644450915748,-2.3048269806407915,10.233688271079497,-11.586604916179096,0.74,2.760112018044137,-0.015262556774541736,0.0,0.4523284398019314,0.0,-0.8660069904362899,0.34600295275449755,3200.0,1555.0,-0.2638866034644078,800.0,0.033180288039147854
218.0,1905371.0,-0.9953383564949035,32,-2.7367803820526064,0.8986757265296639,0.0,-9.944966012999682,-20.34316813478296,-0.08095502573996782,-0.061546461284160615,-10.37022762982745,0.88,0.32065359950065614,0.5673765867948533,-0.7552699230813823,-0.047273652907460925,-10.44022704233376,0.31272814199328425,-0.9613129302859307,-2.8961416101980233,0.111875,0.41743119266055045,0.0031982421875,0.0,-8.518754224568777,0.7191861852436826,-2.2766258408162683,10.101988928806446,-11.64163465734503,0.71,3.050509681478542,-0.015676638530567288,0.0,0.45975273549556733,0.0,-0.8631900583874085,0.34992595911026003,3300.0,1600.0,-0.6727533794508521,825.0,0.03310053418390453
178.0,1949251.0,-0.9953141301870346,33,-2.726310167618151,0.9239943443949123,0.0,-10.00626903226316,-20.006448261906744,-0.08246462158858776,-0.06389659531414509,-10.42922708448923,0.88,0.3251813255250454,0.5719035863876343,-0.7269021374794302,-0.04835637053474784,-10.50507109790993,0.3223103806376457,-0.9600571930408478,-2.868551197448947,0.10956301456618113,0.3258426966292135,0.001904296875,0.0,-10.390259579880805,0.6824465192238058,-2.2723568268538656,10.151812645911223,-11.349470278529681,0.74,2.784876018710505,-0.015427606599405407,0.0,0.46630355194211004,0.0,-0.8639347358828673,0.35397443249821664,3400.0,1579.0,-1.159238377849971,850.0,0.03326751226559281
220.0,1991273.0,-0.9953649446368218,34,-2.745403441308757,0.9345652360528437,0.0,-10.079849391374836,-20.238668350350345,-0.08418814614415168,-0.06625376548618078,-10.485283240371022,0.84,0.3285858049988747,0.5763803422451019,-0.7253929619246877,-0.04948602262884379,-10.56361970665715,0.3168576993048191,-0.9607717633247376,-2.882156248966789,0.11948404616429056,0.2636363636363636,0.0018310546875,0.0,-14.680548128981023,0.6773516558868262,-2.296449043261964,10.234673131215175,-11.302833853825287,0.73,2.9352910465849615,-0.015830902196466923,0.0,0.47258752435445783,0.0,-0.8588204856059747,0.35861963480710984,3500.0,1473.0,-0.7842443599861568,875.0,0.032917205384001134
135.0,2034926.0,-0.995348097383976,35,-2.677324847765843,0.9864544800057317,0.0,-10.12286254539582,-20.819065498895576,-0.08437019363045692,-0.06844450961798429,-10.521228065190252,0.96,0.3331760369241238,0.5816575214266777,-0.698037873241928,-0.05084099266678095,-10.588694642155883,0.3238715291023254,-0.9598525896668434,-2.824657326010307,0.09719626168224299,0.45925925925925926,0.0011962890625,0.0,-11.73831378853939,0.6623822649632821,-2.2523471829968913,10.262394908573617,-11.789881687133649,0.72,2.921305065392678,-0.016823298018425702,0.0,0.477895500510931,0.0,-0.8605191534192272,0.3626618131995201,3600.0,1605.0,-1.0617661969307317,900.0,0.03303339113481343
340.0,2077940.0,-0.9953812435269356,36,-2.708460036593844,0.984191298414401,0.0,-10.203426234014781,-20.898794061958036,-0.0850774247199297,-0.07052522767335176,-10.607245403597329,0.88,0.33819957375526427,0.5863104000687599,-0.684621983609346,-0.05225164080038667,-10.675882383697864,0.33443993926048277,-0.958467610180378,-2.8516878057073938,0.10177281680892974,0.5941176470588235,0.001318359375,0.0,-14.691503673163629,0.655825236121305,-2.2892262785622735,10.352465533002825,-11.612911347532494,0.73,3.0856143196432035,-0.017589492816478015,0.0,0.4836095318198204,0.0,-0.8583484835988202,0.36704046428203585,3700.0,1523.0,-2.0757993767329115,925.0,0.03280491381883621
98.0,2115579.0,-0.995512068271637,37,-2.598675510812491,0.9184627350390435,0.0,-10.31056224861412,-20.92653302229635,-0.08648715130984783,-0.07316074576228856,-10.696406259477735,1.0,0.3440163865685463,0.5909681141376495,-0.6473792778595673,-0.05446369089186191,-10.768074321564447,0.33465149328112603,-0.9584398835897445,-2.7540036837813,0.09915014164305949,0.46938775510204084,0.001220703125,0.0,-9.526113262049366,0.6141890982915206,-2.2290508897134713,10.463285772467636,-11.069965333197416,0.76,2.85376117813624,-0.017838569777086376,0.0,0.48839383721351626,0.0,-0.852192227543128,0.3711824007332325,3800.0,1412.0,-0.872060590747466,950.0,0.03190291626378894
138.0,2156695.0,-0.9955080509185791,38,-2.602648531451739,0.9526431198129519,0.0,-10.46288310316068,-19.962558724351346,-0.08854490425437689,-0.07552811522036791,-10.860592083957396,0.92,0.3479793518781662,0.5948624923825264,-0.6413519382439652,-0.05585909839719534,-10.929104134392412,0.33015142008662224,-0.9590296238660813,-2.7749237061443006,0.112,0.2753623188405797,0.000732421875,0.0,-12.469444608951163,0.6084103489846647,-2.2578360182375037,10.59709594001439,-11.017016252481664,0.79,3.0155828963532336,-0.018154537351801992,0.0,0.49442279189825056,0.0,-0.858343566829717,0.3754065401852131,3900.0,1500.0,-0.7467148046167568,975.0,0.03193061579950154
