test_1/subgoal_succ_rate,train_0/reward_-0.0_frac,train_1/n_subgoals,train/success_rate,train_0/current_q,train_0/reward_-1.0_frac,test_0/avg_q,train_0/q_grads,train_1/avg_q,train_0/q_loss,train_1/mu_grads_std,train_1/q_loss,train_1/fw_loss,train_1/next_q,train_1/subgoal_succ_rate,train_0/reward,train/episodes,test_1/avg_q,epoch,test/success_rate,train_0/next_q,train_0/mu_loss,train_1/q_grads,train_1/target_q,train_0/fw_loss,train_1/reward,train_1/q_grads_std,train_1/mu_loss,train_1/fw_bonus,train_1/reward_-1.0_frac,policy/steps,test/episodes,test_1/n_subgoals,train_0/avg_q,train_1/reward_-50.0_frac,train_0/fw_bonus,train_0/target_q,train_0/mu_grads,train_0/mu_grads_std,train_1/mu_grads,train_1/reward_-0.0_frac,train_0/q_grads_std,train_1/current_q
0.07407407407407407,0.0,4940.0,0.02,-2.8612605455910973,0.0104736328125,-1.7123274589192108,0.00919516533613205,-7.907168931584835,0.562285038980999,0.1267215533182025,19.851377207170646,0.003526112559484318,-10.834259214772043,0.4568825910931174,-0.7220344764158654,100.0,-12.990985346529817,0,0.12,-2.7179510214723828,2.696064209975429,0.029250269243493675,-10.651331139340908,0.0005413989245425909,-2.2518489814930946,0.18873360492289065,10.403549385011662,-0.9969352632761002,0.013525390625,198624.0,25.0,1242.0,-1.7099898843784413,0.0,-0.9995621085166931,-2.8927369960115525,-0.0019536877080099657,0.17330660670995712,0.018117158813402055,0.0,0.1478005561977625,-10.901623493774908
