train_0/avg_q,test_0/avg_q,train_1/target_q,train_0/q_grads_std,train_1/current_q,train_1/reward,test_1/n_subgoals,train_1/mu_grads_std,train_1/next_q,train_1/avg_q,train/episodes,train_0/next_q,train_0/mu_grads,test_1/subgoal_succ_rate,train_0/mu_loss,train_1/reward_-27.0_frac,test_1/avg_q,train_0/reward_-1.0_frac,train_1/fw_loss,train_0/mu_grads_std,train_0/q_grads,train_0/reward,epoch,train_0/q_loss,train_0/target_q,train_0/current_q,train_1/q_grads,train_1/q_grads_std,train_1/n_subgoals,test/episodes,test/success_rate,train_1/reward_-0.0_frac,train_0/reward_-0.0_frac,train_1/fw_bonus,train_1/mu_loss,train_1/mu_grads,train_0/fw_loss,train_0/fw_bonus,train/success_rate,policy/steps,train_1/subgoal_succ_rate,train_1/reward_-1.0_frac,train_1/q_loss
-26.196068825486343,-26.999999996099596,-4.703792835092948,0.2910254172980785,-4.337135040084366,-1.5139760002100957,675.0,0.18138691112399102,-4.477741225916235,-6.774514084168604,1100.0,-15.162828824521153,-0.00993290077894926,0.0,15.281025437524557,0.0,-3.755980642049252,0.00546875,0.000878683825430926,0.22918112576007843,0.022292282059788705,-0.8672507741255686,10,3.7748178867820186,-11.944535414872501,-11.648323170997378,-0.007931451313197613,0.34658692479133607,2700.0,275.0,0.0,0.0,0.0,-1.0000636965036391,4.348322986929176,-0.0029864414827898145,7.300207125808811e-05,-0.9997506976127625,0.0,982388.0,0.028888888888888888,0.000732421875,2.5223495485828247
-26.941776552600572,-27.0,-6.759757405516586,0.2974763005971909,-6.624788402087255,-1.4995534087720443,675.0,0.1799211334437132,-7.391687973878237,-6.284188730688537,1200.0,-14.100225010346781,-0.00993290077894926,0.0,14.256870188864795,0.0,-6.5371345030284065,0.0006103515625,0.0021690968482289464,0.22918112576007843,0.022417435608804225,-0.8608964382547128,11,4.589283222946831,-11.470318594977766,-11.244338107708447,-0.005571573250927031,0.35692235380411147,2700.0,300.0,0.0,0.0,0.0,-0.9951646372675895,7.624005669569596,0.000631584243819816,0.00011569008220249088,-0.9995953187346458,0.0,1072356.0,0.02259259259259259,0.0006591796875,3.807353991470818
-27.0,-27.0,-4.284001881317391,0.3041111074388027,-4.293566885929009,-1.5202173640012915,675.0,0.17864129096269607,-4.067095691891181,-7.3846040937944455,1300.0,-13.131892501389354,-0.00993290077894926,0.0,13.187748980478592,0.0,-8.02926268014928,0.006689453125,0.001636247496935539,0.22918112576007843,0.022021143091842534,-0.8634986735371057,12,3.749646560375106,-11.570778549501531,-11.370563194290204,-0.0059530577273108065,0.35938322395086286,2700.0,325.0,0.0,0.0,0.0,-0.9971875891089439,4.133497375009007,-0.00014964223446440884,6.795880126446719e-05,-0.9997690588235855,0.0,1163481.0,0.0,0.0005615234375,0.6534821919028968
-26.995205911805574,-26.999999999999943,-3.8902387240032765,0.30931113958358764,-3.8367002539377695,-1.5014732730756806,675.0,0.18302564397454263,-3.4181228930674195,-7.737854431794015,1400.0,-11.858647890831657,-0.00993290077894926,0.0,11.958549038650727,0.0,-7.1450739627841795,0.006591796875,0.0013040652556810528,0.22918112576007843,0.021409950265660883,-0.8627108542808856,13,3.6706965521035797,-11.344081207461873,-11.131605234997945,-0.006618100986815989,0.36851928755640984,2700.0,350.0,0.0,0.0,0.0,-0.9984487488865852,3.474569480278967,0.0009331698340247386,8.601450308560743e-05,-0.9997033447027206,0.0,1254586.0,0.00037037037037037035,0.000830078125,0.5037446865842028
-26.964896827839787,-26.715696966034454,-3.97709055860014,0.3141905263066292,-3.968723521976007,-1.4874962727975798,678.0,0.1855050977319479,-3.7640731182619924,-7.383075544006666,1500.0,-11.38077413280398,-0.00993290077894926,0.004424778761061947,11.465533618006408,0.0,-7.475713039507362,0.006640625,0.0010939793326542712,0.22918112576007843,0.02097604488953948,-0.863103927254997,14,3.2881651953222204,-11.254125947559439,-11.03114240251676,-0.007420406944584101,0.37579610720276835,2700.0,375.0,0.0,0.0,0.0,-0.9992463514208794,3.7954069265843176,0.0013045899657299742,9.629598207538947e-05,-0.9996659129858017,0.0,1345678.0,0.0011111111111111111,0.0010009765625,0.35270301644636587
-26.864198667248353,-26.99939960692581,-3.900773598709921,0.3184287942945957,-3.896586972120697,-1.4843214971158887,675.0,0.18956511169672013,-3.48731757792991,-7.523934582721269,1600.0,-11.578534446678145,-0.00993290077894926,0.0,11.6404738989354,0.0,-7.628802777946427,0.0105224609375,0.0008949614726589062,0.22918112576007843,0.020316198654472827,-0.8635956441743474,15,3.4006371415412184,-11.40902413057422,-11.1316619317291,-0.006284211843740195,0.38708395063877105,2700.0,400.0,0.0,0.0,0.0,-1.0000019088387488,3.449367526679641,0.0013615454692626372,9.503755140940484e-05,-0.9996704876422882,0.0,1436766.0,0.0011111111111111111,0.000732421875,0.18850399552055483
-26.988002758757716,-27.0,-1.5033487282303946,0.32263252288103106,-1.5023726674210978,-1.503311995076365,675.0,0.19214904196560384,-7.122514881858416e-05,-7.36933113100364,1700.0,-12.17214905660706,-0.00993290077894926,0.0,12.24297555966421,0.0,-7.493044860983906,0.027001953125,0.0006990339796175248,0.22918112576007843,0.020084784366190434,-0.8622327176766703,16,2.3270815083445298,-11.379169915975247,-11.199906104122345,-0.011485876142978668,0.3916972503066063,2700.0,425.0,0.0,0.0,0.0,-1.0007457464933396,0.0002847827607280969,0.0038745555386412887,4.20572258917673e-05,-0.9998633518815041,0.0,1527801.0,0.0014814814814814814,0.0009521484375,0.02435184955714124
-27.0,-27.0,-1.4943054377211125,0.3272495403885841,-1.493550449866125,-1.4941114231784014,675.0,0.19290117360651493,-0.00031745981821598295,-7.463368484684701,1800.0,-13.005877377167845,-0.014462447096593677,0.0,13.068556117255905,0.0,-7.573699910333011,0.0155029296875,0.000702081448980607,0.23546043410897255,0.01867910157889128,-0.8651849186600884,17,4.547530124142606,-11.336555989362004,-11.074874401426296,-0.012088371254503728,0.3943306103348732,2700.0,450.0,0.0,0.0,0.0,-1.0007341861724854,0.00037119422595983107,0.0045903105870820585,4.275336400496599e-05,-0.999860805273056,0.0,1618926.0,0.0,0.000830078125,0.017384893723010466
-27.0,-27.0,-1.497169000941705,0.330556382983923,-1.4974603294252316,-1.497164001238707,675.0,0.1938126940280199,-1.2688379458808607e-05,-7.514283761478517,1900.0,-11.424043808347555,-0.014322209823876619,0.0,11.490082276725648,0.0,-7.469991834031556,0.0207763671875,0.0007017932817689143,0.23980974331498145,0.01860370272770524,-0.8697866922026151,18,1.9898223008633031,-11.372021111621516,-11.119874190669737,-0.013102265098132193,0.3987804614007473,2700.0,475.0,0.0,0.0,0.0,-1.000735267996788,1.4980340173949e-05,0.005210439849179238,4.061932804688695e-05,-0.9998685851693153,0.0,1710051.0,0.0,0.000830078125,0.011054129646618107
-27.0,-27.0,-1.5046522275896816,0.33204948231577874,-1.5047566910506167,-1.504651528717659,675.0,0.1941645435988903,-1.4817839954867085e-06,-7.487828146769944,2000.0,-11.024156817501435,-0.015228238212876022,0.0,11.050761989629228,0.0,-7.4905901038915275,0.0400390625,0.0007044588273856789,0.24276673160493373,0.017764395847916604,-0.8671703872925718,19,1.6849917103074354,-10.996631241909503,-10.796363231968382,-0.014528579520992934,0.40753769874572754,2700.0,500.0,0.0,0.0,0.0,-1.000725159049034,1.4398833046713536e-06,0.005677979765459895,3.537764605425764e-05,-0.999887666106224,0.0,1801176.0,0.0,0.000927734375,0.011315735229489374
-27.0,-27.0,-1.4871338897429116,0.3340294972062111,-1.4875392729753323,-1.4871338891185588,675.0,0.19417076818645002,-1.3464077217161598e-09,-7.492571298561121,2100.0,-11.171001791647345,-0.014613830903545021,0.0,11.249432116512605,0.0,-7.513735997359751,0.0268310546875,0.0007132262748200446,0.25096139758825303,0.016930270241573453,-0.8664053965519998,20,1.7199610215511207,-11.150054615103752,-10.969245623303486,-0.015082872798666358,0.4182549424469471,2700.0,525.0,0.0,0.0,0.0,-1.000691869854927,3.612063562675609e-09,0.005692447745241224,4.0600227657705544e-05,-0.9998686507344245,0.0,1892301.0,0.0,0.0006591796875,0.00533136144795184
-27.0,-27.0,-1.4875216229150123,0.3343890137970448,-1.4879965792925063,-1.4875216223459575,675.0,0.19417303912341594,-2.07827691601378e-09,-7.498362875314408,2200.0,-9.563989236388064,-0.011855571973137557,0.0,9.56725427048061,0.0,-7.481574925672157,0.0607177734375,0.0006928062619408592,0.25947275534272196,0.01543290235567838,-0.8667620584456017,21,0.19877565415339546,-9.845405770916539,-9.675590250401651,-0.01548326334450394,0.4197085417807102,2700.0,550.0,0.0,0.0,0.0,-1.0007693946361542,2.6814848752214727e-09,0.005694843095261604,3.2919775503614804e-05,-0.999896602332592,0.0,1983426.0,0.0,0.001025390625,0.0028654099704670186
