test/episodes,train_0/q_loss,train_1/q_loss,policy/steps,test/success_rate,train_1/mu_grads_std,train_0/avg_q,train_0/q_grads,train_1/reward_-27.0_frac,train/success_rate,train_0/current_q,train_1/reward_-0.0_frac,epoch,train_0/target_q,train_1/subgoal_succ_rate,test_1/subgoal_succ_rate,train_1/next_q,train_1/reward_-1.0_frac,train_1/avg_q,train_0/mu_grads,test_1/n_subgoals,train_0/mu_loss,test_0/avg_q,train_1/target_q,train_0/next_q,train_1/mu_loss,train_1/reward,train_1/mu_grads,train_0/fw_bonus,train_0/mu_grads_std,train_0/reward_-1.0_frac,train_0/reward_-0.0_frac,train_1/q_grads,train_1/q_grads_std,train_1/fw_bonus,train_1/fw_loss,test_1/avg_q,train_1/current_q,train_0/fw_loss,train_0/reward,train_0/q_grads_std,train/episodes,train_1/n_subgoals
25.0,0.5458713563988249,0.7934362287659715,91125.0,0.0,0.1288153413683176,-8.128136610485887,0.0060517149977386,0.0,0.0,-8.071140624818284,0.0,0,-8.192211342092671,0.0,0.5196150999259808,-4.874924830317383,0.00078125,-6.749707711598989,-0.00443147246260196,1351.0,8.027875428010292,-14.764951381648281,-5.826307536685339,-8.009540749341493,4.890107565405366,-2.098172726303164,-0.004192145622801036,-0.9935825914144516,0.1418863721191883,2.44140625e-05,0.0,0.02232911977916956,0.10934648904949426,-0.9867507293820381,0.06565083945170044,-8.364738032266535,-5.843881200373616,0.028588433703407645,-0.7168840726095368,0.12228604424744845,100.0,2700.0
50.0,0.5054152456553768,0.5863619970768513,181863.0,0.0,0.16230046264827253,-23.81781276087998,0.007452698959968984,0.0,0.0,-8.77455888024648,0.0,1,-8.86236208663149,0.007037037037037037,0.0,-5.383790641189499,0.0001220703125,-12.555317830580833,-0.008258425688836724,675.0,8.721341314448747,-21.063245035003305,-6.192687382647116,-8.715128163605623,5.393056697224547,-2.0419311833647953,-0.011947082332335412,-0.9962511926889419,0.18493100814521313,0.0005859375,0.0,0.018400171725079417,0.11208862829953432,-0.9845459684729576,0.07531667295843363,-11.948052135248652,-6.214080153843256,0.016860424890182912,-0.7163629010996374,0.13107691779732705,200.0,2700.0
75.0,0.36351512871200864,0.48856220099614944,272882.0,0.0,0.18780584931373595,-26.323114838640727,0.006793589482549578,0.0,0.0,-9.325548492089649,0.0,2,-9.469411750918777,0.0025925925925925925,0.0,-5.611560609729639,2.44140625e-05,-13.147357104984527,-0.013797140517272054,675.0,9.28157483183518,-26.985921164886125,-6.399587863254304,-9.266182921128387,5.621786461520078,-2.1174829812080134,-0.018496893951669334,-0.996841587126255,0.21217308342456817,0.0001953125,0.0,0.011850537359714508,0.11999143157154321,-0.9811573669314384,0.09017247259616852,-10.871258382450453,-6.41425717185823,0.014265722129493952,-0.7195267533381411,0.13389343582093716,300.0,2700.0
100.0,0.29629640092727394,0.2143104063879009,363948.0,0.0,0.20048669241368772,-26.647951474057873,0.0062012634938582775,0.0,0.0,-8.976687039023295,0.0,3,-9.123680939372822,0.0014814814814814814,0.0,-5.770411007183416,2.44140625e-05,-13.064314353388973,-0.01861117868684232,675.0,8.91632341781631,-25.87570904221967,-6.541588220858991,-8.903153253855276,5.796200421897861,-2.110458129559265,-0.02172618042677641,-0.9972265839576722,0.23920583240687848,0.0029052734375,0.0,0.0028407130332197992,0.12959479354321957,-0.9796809166669845,0.09664537012577057,-13.192076706538797,-6.547739627703931,0.012573761492967605,-0.7215380954250576,0.1379546072334051,400.0,2700.0
125.0,0.33720801682498697,0.18518644341206666,454865.0,0.0,0.21522128023207188,-26.341740536070873,0.006728085456416011,0.0,0.0,-9.287491873526731,0.0,4,-9.436022010353755,0.0044444444444444444,0.016105417276720352,-5.59170451122426,2.44140625e-05,-13.594482107761198,-0.019563856115564705,683.0,9.233579056828901,-22.035400689741,-6.378166691478957,-9.22796799363189,5.599025536424625,-2.098893217407749,-0.02612793571315706,-0.9973937258124351,0.26248234435915946,0.002734375,0.0,-0.005486787052359432,0.1394399669021368,-0.9777913108468056,0.1049294477328658,-12.40718097094442,-6.378836317487087,0.011839199997484683,-0.7190581899456447,0.144613553583622,500.0,2700.0
150.0,0.42397520053376425,0.19006624051056903,545563.0,0.0,0.22115452960133553,-25.96624323525275,0.005496298964135349,0.0,0.0,-9.396072488564197,0.0,5,-9.540838293823098,0.01037037037037037,0.39332096474953615,-4.869532009308031,7.32421875e-05,-13.374133851930866,-0.025820729648694397,1078.0,9.348113414556583,-14.819452794987248,-5.833944586970854,-9.340772663419532,4.871248067096433,-2.1125963994629275,-0.028658288484439253,-0.9972514703869819,0.2873198248445988,0.00673828125,0.0,-0.013921349612064659,0.1554027423262596,-0.9752172067761421,0.11621448546648025,-10.768575078951983,-5.831607226609535,0.012464374932460488,-0.7269216340995627,0.15039059482514858,600.0,2700.0
175.0,0.4818020971595155,0.189291928374703,635612.0,0.0,0.22638153694570065,-25.26837591992015,0.006300704984460026,0.0,0.0,-9.38076965768783,0.0,6,-9.535941451514168,0.02148148148148148,0.02046783625730994,-4.625118037494632,0.0,-13.10168876123308,-0.027924937102943657,684.0,9.316660914564327,-18.005588859938676,-5.655045201570794,-9.30002101839814,4.64673914458732,-2.1133064517729507,-0.03002726649865508,-0.9970728024840355,0.31151309236884117,0.0174560546875,0.0,-0.0228084912057966,0.1759828392416239,-0.9726334184408187,0.12754203770309686,-10.279613245783576,-5.652534008797862,0.013249593600630761,-0.736805444318452,0.15731177665293217,700.0,2700.0
200.0,0.613287110310149,0.19432331944838843,725671.0,0.0,0.22803048975765705,-24.836132428651478,0.005789119633845985,0.0,0.0,-9.56223090885652,0.0,7,-9.691780788312967,0.022222222222222223,0.016058394160583942,-3.890150170195271,4.8828125e-05,-13.083450020400514,-0.03532216101884842,685.0,9.482219361457286,-16.467621270771286,-5.096187878267193,-9.460525145113632,3.9106277606902773,-2.0991407743946184,-0.03158565144985914,-0.9968398660421371,0.3350006267428398,0.0130859375,0.0,-0.03184038167819381,0.19766404666006565,-0.9719143509864807,0.13069440014660358,-7.356425126902909,-5.0978355203116,0.014273328194394707,-0.7498359463425004,0.16654655374586583,800.0,2700.0
225.0,0.6320275764481087,0.2761197311497662,814284.0,0.04,0.2320980079472065,-24.071727701354735,0.00425944288726896,0.0,0.01,-9.37996694223374,0.0,8,-9.506614478152263,0.041126343090033345,0.5474981870920957,-3.70027208312676,0.0,-12.563196064726167,-0.03929590824991465,1379.0,9.258759523514223,-12.989612372720345,-4.950219342468156,-9.230136143940246,3.712168173313427,-2.0901654118439184,-0.03321203952655196,-0.9963972106575966,0.35633460357785224,0.005322265625,0.0,-0.039813284575939176,0.22005810737609863,-0.9691735982894898,0.1427100721746683,-7.885843284184483,-4.9486874043587505,0.016218699142336847,-0.7630301486213285,0.17481642141938208,900.0,2699.0
250.0,0.8045704841839644,0.44548714880976653,901413.0,0.0,0.23547051660716534,-23.023275565568305,0.0029495009512174875,0.0,0.06,-9.365503050928135,0.0,9,-9.483834913264099,0.05303030303030303,0.04011461318051576,-3.5162309756889925,2.44140625e-05,-12.145318355226784,-0.04442071784287691,698.0,9.241678369918606,-15.469313536436609,-4.844552646469154,-9.197327698760997,3.5335981392297726,-2.1085772364385775,-0.03437747620046139,-0.9957930788397789,0.37672172114253044,0.0094482421875,0.0,-0.04766482133418322,0.24617692418396472,-0.9656407982110977,0.15819808319211007,-6.976700268582843,-4.840462445724491,0.01887380345724523,-0.7816123542623246,0.182686797529459,1000.0,2640.0
