train_0/target_q,epoch,train_1/mu_loss,train_0/mu_grads_std,train_1/reward_-1.0_frac,train_0/fw_bonus,test_1/avg_q,train_1/target_q,train/episodes,test/success_rate,train_0/q_loss,train_1/reward_-0.0_frac,train_1/n_subgoals,train_1/reward,train_0/current_q,policy/steps,train_1/mu_grads,train_1/avg_q,train_0/mu_grads,train_0/mu_loss,train_0/reward,train_0/reward_-0.0_frac,train_1/subgoal_succ_rate,test_0/avg_q,test/episodes,train_1/reward_-15.0_frac,train_1/mu_grads_std,train/success_rate,train_1/q_grads_std,train_0/next_q,train_1/fw_loss,test_1/n_subgoals,train_1/q_loss,train_0/avg_q,train_0/q_grads,train_1/next_q,train_0/fw_loss,train_0/reward_-1.0_frac,train_1/q_grads,train_1/current_q,train_1/fw_bonus,test_1/subgoal_succ_rate,train_0/q_grads_std
-5.739653597465965,10,1.0,0.3216749779880047,0.0029541015625,-0.9990148231387138,-7.016924913617049e-10,-1.5079192907702237,1100.0,0.0,0.20776626262694647,0.0,1500.0,-1.5079192907702237,-5.504451855326076,309375.0,-0.008799148723483086,-8.112760398310252,-0.022787920106202363,5.4373037290380015,-0.7070879747589061,0.0,0.0,-15.0,275.0,0.0,0.3170851469039917,0.0,0.2286742925643921,-5.434880898681525,0.04233543379232287,375.0,6.576486578156252,-15.0,0.0013973162276670337,0.0,0.006008817162364721,0.0036865234375,-0.023026060312986374,-3.111261900646515e-09,-0.9955260649323463,0.0,0.20474707148969173
-5.692864529814626,11,1.0,0.32882980853319166,0.002685546875,-0.9991252765059471,-5.116381706012255e-08,-1.5027794359899418,1200.0,0.0,0.2059434468925045,0.0,1500.0,-1.5027794359899418,-5.459949159083086,337500.0,-0.008799148723483086,-3.9582562596461e-09,-0.02397293415851891,5.3930703569748015,-0.705507458926877,0.0,0.0,-15.0,300.0,0.0,0.3170851469039917,0.0,0.2286742776632309,-5.392126487861814,0.0409096241928637,375.0,6.501719986752297,-15.0,0.0006992041147896088,0.0,0.005472302634734661,0.003271484375,-0.023026134818792343,-3.5589809849188083e-09,-0.9958176538348198,0.0,0.21329395584762095
-5.712400202784823,12,1.0,0.3346632823348045,0.002490234375,-0.9991422310471535,-5.477914575077453e-10,-1.517444212602277,1300.0,0.0,0.20796423531145153,0.0,1500.0,-1.517444212602277,-5.477294140926433,365625.0,-0.008799148723483086,-1.0772569401156173e-08,-0.025106959184631704,5.410943729145662,-0.7069197484379401,0.0,0.0,-15.0,325.0,0.0,0.3170851469039917,0.0,0.22867418825626373,-5.4086553872738765,0.03931723004207015,375.0,6.626362197246214,-15.0,-0.0015509626682614908,0.0,0.0053899131249636415,0.0047119140625,-0.023026584275066854,-1.7485285782351062e-09,-0.9961433127522469,0.0,0.2223719522356987
-5.64012402217106,13,1.0,0.34028337374329565,0.00234375,-0.9991558134555817,-5.674539397669068e-08,-1.5106989155312476,1400.0,0.0,0.20114464728851478,0.0,1500.0,-1.5106989155312476,-5.408656586267906,393750.0,-0.008799148723483086,-1.5514199060781162e-08,-0.02501192898489535,5.335117723232927,-0.7061941181062139,0.0,0.0,-15.0,350.0,0.0,0.3170851469039917,0.0,0.2286734402179718,-5.3334812082485925,0.03747571054846048,375.0,6.523082618470205,-15.0,-0.00368846669443883,0.0,0.005323933984618634,0.004296875,-0.023028777912259102,-1.9039866005732427e-09,-0.9965199008584023,0.0,0.23065066263079642
-5.693573935285654,14,1.0,0.34632319435477255,0.002294921875,-0.9991019994020462,-3.13710091686962e-08,-1.5335993989705456,1500.0,0.0,0.20709779708902443,0.0,1500.0,-1.5335993989705456,-5.458476756866852,421875.0,-0.008799148723483086,-3.419276997586922e-08,-0.024672300927340983,5.389972056385277,-0.7086574488894257,0.0,0.0,-15.0,375.0,0.0,0.3170851469039917,0.0,0.22866948023438455,-5.38679740994065,0.036042194627225396,375.0,6.69965369754739,-15.0,-0.004835519182961434,-1.5273011443590046e-307,0.005585299979429692,0.004638671875,-0.023039271775633096,-3.0371027083425497e-09,-0.9968130558729171,0.0,0.2387784618884325
-5.621091820217535,15,1.0,0.3529396913945675,0.001904296875,-0.99908557087183,-2.8611548600869155e-09,-1.51616045223127,1600.0,0.0,0.2029599049721722,0.0,1500.0,-1.51616045223127,-5.392297463329231,450000.0,-0.008799148723483086,-3.130482640759935e-08,-0.024597620591521263,5.317849504712803,-0.7059270629710227,0.0,0.0,-15.0,400.0,0.0,0.3170851469039917,0.0,0.22865670099854468,-5.315633465349552,0.037426866963505744,375.0,6.534515019296288,-15.0,-0.006101694446988404,-7.467815346610974e-307,0.005665134266018867,0.00400390625,-0.02307718200609088,-3.1674449008141454e-09,-0.9965298876166344,0.0,0.24614759013056756
-5.67420245995995,16,1.1098878980165907,0.35965005308389664,0.0023193359375,-0.9990808457136154,-0.11259525421687158,-1.576123484197397,1700.0,0.0,0.20489200601045932,0.0,1500.0,-1.5057794888285572,-5.440483917965816,478125.0,-0.013297127187252044,-1.9118327769367962,-0.025039993599057196,5.37561175795304,-0.7037762608466437,0.0,0.0,-15.0,425.0,0.0,0.3331820383667946,0.0,0.23819337859749795,-5.37423411445271,0.0371174942702055,375.0,6.3561574263221114,-15.0,-0.00765080654527992,-0.1093426377995963,0.005688104312866926,0.0046142578125,-0.03224425697699189,-0.09101487605124599,-0.9965931490063668,0.0,0.2539165556430817
-5.634968260908957,17,2.668888799340121,0.3642249725759029,0.0020263671875,-0.999079579114914,-1.7149524598024068,-2.5796033188224476,1800.0,0.0,0.2031216034179113,0.0,1500.0,-1.511104471662111,-5.405920231432124,506250.0,-0.013251317664980888,-0.3293607676049868,-0.024827551981434225,5.336901880288529,-0.704337155988469,0.0,0.0,-15.0,450.0,0.0,0.33318838477134705,0.0,0.24110027104616166,-5.334742648140744,0.035658312821760775,375.0,4.622299614793214,-15.0,-0.009162889560684562,-1.666537513586753,0.00569421115797013,0.0044921875,-0.031682382617145774,-1.666537513586753,-0.9968915566802025,0.0,0.26025294661521914
-5.677916327187676,18,5.1301748810479335,0.36873130053281783,0.0021728515625,-0.999116051197052,-4.130290464363339,-4.133126810998953,1900.0,0.0,0.19929475907132482,0.0,1500.0,-1.502327413353487,-5.443403266819615,534375.0,-0.013251317664980888,-3.0449765165373703,-0.02422419497743249,5.376187936661941,-0.7045507026770792,0.0,0.0,-15.0,475.0,0.0,0.33318838477134705,0.0,0.24276370778679848,-5.374580577693813,0.03804796505719423,375.0,5.3231296506808805,-15.0,-0.011539488518610596,-4.130139669217293,0.005517066293396056,0.0046875,-0.031579583790153264,-4.130139669217293,-0.9964028701186181,0.0,0.2672841474413872
-5.694815513752052,19,5.193264350426731,0.37242078483104707,0.0018310546875,-0.9992295041680336,-4.201352190652714,-4.206048365447091,2000.0,0.0,0.2003390679152674,0.0,1500.0,-1.5270097922701098,-5.459784711864623,562500.0,-0.013251317664980888,-4.17697356085337,-0.0227063397411257,5.391579607070402,-0.7042412286944455,0.0,0.0,-15.0,500.0,0.0,0.33318838477134705,0.0,0.24279935024678706,-5.390105577501993,0.03745338479056955,375.0,5.374893292701345,-15.0,-0.013241217681206762,-4.192947242818219,0.004965875286143273,0.004638671875,-0.03157765241339803,-4.192947242818219,-0.996524466574192,0.0,0.27451635524630547
-5.651958319588873,20,5.175361724275497,0.3760326825082302,0.0017333984375,-0.9992775321006775,-4.175706761640796,-4.184303697279456,2100.0,0.0,0.1982907748093285,0.0,1500.0,-1.5267256198414543,-5.419317581148699,590625.0,-0.013251317664980888,-4.17236539183265,-0.022328566946089267,5.3518231131709655,-0.7031055572799232,0.0,0.0,-15.0,525.0,0.0,0.33318838477134705,0.0,0.24278936982154847,-5.349046655416143,0.037009202595800164,375.0,5.38675198571639,-15.0,-0.015131829073652625,-4.175328428773483,0.004732753697317094,0.0050048828125,-0.03157819239422679,-4.175328428773483,-0.9966153025627136,0.0,0.2812210276722908
-5.695463174834848,21,5.369985704862823,0.3812191255390644,0.0016845703125,-0.9993093937635422,-4.3568167271004725,-4.3575400610446,2200.0,0.0,0.19774382653361752,0.0,1500.0,-1.5222188006729993,-5.459682038184246,618750.0,-0.013251317664980888,-4.289009605246932,-0.022250436572358014,5.387895520694586,-0.7066249093055376,0.0,0.0,-15.0,550.0,0.0,0.33318838477134705,0.0,0.24289921671152115,-5.385462818202205,0.03655537981539965,375.0,5.4499283205629805,-15.0,-0.01627553887665272,-4.370469058727666,0.004577958688605577,0.00537109375,-0.031572287902235985,-4.370469058727666,-0.9967081159353256,0.0,0.2864466071128845
-5.707869086569787,22,5.275416489683635,0.3850104659795761,0.001220703125,-0.9993482559919358,-4.2683067506297965,-4.266858774021831,2300.0,0.0,0.19885995286073482,0.0,1500.0,-1.5078735512091952,-5.47339435674741,646875.0,-0.013251317664980888,-4.313419999439341,-0.02284757876768708,5.402577594304587,-0.7046790161504759,0.0,0.0,-15.0,575.0,0.0,0.33318838477134705,0.0,0.2428862564265728,-5.401851337247837,0.03406776823103428,375.0,5.387378165472176,-15.0,-0.017253348138183355,-4.275792680840313,0.004389111476484686,0.0052978515625,-0.031616339832544325,-4.275792680840313,-0.9972168371081352,0.0,0.2913393408060074
-5.633046455015946,23,5.2713777230994765,0.3878068171441555,0.001513671875,-0.9993946895003318,-4.269754300160615,-4.267163016552763,2400.0,0.0,0.19675634688682936,0.0,1500.0,-1.5272331229665723,-5.4018569309955655,675000.0,-0.013251317664980888,-4.26543136905218,-0.02458214610815048,5.33388154240146,-0.7026026122512121,0.0,0.0,-15.0,600.0,0.0,0.33318838477134705,0.0,0.2428838260471821,-5.3315955451433,0.03347848011180758,375.0,5.43281847200654,-15.0,-0.018416491476818918,-4.271472817438474,0.004163674934534356,0.005078125,-0.0316164705902338,-4.271472817438474,-0.9973373383283615,0.0,0.29610375836491587
-5.697189081154933,24,5.292913653577299,0.3902514107525349,0.0017822265625,-0.999338085949421,-4.285685156761077,-4.284691036783632,2500.0,0.0,0.2035952325796706,0.0,1500.0,-1.5308062933836482,-5.46229452838139,703125.0,-0.013251317664980888,-4.255080156368361,-0.02675101449713111,5.393143976400952,-0.7057969734574726,0.0,0.0,-15.0,625.0,0.0,0.33318838477134705,0.0,0.24289588294923306,-5.391386711971804,0.03637782046571374,375.0,5.456530062754444,-15.0,-0.01909666880965233,-4.2929109166614605,0.004438557371031493,0.00478515625,-0.031615822296589616,-4.2929109166614605,-0.99674441665411,0.0,0.3008215256035328
-5.679373836124064,25,5.2660364074172765,0.3959907107055187,0.0015625,-0.999352103471756,-4.270284462652662,-4.266528156489318,2600.0,0.0,0.2062543920528091,0.0,1500.0,-1.5185548230780115,-5.446484413427259,731250.0,-0.013251317664980888,-4.3281361429313385,-0.029709585662931203,5.369945220033998,-0.7073054460168351,0.0,0.0,-15.0,650.0,0.0,0.33318838477134705,0.0,0.24288066290318966,-5.36920317201681,0.038841931615024805,375.0,5.389329391341913,-15.0,-0.019972959207370876,-4.2658566881597535,0.0043704763695131986,0.0037841796875,-0.03161664018407464,-4.2658566881597535,-0.9962405085563659,0.0,0.30581955462694166
-5.655123275789839,26,5.073981242973979,0.40085165575146675,0.001904296875,-0.9993768036365509,-4.089225512660491,-4.090946434953599,2700.0,0.0,0.20050758862073942,0.0,1500.0,-1.523794458739576,-5.421349463949336,759375.0,-0.013251317664980888,-4.1772066817330185,-0.031173564167693256,5.353670132317834,-0.7039974878338399,0.0,0.0,-15.0,675.0,0.0,0.33318838477134705,0.0,0.24277142770588397,-5.350840698659115,0.03988881502300501,375.0,5.350623094473119,-15.0,-0.02090057162567973,-4.073242697433062,0.004250457580201328,0.0036865234375,-0.031622556038200855,-4.073242697433062,-0.9960264131426811,0.0,0.3116611659526825
-5.717122437191004,27,4.968237888945917,0.40424219369888303,0.0019775390625,-0.999383382499218,-3.9638762239133456,-3.9686162921288597,2800.0,0.0,0.2024376161353844,0.0,1500.0,-1.4877409161614197,-5.481608714257407,787500.0,-0.013251317664980888,-4.0048471509683194,-0.03179967887699604,5.409927911027903,-0.7068450122977084,0.0,0.0,-15.0,700.0,0.0,0.33318838477134705,0.0,0.24271119385957718,-5.408244551848108,0.039471714198589324,375.0,5.275503233632375,-15.0,-0.023083579959347844,-3.9682684861058704,0.004218533268431202,0.0047607421875,-0.03162585366517305,-3.9682684861058704,-0.9961117044091224,0.0,0.3163877263665199
-5.675164827335996,28,4.9061904678942145,0.4076908819377422,0.001806640625,-0.99938053637743,-3.9101124027517296,-3.909690573682113,2900.0,0.0,0.2009318032717296,0.0,1500.0,-1.4843566526345966,-5.442134982551975,815625.0,-0.013251317664980888,-3.949791698442265,-0.03394856434315443,5.370387738707147,-0.7049637045070994,0.0,0.0,-15.0,725.0,0.0,0.33318838477134705,0.0,0.2426752161234617,-5.36889827857348,0.040574679151177406,375.0,5.251070422072891,-15.0,-0.024767753295600416,-3.906017225657785,0.004232374823186546,0.0040771484375,-0.03162783561274409,-3.906017225657785,-0.9958861500024796,0.0,0.3224691316485405
-5.58917865682456,29,4.8316632647946545,0.4127333924174309,0.001416015625,-0.9993883401155472,-3.8274709959770727,-3.836121218973311,3000.0,0.0,0.20019008401037888,0.0,1500.0,-1.5058738471590913,-5.360407080821662,843750.0,-0.013251317664980888,-3.8675197096569223,-0.03462613765150309,5.297121561338774,-0.7006463182275183,0.0,0.0,-15.0,750.0,0.0,0.33318838477134705,0.0,0.2426321055740118,-5.295285598526748,0.04204445872455835,375.0,5.327111513605771,-15.0,-0.02576224678196013,-3.8318819498027046,0.004194459650898352,0.00419921875,-0.03163022277876735,-3.8318819498027046,-0.9955855831503868,0.0,0.3277279257774353
-5.696646013001486,30,4.899953549171834,0.41707637831568717,0.0013916015625,-0.9994219481945038,-3.911240091013284,-3.9124017563706275,3100.0,0.0,0.20104081834777315,0.0,1500.0,-1.4823641143993882,-5.4616117792322125,871875.0,-0.013251317664980888,-3.835885405280341,-0.03438525041565299,5.387715100883733,-0.7064248380207573,0.0,0.0,-15.0,775.0,0.0,0.33318838477134705,0.0,0.24267166927456857,-5.385157860734493,0.040482604410499334,375.0,5.2184796557168855,-15.0,-0.026958621013909577,-3.8999016837137455,0.004031241912161932,0.0040283203125,-0.03162803174927831,-3.8999016837137455,-0.9959049880504608,0.0,0.3328331135213375
-5.689866622584498,31,5.189790498752759,0.42075334414839743,0.001318359375,-0.999440298974514,-4.178842669075482,-4.1777511646823715,3200.0,0.0,0.20399239136400044,0.0,1500.0,-1.508271452293411,-5.456382331737247,900000.0,-0.013251317664980888,-4.025273886442709,-0.035904651321470735,5.381209188273185,-0.7086068666038046,0.0,0.0,-15.0,800.0,0.0,0.33318838477134705,0.0,0.2428378690034151,-5.380320119821047,0.03423537788912654,375.0,5.393420339427655,-15.0,-0.028330713463947176,-4.190063411285865,0.003942088392795995,0.00439453125,-0.03161894865334034,-4.190063411285865,-0.9971825495362282,0.0,0.33787874281406405
-5.694663259593012,32,5.404956626392486,0.42410495281219485,0.0009521484375,-0.9994878381490707,-4.41300492310865,-4.419133257990341,3300.0,0.0,0.20469999253853302,0.0,1500.0,-1.509407290060335,-5.459899209468286,928125.0,-0.013251317664980888,-4.283411040321901,-0.03600926212966442,5.385152176793914,-0.7093996774165134,0.0,0.0,-15.0,825.0,0.0,0.33318838477134705,0.0,0.24295841120183467,-5.38356544970969,0.033035841025412085,375.0,5.322413125497004,-15.0,-0.02925844080746174,-4.404597474768858,0.003711186960572377,0.0036865234375,-0.03161247903481126,-4.404597474768858,-0.9974278643727302,0.0,0.34315130636096003
-5.732805005139602,33,5.517864451311531,0.4276966542005539,0.0010986328125,-0.9995606034994126,-4.504835798866082,-4.510184669756259,3400.0,0.0,0.2086542560288282,0.0,1500.0,-1.4977613824026776,-5.4988997742016155,956250.0,-0.013251317664980888,-4.454016461276289,-0.03802373325452209,5.413511347471696,-0.7136718979367288,0.0,0.0,-15.0,850.0,0.0,0.33318838477134705,0.0,0.24302161261439323,-5.413001729032759,0.030532695166766644,375.0,5.372531956904041,-15.0,-0.02992870509624481,-4.518306627029618,0.0033577538328245283,0.004833984375,-0.03160912534222007,-4.518306627029618,-0.997939744591713,0.0,0.34763193055987357
-5.692526614514039,34,5.515752095805259,0.4309700205922127,0.0013427734375,-0.999560035765171,-4.518818151266006,-4.513127272310145,3500.0,0.0,0.20387332719382475,0.0,1500.0,-1.5213731625000946,-5.458840302532609,984375.0,-0.013251317664980888,-4.550979675451421,-0.03930565183982253,5.3754410119774745,-0.7114011120422219,0.0,0.0,-15.0,875.0,0.0,0.33318838477134705,0.0,0.24302024841308595,-5.373283419598596,0.029305791668593883,375.0,5.421865685297296,-15.0,-0.03046693350188434,-4.515843921898595,0.003360456775408238,0.00498046875,-0.03160919742658734,-4.515843921898595,-0.9981906667351723,0.0,0.35233441963791845
-5.707912603902076,35,5.307567750419049,0.4341602481901646,0.001123046875,-0.999581153690815,-4.310562136179301,-4.313069105447077,3600.0,0.0,0.20398217872745175,0.0,1500.0,-1.520909915112861,-5.473800113217165,1012500.0,-0.013251317664980888,-4.427009752701076,-0.03861871724948287,5.3791896079634665,-0.7118267090030713,0.0,0.0,-15.0,900.0,0.0,0.33318838477134705,0.0,0.24290403313934802,-5.37693391992661,0.028822190267965196,375.0,5.382112608023562,-15.0,-0.031721041072160006,-4.307420894388434,0.0032578871119767427,0.004931640625,-0.031615385226905345,-4.307420894388434,-0.9982895508408547,0.0,0.3559365004301071
-5.6760390745651375,36,5.2042314805908205,0.43869209513068197,0.0013427734375,-0.9995433330535889,-4.193500802641409,-4.187513510915256,3700.0,0.0,0.19997380824602243,0.0,1500.0,-1.5143241680860229,-5.443410182619063,1040625.0,-0.013251317664980888,-4.2921672129681125,-0.038185153156518936,5.360105610534593,-0.7078649278177181,0.0,0.0,-15.0,925.0,0.0,0.33318838477134705,0.0,0.2428460817784071,-5.358115941331098,0.03115069679915905,375.0,5.429285035704739,-15.0,-0.03302375953644514,-4.204574142700698,0.003441595833282918,0.005029296875,-0.03161850450560451,-4.204574142700698,-0.9978133767843247,0.0,0.36011729165911677
-5.676962173746752,37,4.976820257564897,0.4440072558820248,0.0015380859375,-0.9995477095246315,-3.99026821509601,-3.9921392647760996,3800.0,0.0,0.1966526098471745,0.0,1500.0,-1.4840126812952803,-5.444856269332432,1068750.0,-0.013251317664980888,-4.116869731456797,-0.038847488909959794,5.350991931849697,-0.7063412390118173,0.0,0.0,-15.0,950.0,0.0,0.33318838477134705,0.0,0.242716047167778,-5.349054890123794,0.033671709382906555,375.0,5.218459811416838,-15.0,-0.03371963631361723,-3.9766948624215877,0.0034203210030682384,0.0047607421875,-0.03162558674812317,-3.9766948624215877,-0.9972978383302689,0.0,0.3638596601784229
-5.641063373775706,38,4.929477479279614,0.4507267393171787,0.0018310546875,-0.9995189055800437,-3.935703752680417,-3.9394376481813147,3900.0,0.0,0.1959180167296711,0.0,1500.0,-1.511681453842175,-5.409490467397477,1096875.0,-0.013251317664980888,-3.950159299367156,-0.04018022855743766,5.327281354126238,-0.7035680497116118,0.0,0.0,-15.0,975.0,0.0,0.33318838477134705,0.0,0.24268853925168515,-5.3259684699424,0.0376560315489769,375.0,5.329603277745859,-15.0,-0.034844846464693546,-3.929032632501117,0.0035602166317403316,0.004443359375,-0.03162710070610046,-3.929032632501117,-0.9964830204844475,0.0,0.3689668864011765
-5.694225825624997,39,4.803702174007475,0.4580693252384663,0.0015625,-0.9995298072695732,-3.8023009533025336,-3.799526566228578,4000.0,0.0,0.1961277462346817,0.0,1500.0,-1.4962329450070684,-5.460338397287155,1125000.0,-0.013251317664980888,-3.8739255202193794,-0.041916347295045855,5.392038705385487,-0.7028044579303241,0.0,0.0,-15.0,1000.0,0.0,0.33318838477134705,0.0,0.24261574931442736,-5.39089315590911,0.03915331764146686,375.0,5.315496990387286,-15.0,-0.0358608559705317,-3.803883079563178,0.0035072583355940878,0.00478515625,-0.031631131935864684,-3.803883079563178,-0.9961768239736557,0.0,0.37307404577732084
-5.612310334830124,40,4.753912300823417,0.46276703625917437,0.0013916015625,-0.9994941011071206,-3.7569244384200084,-3.7601276685689258,4100.0,0.0,0.19126128040347035,0.0,1500.0,-1.4821668789649265,-5.379662684804673,1153125.0,-0.013251317664980888,-3.777440451882337,-0.043024822138249874,5.3128717196329545,-0.6979282066808082,0.0,0.0,-15.0,1025.0,0.0,0.33318838477134705,0.0,0.24258660413324834,-5.310721574220183,0.039785105362534524,375.0,5.2336097849365615,-15.0,-0.037938861455768344,-3.7541857149156916,0.0036806981835979967,0.004443359375,-0.03163275793194771,-3.7541857149156916,-0.9960476189851761,0.0,0.37735331878066064
