train/episodes,train_0/q_loss,train_1/target_q,train_1/reward_-0.0_frac,train_1/q_grads,train_1/avg_q,train_0/fw_bonus,train_0/fw_loss,test_1/avg_q,train_0/mu_grads_std,train_1/q_grads_std,train_1/reward_-27.0_frac,policy/steps,train_0/reward_-0.0_frac,epoch,train_0/avg_q,train_0/reward_-1.0_frac,train_1/reward_-1.0_frac,test_0/avg_q,test_1/n_subgoals,train_1/fw_loss,test_1/subgoal_succ_rate,train_0/current_q,train_0/mu_grads,train_1/subgoal_succ_rate,train_1/mu_grads_std,train_1/next_q,train_0/target_q,train/success_rate,train_1/reward,train_1/current_q,train_0/mu_loss,test/success_rate,train_0/next_q,train_1/fw_bonus,train_0/q_grads_std,train_1/mu_grads,train_0/reward,train_1/n_subgoals,train_1/q_loss,train_1/mu_loss,train_0/q_grads,test/episodes
1100.0,0.356265779547136,-7.954898080059439,0.0,-0.04552495703101158,-13.999630273837091,-0.9985567525029182,0.007389768527355045,-13.981865726568584,0.31543743833899496,0.22642664127051831,0.0,999772.0,0.0,10,-26.140242663877014,0.0285888671875,0.002099609375,-26.999998562433507,675.0,0.08131941836327314,0.0,-9.33526854237309,-0.01247011220548302,0.013333333333333334,0.289792650192976,-7.463454660994961,-9.482758438384232,0.0,-2.0530057658012084,-7.951601114184733,9.318924702720995,0.0,-9.323740499400229,-0.9848933607339859,0.21456494517624378,-0.045119116082787514,-0.7069688112220319,2700.0,0.598715252134444,6.011083247351946,0.02125284718349576,275.0
1200.0,0.44059169753021976,-7.95278894022268,0.0,-0.04936491856351495,-13.941258283685144,-0.9986303374171257,0.007044047152157873,-14.230502648791827,0.32089963257312776,0.23527959771454335,0.0,1090604.0,0.0,11,-26.34955635286916,0.0419189453125,0.0018310546875,-27.0,675.0,0.08147574439644814,0.0,-9.33293680185217,-0.013983873929828406,0.005925925925925926,0.3035186342895031,-7.482167180548876,-9.495225888535549,0.0,-2.1017436513073333,-7.842380316244807,9.319620296004718,0.0,-9.328674779866045,-0.9848593875765801,0.2222245492041111,-0.049643308855593204,-0.7072741482115816,2700.0,0.8979094885743848,5.785371637873362,0.02516769589856267,300.0
1300.0,0.4584947579127709,-9.387984458606741,0.0,-0.05415916442871094,-14.056673448702647,-0.9988075330853462,0.006211301684379578,-14.346442002073621,0.32629276663064954,0.24362900108098984,0.0,1181729.0,0.0,12,-26.997286050589693,0.01494140625,0.0021728515625,-27.0,675.0,0.07744123991578818,0.0,-9.611545778661853,-0.014675398427061736,0.0,0.31135008335113523,-9.626766143132622,-9.755809353215765,0.0,-2.0965304477162134,-9.401039541103929,9.611477376097547,0.0,-9.61256202737029,-0.9857366681098938,0.228393217548728,-0.043306476715952155,-0.7059711443347624,2700.0,1.9770976802627545,6.0753440754455275,0.031190891144797207,325.0
1400.0,0.24223996404485462,-8.095610735691265,0.0,-0.05337208788841963,-14.185319953886301,-0.9988363683223724,0.006075761804822832,-14.031924335235992,0.3305092602968216,0.24550467282533645,0.0,1272854.0,0.0,13,-26.99999999999141,0.01015625,0.0030029296875,-27.0,675.0,0.07486454844474792,0.0,-9.439710726911207,-0.014138334337621928,0.0,0.314178341627121,-7.585246054762268,-9.572463322408652,0.0,-2.074154348010052,-8.109065168404536,9.43237498413034,0.0,-9.425984078496743,-0.9862969785928726,0.22969317063689232,-0.046523678675293924,-0.7041300960139779,2700.0,0.7360832519185516,5.889330192475053,0.028822037018835546,350.0
1500.0,0.30862159314864007,-7.4644054236773485,0.0,-0.052097327541559935,-14.174564025600159,-0.9988766208291053,0.005886578117497265,-13.765099675094998,0.33544325828552246,0.24529963061213494,0.0,1363979.0,0.0,14,-26.99999999996654,0.0135009765625,0.0025634765625,-27.0,675.0,0.07241432629525661,0.0,-9.19361247282184,-0.009695896063931286,0.0,0.3172408379614353,-7.0638174484245795,-9.349234711196932,0.0,-2.0929144006928255,-7.489992596190248,9.183915333601778,0.0,-9.181768817864842,-0.9868297770619392,0.23295077830553054,-0.049235157947987315,-0.7034788370299794,2700.0,0.4623801387394527,6.073172087350213,0.03146917298436165,375.0
1600.0,0.18229653412401764,-8.182836704249542,0.0,-0.053106305189430714,-13.863131093194658,-0.9988602295517921,0.005963606492150575,-13.793452733819475,0.3434426590800285,0.24909172132611274,0.0,1455078.0,0.0,15,-26.86046311034265,0.015185546875,0.0021728515625,-26.999282735329956,675.0,0.07025824096053838,0.0,-9.307671913732856,-0.008286728337407113,0.00037037037037037035,0.3212607279419899,-7.7766880844442285,-9.456856477850934,0.0,-2.1172943297468008,-8.178793243139754,9.29153567618701,0.0,-9.291534811437662,-0.9872986152768135,0.2371405404061079,-0.0497773127630353,-0.7033973993631661,2700.0,1.3003447609347145,5.772881445985817,0.031510943081229925,400.0
1700.0,0.1719436267194018,-8.635646627148457,0.0,-0.05299417525529861,-13.91964295380313,-0.9988644927740097,0.005943524336908012,-13.830195460579615,0.35211076512932776,0.2521372377872467,0.0,1546203.0,0.0,16,-26.74125470329869,0.01572265625,0.0022705078125,-26.999475507970807,675.0,0.06795098707079887,0.0,-9.363481102304709,-0.005689967016223818,0.0,0.32451847195625305,-8.563723220172758,-9.520167272421222,0.0,-2.1327307321291302,-8.660967450358537,9.343014777928337,0.0,-9.343979295269403,-0.9878003388643265,0.24270559065043926,-0.04955240758135915,-0.701360961971659,2700.0,3.766447274135923,6.838267675784711,0.02807975159958005,425.0
1800.0,0.21897644518624784,-7.805661824948396,0.0,-0.05414467519149184,-13.986007592874866,-0.9988501995801926,0.006010756245814264,-13.948121372020601,0.35918540358543394,0.25423949137330054,0.0,1637326.0,0.0,17,-25.527208792694754,0.0170166015625,0.001904296875,-26.88181261636163,675.0,0.07005210127681494,0.0,-9.369006947039463,-0.0026959928683936594,0.00037037037037037035,0.32367086708545684,-7.346289964750502,-9.515927874666499,0.0,-2.1092845156774276,-7.81261872131337,9.362921663523979,0.0,-9.36226463304852,-0.9873434454202652,0.2467158917337656,-0.05080391289666295,-0.7000476567736769,2700.0,0.557485665477825,6.145999622457916,0.02682984797284007,450.0
1900.0,0.17218637406630677,-7.683576992234893,0.0,-0.05428436324000359,-13.849068085459598,-0.9988647535443306,0.005942279659211636,-13.968975422271889,0.3654665522277355,0.2546344891190529,0.0,1728451.0,0.0,18,-26.920668194168442,0.0207275390625,0.0018310546875,-26.99499556585011,675.0,0.0650454112328589,0.0,-9.453918519130564,-0.0049690664513036605,0.0,0.32373339384794236,-7.163670735475797,-9.604421154502301,0.0,-2.076039804276661,-7.68676631674515,9.432820248268154,0.0,-9.431588584914866,-0.988432140648365,0.24908165596425533,-0.05098454300314188,-0.7027649028786982,2700.0,0.3546730492294562,6.245192073284133,0.028074756218120455,475.0
2000.0,0.1760395979867586,-8.071382339126497,0.0,-0.05512894382700324,-13.894212661791265,-0.9988026350736618,0.006234222569037229,-13.881198328715545,0.37087764516472815,0.2569863900542259,0.0,1819576.0,0.0,19,-26.991453950917933,0.0220703125,0.0026123046875,-26.999999990004696,675.0,0.06654796013608574,0.0,-9.398375355115064,-0.006845038151368499,0.0,0.3233879193663597,-7.571365191208976,-9.559933035014264,0.0,-2.129306615972746,-8.082700641692497,9.374165577273493,0.0,-9.373853687221347,-0.9881054267287255,0.25338859409093856,-0.05353210940957069,-0.7047480026536505,2700.0,0.49988025018655546,6.200770061207633,0.029187824809923768,500.0
2100.0,0.27446677936823705,-9.883731643556928,0.0,-0.05647349217906594,-13.99415088794912,-0.998863174021244,0.005949735292233527,-14.329739294952272,0.3795683585107327,0.2623440630733967,0.0,1910701.0,0.0,20,-25.648862683925625,0.021435546875,0.0024658203125,-17.508002104209698,675.0,0.06469261385500431,0.0,-9.194652537999751,-0.004967886942904442,0.0,0.3249192513525486,-9.561535647300845,-9.366733646766756,0.0,-2.1043618546253127,-9.82242889196176,9.166209783895887,0.0,-9.173190478223535,-0.9885088726878166,0.25842284560203554,-0.05487638069316745,-0.7041435042789089,2700.0,2.341463527040638,6.807293917375747,0.028551272582262754,525.0
2200.0,0.26069892637545766,-8.443189546287838,0.0,-0.0555261243134737,-14.121134572908028,-0.9988573729991913,0.005977059865836054,-13.89533214245821,0.3822373390197754,0.263219889998436,0.0,2001826.0,0.0,21,-23.073423325086594,0.0118408203125,0.0023193359375,-26.999999815580345,675.0,0.06296583143994212,0.0,-9.462722182946777,-0.006916759675368667,0.0,0.3285141967236996,-8.022467771636022,-9.630722293723291,0.0,-2.0804895394096095,-8.463796734007833,9.459088766646435,0.0,-9.460109894384086,-0.988884350657463,0.263324985653162,-0.05310796778649092,-0.7066430383594706,2700.0,0.6785919169306996,6.376285869076801,0.032559083122760055,550.0
2300.0,0.1980869821648112,-9.712497046473867,0.0,-0.056375426799058916,-14.08945554497054,-0.9988262176513671,0.006123451248276979,-13.492856592554244,0.3873273603618145,0.2678056091070175,0.0,2092951.0,0.0,22,-26.99974577737748,0.0258544921875,0.0020751953125,-27.0,675.0,0.06479622917249798,0.0,-9.46382514693193,-0.007945049996487796,0.0,0.33225297182798386,-9.64107154421682,-9.614585763282102,0.0,-2.1319995140933314,-9.703999378169915,9.438290151264948,0.0,-9.439994121533054,-0.9884863331913948,0.26693024188280107,-0.05378514900803566,-0.7086782448779558,2700.0,1.4238102733387208,6.577889301168019,0.03462099758908153,575.0
2400.0,0.1703702266612114,-8.94229678491676,0.0,-0.05652741314843297,-14.106501316865728,-0.9988915666937828,0.005816333880648017,-14.00112076365169,0.3931979775428772,0.2725576288998127,0.0,2184076.0,0.0,23,-26.999825925511573,0.0103759765625,0.0030029296875,-27.0,675.0,0.06491435505449772,0.0,-9.444874016684683,-0.0052328236517496405,0.0,0.33434427082538604,-8.586927664095048,-9.59908232774606,0.0,-2.102860693958064,-8.949156304279654,9.418551001987446,0.0,-9.417295752164344,-0.9884606450796127,0.26860125064849855,-0.05457235472276807,-0.7075390447382233,2700.0,0.7721473608731065,6.173731643685765,0.03484340170398355,600.0
2500.0,0.17077533844533727,-7.675288606699541,0.0,-0.05559065900743008,-14.00179898797569,-0.9989024251699448,0.005765274842269718,-14.171288562113677,0.39858398512005805,0.2762995459139347,0.0,2275201.0,0.0,24,-26.99995072829897,0.01220703125,0.002734375,-26.99999999962247,675.0,0.07026489451527596,0.0,-9.34143112956398,-0.005335272511001676,0.0,0.3356053106486797,-7.1698854181982385,-9.485646650015573,0.0,-2.1273766130616423,-7.681069709732026,9.313779779062589,0.0,-9.312803957285166,-0.9872971698641777,0.2721285030245781,-0.05403443528339267,-0.7063115671808191,2700.0,0.2976354307339723,6.05512341954847,0.03310901531949639,625.0
2600.0,0.18420202822055157,-8.067563056467463,0.0,-0.05814050901681185,-14.05591283245295,-0.9989014327526092,0.005769984680227935,-13.961272978116783,0.4024331301450729,0.280131583660841,0.0,2366326.0,0.0,25,-26.999570051246167,0.0087890625,0.00224609375,-26.99999999475195,675.0,0.07585170846432447,0.0,-9.471106914559376,-0.007763638976030052,0.0,0.33567751869559287,-7.667586196261084,-9.624152325701186,0.0,-2.0865470189884947,-8.072814458287855,9.442699490638525,0.0,-9.44086488912081,-0.9860823169350624,0.27358599230647085,-0.05487085860222578,-0.7095703434519237,2700.0,0.6140218358616987,6.068339045243081,0.03421587329357863,650.0
2700.0,0.1893442253155367,-8.106306425537639,0.0,-0.05770454192534089,-14.207560445957801,-0.9989501565694809,0.005540957709308713,-14.143269606173048,0.4037128910422325,0.285117793828249,0.0,2457451.0,0.0,26,-26.997103650499678,0.00927734375,0.0021240234375,-26.999997738874427,675.0,0.07895181179046631,0.0,-9.420906396177353,-0.012135646818205715,0.0,0.336810053139925,-7.619852884261675,-9.582722628873773,0.0,-2.116776367046259,-8.126565356570485,9.394538380662942,0.0,-9.392244314238525,-0.9854082062840461,0.27881563603878023,-0.05503297634422779,-0.7094604326615809,2700.0,1.1441394455310987,6.233423340197363,0.03602320197969675,675.0
2800.0,0.20275741370698325,-7.7906078245439785,0.0,-0.05796854393556714,-14.076200046395744,-0.9989376291632652,0.005599927867297083,-14.044443085286861,0.40615138709545134,0.2881632000207901,0.0,2548576.0,0.0,27,-26.99678898312977,0.0097412109375,0.00244140625,-27.0,675.0,0.08527380079030991,0.0,-9.599817920487672,-0.015267028636299074,0.0,0.33795063868165015,-7.241464566258887,-9.754168541511223,0.0,-2.0899049267529337,-7.787113747078837,9.58859471593561,0.0,-9.587390926882758,-0.9840334802865982,0.2847511187195778,-0.05542186200618744,-0.7139219320881238,2700.0,0.5998297189350774,5.903828656018047,0.0363766354508698,700.0
2900.0,0.22124230063838918,-7.876401304833616,0.0,-0.0587079799734056,-14.012111907652223,-0.9989138722419739,0.005711547925602645,-13.954165034335238,0.4069490574300289,0.29084900617599485,0.0,2639701.0,0.0,28,-26.999995330222333,0.011865234375,0.0021240234375,-27.0,675.0,0.08484424632042646,0.0,-9.460998902461906,-0.01824600948020816,0.0,0.3398936688899994,-7.360850734216234,-9.624980031277394,0.0,-2.104636689167819,-7.887774225793677,9.438810232131576,0.0,-9.437802664655095,-0.9841268926858902,0.28829932287335397,-0.056730262283235786,-0.7100892559756176,2700.0,0.41729809228934955,6.0253338906774205,0.03653023913502693,725.0
3000.0,0.24100662514861698,-8.618122677048415,0.0,-0.06056683491915464,-13.975024840613866,-0.9988853737711907,0.005845399515237659,-13.944420730954104,0.40691944137215613,0.2933450758457184,0.0,2730586.0,0.0,29,-26.83898575625466,0.012353515625,0.0019287109375,-25.058312690350498,676.0,0.08610083293169737,0.0014792899408284023,-9.495678664031656,-0.023612334625795484,0.003703703703703704,0.34037807434797285,-8.25072202980828,-9.646348809035372,0.0,-2.1295244810389704,-8.638608051145791,9.480273669641276,0.0,-9.473323318778657,-0.983853654563427,0.29224768951535224,-0.05672772377729416,-0.7122112455203023,2700.0,1.0853327842355172,6.607071121524899,0.036746278032660486,750.0
3100.0,0.36719191276325625,-9.412667235667408,0.0,-0.06128682978451252,-14.141913254950284,-0.9988218784332276,0.006143865152262151,-13.919887028863359,0.4117100201547146,0.2959403328597546,0.0,2821313.0,0.0,30,-25.472323218091688,0.0102294921875,0.0015625,-23.504424396779285,675.0,0.09405745752155781,0.0,-9.611432785485075,-0.02428070977330208,0.006666666666666667,0.34349601045250894,-9.207691505718767,-9.752604359536267,0.0,-2.0812961163661385,-9.328623807568942,9.61362722583066,0.0,-9.609733356564387,-0.9821234673261643,0.3003935404121876,-0.05591142699122429,-0.718527146957058,2700.0,1.2765903510260757,6.227474665232295,0.037164243403822184,775.0
3200.0,0.23907580548651958,-7.58446126210296,0.0,-0.06077146716415882,-13.952235808625764,-0.9987395286560059,0.0065308160032145676,-13.899328682651777,0.4171079620718956,0.29705354049801824,0.0,2912322.0,0.0,31,-26.82849795089222,0.0125244140625,0.0012939453125,-26.999828234187735,675.0,0.09455375354737043,0.0,-9.465333231650817,-0.0256861328613013,0.002962962962962963,0.34543041959404946,-7.094135099797446,-9.614923681564573,0.0,-2.0959272144027636,-7.574288223506954,9.409653037872559,0.0,-9.405251719312705,-0.9820155635476112,0.3039308600127697,-0.0573480567894876,-0.7213058029388776,2700.0,0.6936521711529997,6.12660856367444,0.03834530189633369,800.0
3300.0,0.259081772054094,-9.907537087408471,0.0,-0.061393468361347917,-14.13625327930069,-0.9986861065030098,0.0067819820018485185,-14.113879583186758,0.42034299597144126,0.2979808397591114,0.0,3003447.0,0.0,32,-26.994860430018438,0.01630859375,0.0014404296875,-27.0,675.0,0.09952962268143892,0.0,-9.44314887294924,-0.02671458930708468,0.0,0.34739903062582017,-10.024847994749962,-9.579856653534218,0.0,-2.0928471509083466,-9.92651735194834,9.397433162689733,0.0,-9.39063256493947,-0.9809335559606552,0.3078013211488724,-0.05793343000113964,-0.7229026157423505,2700.0,1.675263949708358,6.940683292765553,0.03967092158272863,825.0
3400.0,0.30436364891831025,-9.897519634339924,0.0,-0.06123377839103341,-14.192911039741361,-0.9984573781490326,0.007856831105891615,-13.893191724214255,0.42526681944727895,0.30097834542393687,0.0,3094572.0,0.0,33,-26.999997955395315,0.0148193359375,0.0018798828125,-26.999999999879133,675.0,0.10908139199018478,0.0,-9.504820198831334,-0.029638608917593956,0.0,0.3490371026098728,-9.90707928251822,-9.655620157766261,0.0,-2.1108516043612324,-9.893838033029093,9.449942177842397,0.0,-9.43982738373118,-0.9788565292954445,0.31162973642349245,-0.057238537911325695,-0.7334327910633874,2700.0,1.178914159644578,6.612486712571555,0.041044396348297596,850.0
3500.0,0.38496606940042977,-10.26069626915257,0.0,-0.06220506047829986,-13.992094421714583,-0.9982665285468102,0.008753793477080763,-13.403814136735996,0.4311075933277607,0.3051424026489258,0.0,3185557.0,0.0,34,-26.98813589007667,0.0182373046875,0.0015625,-26.98955666314004,675.0,0.12043599635362626,0.0,-9.45723766036412,-0.03205066993832588,0.0,0.35102603286504747,-10.286655268305749,-9.59240321055039,0.01,-2.130735239752539,-10.25206316378608,9.38567606260209,0.0,-9.371268434263541,-0.9763874650001526,0.3135589867830276,-0.05865581212565303,-0.7442138258134946,2695.0,1.3825144395182234,6.4970077409016,0.0390389927662909,875.0
3600.0,0.3707408096268024,-10.049291072428824,0.0,-0.06333114951848984,-13.930015172264921,-0.9980936720967293,0.009566071978770196,-14.301967662082639,0.43505425229668615,0.3098913714289665,0.0,3276682.0,0.0,35,-26.6167894592756,0.014208984375,0.001611328125,-26.999996639961505,675.0,0.13907314669340848,0.0,-9.75610959994444,-0.03281707977876067,0.0,0.3533963993191719,-10.020705115146558,-9.906164535255778,0.0,-2.078342705767864,-10.039640966054206,9.681269131639866,0.0,-9.668073124262103,-0.9723348304629326,0.3198100969195366,-0.05952088162302971,-0.7513295540280523,2700.0,1.4527108302098726,6.192695747506413,0.03734152773395181,900.0
3700.0,0.42074536580419597,-10.345258466809033,0.0,-0.06535540129989385,-14.090637062627014,-0.9980678901076316,0.009687317279167473,-14.156726349808377,0.4392682433128357,0.3133114747703075,0.0,3367807.0,0.0,36,-26.744984876309314,0.0137451171875,0.0009033203125,-26.99999476973478,675.0,0.14299524314701556,0.0,-9.76084761620154,-0.032194754015654324,0.0,0.35505944564938546,-10.14965991609301,-9.910130443539785,0.0,-2.0798327784556023,-10.373838077254984,9.703568038383539,0.0,-9.68886219789184,-0.971481965482235,0.32424838542938234,-0.060190612263977525,-0.7553449744984391,2700.0,1.6552435799439658,6.2135257943685485,0.037631109543144706,925.0
3800.0,0.5868827900515325,-9.678099808374848,0.0,-0.0654799135401845,-13.98646391727656,-0.9978840008378029,0.010551453498192132,-13.653878772145248,0.4430682100355625,0.3136825703084469,0.0,3458932.0,0.0,37,-26.99943041522903,0.0137939453125,0.000830078125,-26.999667055197982,675.0,0.15247219614684582,0.0,-10.017673633242698,-0.03203552793711424,0.0,0.35622203052043916,-9.237515142632935,-10.16645153272153,0.0,-2.113201811876934,-9.700293999871638,9.956436507996028,0.0,-9.941225546003713,-0.9694212004542351,0.32808473855257037,-0.06080874837934971,-0.7708536231722973,2700.0,0.8660542378059006,6.196773191234044,0.03936085607856512,950.0
3900.0,0.477186096764003,-9.894538431776448,0.0,-0.06521110236644745,-13.939099492622077,-0.9977401599287987,0.011227432801388205,-13.068486298491766,0.4455688983201981,0.31637840047478677,0.0,3549816.0,0.0,38,-26.58437954159179,0.017724609375,0.0007568359375,-25.621729271760096,669.0,0.16861529126763344,0.0014947683109118087,-9.978433358273406,-0.031000494863837956,0.0007407407407407407,0.357161808013916,-9.473781994581785,-10.125811501538609,0.0,-2.153817259283096,-9.879182443615436,9.861888514540187,0.04,-9.84168983834265,-0.9659108757972718,0.3328299343585968,-0.06135117150843143,-0.7873954734161088,2700.0,1.8911730901851562,5.972462498085035,0.039663606137037274,975.0
4000.0,0.5597964975023064,-7.531513673425539,0.0,-0.06637636721134185,-13.954020996639285,-0.9975591585040092,0.012078060419298708,-14.223920088221623,0.4502349466085434,0.3174552947282791,0.0,3640664.0,0.0,39,-26.363676096123584,0.0109619140625,0.000537109375,-26.992381793387253,675.0,0.19220067225396634,0.0,-10.200100536285529,-0.02933604046702385,0.0044444444444444444,0.3602427840232849,-6.828288284903801,-10.352242652401676,0.0,-2.1463335069827734,-7.351648366211165,10.078716594925309,0.0,-10.050693505604382,-0.9607822507619858,0.34259624481201173,-0.06083399150520563,-0.801806926086283,2700.0,1.0601220096545103,5.515746083934144,0.043682088144123554,1000.0
