train_0/mu_grads_std,train_1/next_q,train_1/n_subgoals,test/episodes,train_0/q_grads_std,train_1/reward_-27.0_frac,train_0/next_q,train_0/q_grads,train_1/mu_grads,train_1/fw_bonus,train_1/avg_q,train/episodes,train_1/reward_-1.0_frac,test_1/avg_q,train_1/q_grads_std,train_1/reward_-0.0_frac,train_1/subgoal_succ_rate,train_0/q_loss,train_1/reward,train_0/current_q,train/success_rate,train_0/fw_loss,train_0/mu_grads,train_1/current_q,train_0/reward_-0.0_frac,train_0/mu_loss,train_1/fw_loss,test_1/subgoal_succ_rate,test/success_rate,train_0/avg_q,train_1/q_grads,train_0/fw_bonus,policy/steps,train_0/target_q,train_0/reward,epoch,train_1/mu_loss,test_0/avg_q,train_1/q_loss,train_1/mu_grads_std,train_1/target_q,test_1/n_subgoals,train_0/reward_-1.0_frac
0.17005958408117294,-14.311208266771782,2660.0,15.0,0.15876646973192693,0.0,-4.605841009559763,0.03162650624290109,0.015475822077132762,-0.9952658787369728,-11.229425715568043,100.0,0.0109375,-4.032715178337013,0.19227388314902782,0.0,0.060526315789473685,0.5320617440225217,-2.595496156994341,-4.8388027778257365,0.02,0.00030606089494540357,-0.013503947760909796,-13.556606457239605,0.0,4.6158724624606755,0.0016764363535912707,0.7853277209861695,0.0,-2.4194429543622267,0.02367886984720826,-0.9989638537168503,79559.0,-4.7714580869787655,-0.648288328668059,0,14.242824589593805,-1.0985210433098107,27.897280299265766,0.18965463116765022,-13.461612625974254,1663.0,0.001611328125
0.21036581620573996,-12.7265109138682,2525.0,30.0,0.17146282829344273,0.0,-3.3583022972579863,0.024870348116382956,0.015015460457652808,-0.9958636879920959,-12.91391655985455,200.0,0.01279296875,-15.53308287998902,0.2599483266472816,0.0,0.10138613861386139,0.571710406455592,-2.563785261176963,-3.5764221060511145,0.19,0.0003739662752195727,-0.031226758426055313,-12.482585884258189,0.0,3.3726041226607464,0.0015233631449518726,0.01937046004842615,0.0,-5.953428280466778,0.01861434322781861,-0.9987307623028755,153715.0,-3.6658008465523793,-0.6824524649866361,1,12.664216963598632,-2.0587311050443695,16.665840266746123,0.24356072284281255,-12.485569182937033,413.0,0.0007568359375
0.2409977838397026,-13.39386198590949,2516.0,45.0,0.18648662380874156,0.0,-3.051139175688954,0.02366808238439262,0.011440288298763335,-0.9957330256700516,-16.52901137066707,300.0,0.0145751953125,-11.553323150954848,0.3013449087738991,0.0,0.07511923688394277,1.2395654668525498,-2.505012357564192,-3.1216572916424377,0.13,0.0003759486171475146,-0.027459408901631833,-12.99333701787998,0.0,2.94816836599974,0.0015568243834422901,0.0078125,0.06666666666666667,-5.24995565002107,0.01301676540169865,-0.9987239584326744,228540.0,-3.326780150444802,-0.699314777363179,2,13.394988039580664,-0.03252671756402111,11.48893043697061,0.2688354030251503,-13.011784952677909,384.0,0.00146484375
0.2614386975765228,-13.275322704287655,2340.0,60.0,0.1939646080136299,0.0,-5.44561032794447,0.02161574992351234,0.00805155977141112,-0.995477420091629,-14.808442591454172,400.0,0.0132568359375,-8.7623442112062,0.3253319889307022,0.0,0.10897435897435898,0.9766320102340529,-2.567332490620538,-5.703051519261908,0.25,0.0003918351234460715,-0.03180779349058867,-13.20105009866542,0.0,5.580827452479993,0.0016222699487116188,0.007352941176470588,0.0,-3.90863808782091,0.0051336161326617,-0.9986694172024727,298301.0,-5.509461016444494,-0.7183624230034183,3,13.158733861351783,-1.5915203140120342,10.806187640994853,0.2938450276851654,-13.177428898890378,408.0,0.0020263671875
0.2802825443446636,-12.879424561663251,2117.0,75.0,0.2079260554164648,0.0,-4.782056998736154,0.0201299506239593,0.005618043150752783,-0.9954560115933418,-14.32048934814037,500.0,0.01328125,-12.501280225837586,0.3445793740451336,0.0,0.14359943316013227,0.39001009188512403,-2.4815422230007242,-5.143276989479482,0.43,0.000399649963947013,-0.045996323134750126,-12.776410976923398,0.0,4.8781747996779945,0.0016277561895549296,0.8137724550898203,0.3333333333333333,-6.672841262318243,0.00201770206913352,-0.9986425921320915,359865.0,-5.105749767756959,-0.7182092317612842,4,12.934555693780794,-1.3204609683291597,10.468826762314086,0.3225977450609207,-12.887869120575107,1670.0,0.0012451171875
0.29564302414655685,-12.9557177310484,2106.0,90.0,0.22958575896918773,0.0,-4.9076519680391755,0.02387653198093176,0.002599095011828467,-0.9952895611524581,-14.921093144832358,600.0,0.0128173828125,-11.836298245905896,0.36029975637793543,0.0,0.24074074074074073,0.4100022005081164,-2.4685916780763364,-5.2747909237703166,0.52,0.00039901107738842255,-0.05203361762687564,-12.786049262466335,0.0,5.052632517405251,0.0016703726083505898,0.07090464547677261,0.3333333333333333,-7.548370105046231,-0.0015067106753122062,-0.9986447796225548,417889.0,-5.203538507005683,-0.7195281394950144,5,13.05587623088204,-1.7288011299314274,10.312461976601918,0.33995175287127494,-12.865810138868094,409.0,0.002392578125
0.3162715554237366,-13.648265066676203,1907.0,105.0,0.24679227285087108,0.0,-4.784658575262869,0.02744590612128377,0.0009682204225100576,-0.9954313889145852,-14.399675358337968,700.0,0.0130615234375,-15.848272353185367,0.37395571991801263,0.0,0.2548505506030414,0.5755658179239754,-2.421770444311915,-5.145855548731091,0.55,0.0004145395716477651,-0.05921857329085469,-13.549853465052138,0.0,4.927285930232522,0.001634057064075023,0.9619831036016007,0.06666666666666667,-9.269660360657628,-0.004295601963531226,-0.9985914781689644,471193.0,-5.0665607123526355,-0.7305743833479937,6,13.742857667688218,-1.009576730387438,7.303060198052559,0.3540854282677174,-13.593616831262853,4498.0,0.000439453125
0.32942472845315934,-13.113917652645153,2149.0,120.0,0.2516395427286625,0.0,-3.976281374736547,0.028191658761352302,-0.0006591465316887479,-0.994668324291706,-15.3423506829043,800.0,0.012548828125,-12.120667946203561,0.3855800710618496,0.0,0.2275476966030712,0.6069507442857235,-2.393747644796895,-4.297430756705848,0.39,0.00037844738981220873,-0.06526543237268925,-13.202716792739707,0.0,4.1230172364783115,0.0018294449080713093,0.02072538860103627,0.06666666666666667,-6.58836496814791,-0.0063034475315362215,-0.9987153634428978,530587.0,-4.288513205061564,-0.7363731796522188,7,13.169003688769982,-4.2599292824809805,7.884830805295768,0.36620382145047187,-13.197710198053196,386.0,0.00234375
0.3424082241952419,-13.102381186206022,2060.0,135.0,0.25886101722717286,0.0,-5.50699154870013,0.028557698475196958,-0.0030573858006391675,-0.9951235845685005,-14.99334742848422,900.0,0.0125732421875,-16.36518584068209,0.40066518560051917,0.0,0.170873786407767,0.7865257228629697,-2.365992810825992,-5.831476477274013,0.46,0.00034529002296039834,-0.07186917513608933,-13.112965907955743,0.0,5.624050488727034,0.0017128721141489224,0.899645390070922,0.06666666666666667,-8.431710354647436,-0.007322277571074664,-0.9988291904330253,589996.0,-5.800898492907274,-0.7461245356334985,8,13.325572039693203,-1.5347205450579984,7.397122298045856,0.3808997988700867,-13.19342695888966,2820.0,0.0016845703125
0.3541269898414612,-12.473532595857773,1946.0,150.0,0.2671713769435883,0.0,-4.665822627645512,0.031013392237946392,-0.005052886588964611,-0.9951321333646774,-17.00019904828113,1000.0,0.012890625,-19.135064685693465,0.4122402749955654,0.0,0.3011305241521069,0.5128196570137724,-2.317050856309288,-5.005463092446273,0.51,0.00032694533583708105,-0.07457805331796408,-12.591629849730857,0.0,4.792453897075378,0.0017106817307649181,0.03571428571428571,0.0,-8.75479494893317,-0.009797876747325063,-0.9988921701908111,642981.0,-5.041658889798827,-0.7468727008923451,9,12.642286905989874,-2.7794615422901248,6.8721279248393525,0.3933943763375282,-12.657783420796592,420.0,0.01171875
