train_0/mu_grads,train_1/fw_bonus,train_1/avg_q,train/episodes,train_0/q_grads_std,train_1/q_grads,test_1/avg_q,train_0/current_q,train_0/fw_loss,policy/steps,train_0/reward,train_0/q_grads,train_1/reward,train_1/subgoal_succ_rate,train_0/target_q,train_1/reward_-0.0_frac,train_1/q_loss,train_0/avg_q,train_0/mu_grads_std,test_1/subgoal_succ_rate,train_0/reward_-1.0_frac,train_1/mu_loss,test/success_rate,test/episodes,train/success_rate,train_1/mu_grads,train_0/fw_bonus,epoch,test_0/avg_q,train_1/n_subgoals,train_1/next_q,train_1/fw_loss,train_1/current_q,train_1/reward_-1.0_frac,train_0/q_loss,test_1/n_subgoals,train_1/q_grads_std,train_0/mu_loss,train_1/target_q,train_1/mu_grads_std,train_0/reward_-0.0_frac,train_0/next_q,train_1/reward_-27.0_frac
-0.13017635941505432,-0.998832854628563,-15.615130561796601,2900.0,0.37442387714982034,-0.07650656644254923,-17.755429525128086,-5.76992586647416,0.00021787499463243876,1814602.0,-0.7653901528039568,0.019224056554958225,-2.114106406854262,0.3503575076608784,-5.746377619299096,0.0,5.424622065648634,-12.478105785697391,0.5493119791150093,0.9688931757897276,0.0997802734375,12.07039737645468,0.2,725.0,0.62,-0.03594906879588962,-0.9992070958018303,28,-0.5732808242845615,1958.0,-11.82448922983394,0.0011122739102574996,-11.81250198284876,0.0078857421875,0.5408260558021534,8294.0,0.6191512957215309,5.556866783330019,-11.924296632878427,0.5722265556454659,0.0,-5.391114807977209,0.0
-0.13183458149433136,-0.9990520969033241,-14.80897202049401,3000.0,0.3792667254805565,-0.07789440900087356,-5.665544958670286,-5.656097486708581,0.00023216993577079847,1864217.0,-0.7626851513461588,0.018500719452276826,-2.052820885321853,0.44312090530077425,-5.616480662064125,0.0,10.26561432531604,-10.245511916861673,0.5565429925918579,0.9566229628721971,0.0763671875,10.148950215246346,0.08,750.0,0.71,-0.03648954480886459,-0.9991536796092987,29,-0.6820868904455342,1679.0,-10.224613791814047,0.0010603775663184933,-10.448547558643387,0.0071044921875,0.5276482903803446,8161.0,0.6304404765367508,5.427978105018667,-10.646721097583418,0.5774053290486336,0.0,-5.2709036217120655,0.0
-0.13613388501107693,-0.9992157578468323,-13.082693274840413,3100.0,0.38389522656798364,-0.08055532760918141,-13.263652826438625,-6.0003428390484075,0.00022384660078387242,1914024.0,-0.7674170463200426,0.018818213045597075,-2.0175041320610037,0.44163528778913397,-5.960705705851037,0.0,6.096692698950994,-9.801127518121168,0.5645023509860039,0.9894413515070071,0.1041748046875,8.454547124200406,0.32,775.0,0.62,-0.03819474168121815,-0.999184787273407,30,-1.2532038218739305,1859.0,-8.294782239653648,0.001021640132239554,-8.823597404006609,0.0075439453125,0.40084319475807784,10418.0,0.6409836083650589,5.746760394352877,-8.920955584309487,0.5818795830011367,0.0,-5.557725990017595,0.0
-0.13628533929586412,-0.999183577299118,-13.968311180691769,3200.0,0.38897953778505323,-0.08116066753864289,-9.354258260569495,-6.447030329440246,0.00023362497886409984,1964633.0,-0.7643683627742576,0.01990467170253396,-1.9712253358429734,0.414607358594179,-6.418565036311115,0.0,6.677936671855894,-13.401853659434007,0.5706719130277633,0.880661784648766,0.0726806640625,11.657737515929732,0.28,800.0,0.62,-0.04114208677783608,-0.9991482600569725,31,-1.296927410847658,1821.0,-11.476240904220283,0.0010292578241205773,-11.582808529277244,0.0078857421875,0.39258697440802737,3687.0,0.6555978864431381,6.204964211506011,-11.686565217267454,0.5881709381937981,0.0,-6.039149361312619,0.0
-0.13762518279254438,-0.9989750355482101,-12.7366578401632,3300.0,0.39264959618449213,-0.08020540643483401,-16.69588720577793,-6.161301178461207,0.00022072751016821712,2016123.0,-0.7723088753769843,0.01964439358562231,-1.9625672430083796,0.43331547937868237,-6.145557234194089,0.0,4.559688816847299,-12.393787034152874,0.5778069734573364,0.9369261477045908,0.09404296875,12.465905909968514,0.12,825.0,0.68,-0.04066798537969589,-0.9991964504122735,32,-1.8221796871737117,1867.0,-12.224705348077483,0.0010786210434162058,-12.260927704330268,0.0068115234375,0.4788932437105675,5010.0,0.663297264277935,5.945987936635253,-12.401421406949444,0.5949704706668854,0.0,-5.7614591074525165,0.0
-0.13916237093508244,-0.9991969883441925,-15.045140448636042,3400.0,0.3953587763011456,-0.0825157530605793,-14.393579393013779,-4.797254421125745,0.00021533945910050533,2066974.0,-0.7786676671381428,0.019862351566553117,-1.889691823567773,0.4324644549763033,-4.9806876160083995,0.0,4.638630277387282,-12.554570130359783,0.5835749000310898,0.014598540145985401,0.092626953125,10.995542240326753,0.0,850.0,0.72,-0.04221732076257467,-0.9992165759205818,33,-0.7873057338660987,1688.0,-10.79886269168308,0.0010260823139105924,-11.054977952263487,0.0078125,0.4502857217941438,685.0,0.6722791239619255,4.512970173238276,-11.164008886140044,0.602846673130989,0.0,-4.417425874825009,0.0
-0.13913508430123328,-0.9992271214723587,-12.398384085866278,3500.0,0.39988476783037186,-0.08304198533296585,-3.3247877517045334,-6.149953577712243,0.00023907344257168006,2126974.0,-0.7755327078040863,0.020624079508706927,-1.916139788703731,0.20706791827719492,-6.126704545720051,0.0,7.366517642413915,-10.137143410326184,0.5896094486117363,0.8478735005452562,0.096240234375,10.50273763131926,0.0,875.0,0.58,-0.04181265560910106,-0.9991279020905495,34,-1.5538923567613179,1811.0,-10.391676812249191,0.0010189470427576452,-10.636557460670797,0.0075927734375,0.5089894579444679,3668.0,0.6829532146453857,5.907239815918876,-10.807216589372695,0.6078257158398628,0.0,-5.760051593064948,0.0
-0.1426995385438204,-0.9993407458066941,-12.10653414476194,3600.0,0.40519958138465884,-0.08571880906820298,-16.59833479822055,-6.655538325979222,0.00023914747434901075,2176904.0,-0.775056564503393,0.02081562620587647,-1.9030395326069993,0.36018957345971564,-6.629535351237555,0.0,6.721304158858194,-12.942302801896423,0.597218994796276,0.798922056384743,0.0944091796875,11.30421685636978,0.28,900.0,0.7,-0.04250987898558378,-0.9991276279091835,35,-1.5602477814924622,1688.0,-11.078088343311151,0.000992051030334551,-11.239744421746442,0.0075927734375,0.4492427433369766,2412.0,0.6922305077314377,6.429260775084934,-11.42863614677915,0.6176091998815536,0.0,-6.259084859040355,0.0
-0.14537899047136307,-0.9996273562312126,-14.729152771072451,3700.0,0.40918069928884504,-0.09025894310325384,-20.483311433181946,-6.3693028184260765,0.00021488417114596815,2229894.0,-0.7787596450994897,0.020206177420914174,-1.9405013169543963,0.3267857142857143,-6.316638630597455,0.0,6.479678809448811,-12.898464389337516,0.6053363934159279,0.9244556113902848,0.100732421875,12.689016411124552,0.16,925.0,0.69,-0.04554281737655401,-0.9992182731628418,36,-1.2600023225216161,1680.0,-12.393413698975488,0.0009242127809557133,-12.405423670926599,0.0062744140625,0.5254166387241508,5970.0,0.7028746202588081,6.125360083109957,-12.491098778480978,0.6270068392157555,0.0,-5.960014789955302,0.0
-0.14765808247029782,-0.999417231976986,-15.137647720871948,3800.0,0.4145047150552273,-0.09089199882000684,-11.192286743405726,-6.3819943611943915,0.00022258503049670252,2285007.0,-0.7773608514016814,0.020993199804797767,-1.9470588967291405,0.2792134831460674,-6.327844409174049,0.0,5.1396538321693495,-11.892998294161876,0.6136268690228462,0.7032657657657657,0.0836669921875,12.737448953466913,0.2,950.0,0.63,-0.04594798581674695,-0.9991895020008087,37,-1.5614642049434848,1780.0,-12.544071764454628,0.0009739496585098095,-12.472450237275329,0.0078857421875,0.7235080896302535,1776.0,0.7102386102080345,6.218202007389783,-12.570783322260407,0.6367457136511803,0.0,-6.035568928630022,0.0
-0.148412449285388,-0.9991814389824867,-14.902090317592732,3900.0,0.41772763058543205,-0.0946035236120224,-12.001901800131288,-5.223270790532644,0.00022936411332921124,2337716.0,-0.7764023716415978,0.020285269105806948,-1.9851225082340533,0.25818989450305385,-5.1398090013787225,0.0,6.730659021830057,-10.451504121180788,0.6190547317266464,0.9630006788866259,0.07138671875,9.385316862023572,0.4,975.0,0.67,-0.046071077976375815,-0.9991641819477082,38,-1.7571979413134537,1801.0,-9.176837042136418,0.0010297611603164113,-9.551799852977519,0.0067138671875,0.7490090014770663,5892.0,0.7193902626633644,5.079390680056449,-9.724240424897989,0.647401288151741,0.0,-4.841756571692715,0.0
