policy/steps,train_0/fw_loss,train_1/subgoal_succ_rate,train_1/reward_-1.0_frac,train/episodes,train_1/reward_-0.0_frac,train_0/q_loss,train_1/reward_-10.0_frac,train_0/q_grads,train_1/fw_loss,train_0/current_q,train_1/next_q,train_1/target_q,train_0/mu_loss,train_0/q_grads_std,test_1/avg_q,test/success_rate,test_1/subgoal_succ_rate,train_0/next_q,train_1/avg_q,test/episodes,train_1/q_grads,train_0/avg_q,train/success_rate,train_1/q_grads_std,train_1/mu_grads_std,test_0/avg_q,test_1/n_subgoals,epoch,train_1/n_subgoals,train_0/mu_grads,train_1/mu_grads,train_1/q_loss,train_1/fw_bonus,train_0/mu_grads_std,train_0/fw_bonus,train_0/reward,train_1/reward,train_0/reward_-1.0_frac,train_1/mu_loss,train_0/reward_-0.0_frac,train_0/target_q,train_1/current_q
342116.0,5.8804410946322606e-05,0.0,4.8828125e-05,1100.0,0.0,0.7538199153030074,0.0,0.03468022653833032,0.0005733360449085012,-10.268225444172243,-10.0,-8.474125560201795,9.377571207646316,0.24441176205873488,-9.999999999999861,0.0,0.0,-10.266591253474422,-9.999999999914987,275.0,0.03393195988610387,-25.0,0.0,0.4663319803774357,0.1177799254655838,-25.0,250.0,10,1000.0,-0.005776371143292635,1.8710847143665887e-05,2.7953762897473644,-1.0126651734113694,0.147381304949522,-0.9997414246201515,-0.7448780357277428,-1.3117036852017918,0.0659912109375,11.0,0.0,-10.460945390624833,-8.280239974951115
373349.0,4.786545409842802e-05,0.0,7.32421875e-05,1200.0,0.0,0.7019820351344704,0.0,0.03396301884204149,0.0004949087960994802,-10.278582271397866,-10.0,-8.437488746824679,9.535126751861814,0.2474606666713953,-10.0,0.0,0.0,-10.278789754364215,-9.999999348674683,300.0,0.03225780175998807,-25.0,0.01,0.47364596799016,0.1177799254655838,-25.0,250.0,11,1000.0,-0.006365200993604958,1.8710847143665887e-05,2.619932535653628,-1.012999963760376,0.15105402953922747,-0.9997915953397751,-0.7427790948735492,-1.3288998796371743,0.0932861328125,11.0,0.0,-10.461712412170055,-8.269067648803292
404599.0,4.163957214586844e-05,0.0,4.8828125e-05,1300.0,0.0,0.6594234859787227,0.0,0.03353742742910981,0.0004840447225433309,-10.312979981633035,-10.0,-8.412690156418979,9.617163671045681,0.2503731608390808,-10.0,0.0,0.0,-10.309906425567945,-9.999919284971481,325.0,0.03310300363227725,-25.0,0.0,0.47797081544995307,0.1177799254655838,-25.0,250.0,12,1000.0,-0.006294529070146382,1.8710847143665887e-05,2.643545190054385,-1.0130463302135468,0.1548709139227867,-0.999820151925087,-0.7437821400177199,-1.3253952345439757,0.1732421875,11.0,0.0,-10.507977797125864,-8.24795581215029
435753.0,4.793205584974203e-05,0.0,2.44140625e-05,1400.0,0.0,0.48053822833670035,0.0,0.03207339905202389,0.00047880729180178606,-10.362874165238484,-10.0,-8.464271158862397,9.780424323118675,0.251713290810585,-10.0,0.0,0.0,-10.358718043487524,-9.993759535906463,350.0,0.03394306916743517,-25.0,0.01,0.48598589599132536,0.1177799254655838,-25.0,250.0,13,997.0,-0.007292556366883219,1.8710847143665887e-05,2.490371787169871,-1.0130686730146408,0.15970755629241468,-0.9997912898659707,-0.7452813834432164,-1.2953893229248934,0.0740478515625,11.0,0.0,-10.551538248280744,-8.252828343567556
467003.0,5.9571384872469936e-05,0.0,2.44140625e-05,1500.0,0.0,0.5526683571615114,0.0,0.030078460229560733,0.00044736596319125963,-10.096497516232983,-10.0,-8.49085193531559,9.49821121973786,0.25455085262656213,-10.0,0.0,0.0,-10.089508590066435,-9.99062476068623,375.0,0.03508996181190014,-25.0,0.0,0.48946180418133733,0.1177799254655838,-25.0,250.0,14,1000.0,-0.008059458225034177,1.8710847143665887e-05,2.5864966201564643,-1.0132028967142106,0.1641540013253689,-0.9997379183769226,-0.744021784873621,-1.3171849431280862,0.05087890625,11.0,0.0,-10.20929435615766,-8.299845162177728
498253.0,4.5641353381142835e-05,0.0,0.0,1600.0,0.0,0.5789268457921043,0.0,0.029648726945742963,0.0003989787554019131,-10.098981814665676,-10.0,-8.485200812632979,9.699886059981733,0.25653224214911463,-10.0,0.0,0.0,-10.097244227883307,-9.999999838559143,400.0,0.03629131084308028,-25.0,0.0,0.49323693066835406,0.1177799254655838,-25.0,250.0,15,1000.0,-0.008010686794295906,1.8710847143665887e-05,2.4475621056581383,-1.0134094417095185,0.16976170614361763,-0.9998017892241478,-0.7474106593152101,-1.3041168282579747,0.1304443359375,11.0,0.0,-10.338323380940215,-8.27847999656782
529491.0,4.358086862339405e-05,0.0,0.0001220703125,1700.0,0.0,0.558257267098538,0.0,0.029220737610012294,0.0004166033693763893,-9.784808900034333,-10.0,-8.487682727532814,9.460659908497792,0.258848462253809,-10.0,0.0,0.0,-9.77462939071881,-9.999999999997721,425.0,0.03469882691279054,-25.0,0.01,0.4993018664419651,0.1177799254655838,-25.0,250.0,16,1000.0,-0.008014328102581203,1.8710847143665887e-05,2.696253087493012,-1.0133341938257217,0.17530660107731819,-0.9998112410306931,-0.7425813995832868,-1.2960713994078106,0.1440673828125,11.0,0.0,-10.00629084826705,-8.282861818133032
560741.0,3.8957957667662416e-05,0.0,2.44140625e-05,1800.0,0.0,0.4274238838752636,0.0,0.03148804935626685,0.00038709837390342726,-10.201697024735342,-10.0,-8.452777437855696,9.478061385841087,0.26325407698750497,-10.0,0.0,0.0,-10.199160824769354,-9.998941443012471,450.0,0.03263913970440626,-25.0,0.0,0.5067110314965249,0.1177799254655838,-25.0,250.0,17,1000.0,-0.00781058482825756,1.8710847143665887e-05,2.5485503970927637,-1.0134601593017578,0.18090440891683102,-0.9998324394226075,-0.7424211013225431,-1.3188272425431933,0.153369140625,11.0,0.0,-10.391899391844762,-8.270310440338926
591991.0,3.984471068179119e-05,0.0,7.32421875e-05,1900.0,0.0,0.679455933770695,0.0,0.03214482516050339,0.0003723927802639082,-10.30260718267349,-10.0,-8.50963011310014,9.432221040335524,0.269038599729538,-10.0,0.0,0.0,-10.29882360985406,-9.999941621673486,475.0,0.032211856078356506,-25.0,0.0,0.5127805903553962,0.1177799254655838,-25.0,250.0,18,1000.0,-0.008471395773813128,1.8710847143665887e-05,2.4863961921877342,-1.0135229259729386,0.18751380927860736,-0.9998283714056015,-0.7427852790468024,-1.3139514021626382,0.1182373046875,11.0,0.0,-10.488504624140159,-8.31433842482096
623241.0,3.716176984198682e-05,0.0,2.44140625e-05,2000.0,0.0,0.7445919534514359,0.0,0.031138621782884002,0.000375916637131013,-10.450079834822917,-10.0,-8.44750345138324,9.462446789968032,0.2717136278748512,-10.0,0.0,0.0,-10.443703236962728,-9.999999999989464,500.0,0.032376731652766465,-25.0,0.0,0.5236051306128502,0.1177799254655838,-25.0,250.0,19,1000.0,-0.009508190979249775,1.8710847143665887e-05,2.7376111384102506,-1.0135078698396682,0.194424844160676,-0.999840684235096,-0.7448300051379192,-1.323123568570736,0.193505859375,11.0,0.0,-10.645103636899204,-8.284929818765841
654491.0,3.8066988599894104e-05,0.0,9.765625e-05,2100.0,0.0,0.6797654420806595,0.0,0.031162609113380313,0.0003593240340705961,-10.533955766981283,-10.0,-8.499887496868618,9.55456854915449,0.27482849135994913,-10.0,0.0,0.0,-10.537148954949256,-9.990901922044355,525.0,0.03314281515777111,-25.0,0.0,0.5312259122729301,0.1177799254655838,-25.0,250.0,20,1000.0,-0.010195450065657497,1.8710847143665887e-05,2.5113845244065227,-1.0135787099599838,0.2025335218757391,-0.9998365253210068,-0.7467932613952144,-1.3123435515561142,0.1849609375,11.0,0.0,-10.746735559051803,-8.30346799952614
685741.0,3.1376615197586943e-05,0.0,0.0,2200.0,0.0,0.5334265327188724,0.0,0.030699908593669535,0.0003226221480872482,-10.281310830813567,-10.0,-8.491416024503417,9.640399699829686,0.276354606449604,-10.0,0.0,0.0,-10.277472944692846,-9.99061118908545,550.0,0.03360311593860388,-25.0,0.0,0.5388909921050071,0.1177799254655838,-25.0,250.0,21,1000.0,-0.011555347079411148,1.8710847143665887e-05,2.7903813483826214,-1.0137353628873824,0.209952212870121,-0.9998672008514404,-0.7434150473978661,-1.3359326260659146,0.2218505859375,11.0,0.0,-10.462246558576053,-8.31766094715344
716954.0,3.479694864836347e-05,0.0,0.0,2300.0,0.0,0.5965948021565556,0.0,0.029731486458331347,0.00036097005868214184,-10.156721171782928,-10.0,-8.432159375076012,9.992487883545627,0.27762395814061164,-10.0,0.0,0.0,-10.151059802650414,-9.9813319285139,575.0,0.03431181162595749,-25.0,0.01,0.5463363036513329,0.1177799254655838,-25.0,250.0,22,999.0,-0.011808753432705998,1.8710847143665887e-05,2.7116724417716718,-1.0135716766119003,0.21515363603830337,-0.9998515173792839,-0.743517068138317,-1.3355333985135076,0.1566650390625,11.0,0.0,-10.324372166295143,-8.282230863540477
748119.0,3.5452824113235694e-05,0.0,0.0,2400.0,0.0,0.643313273067617,0.0,0.02913768175058067,0.00032558916354901156,-10.378659925121948,-10.0,-8.437203149113051,10.1693018349845,0.28029866963624955,-10.0,0.0,0.0,-10.379060935736888,-9.990535153290258,600.0,0.03463309928774834,-25.0,0.01,0.5544021770358085,0.1177799254655838,-25.0,250.0,23,997.0,-0.012081600492820144,1.8710847143665887e-05,2.5956760660593665,-1.0137226969003676,0.21912398114800452,-0.9998485162854195,-0.7452001346420729,-1.3178476803630474,0.1534423828125,11.0,0.0,-10.58413052821128,-8.2615103430885
779369.0,3.0973189359428944e-05,0.0,0.0,2500.0,0.0,0.7926465143170603,0.0,0.029391463659703732,0.000280497745188768,-10.439796649965862,-10.0,-8.382985422173226,10.20425034728842,0.28248831406235697,-10.0,0.0,0.0,-10.438683334282917,-9.994805899863534,625.0,0.03526089293882251,-25.0,0.0,0.5625802755355835,0.1177799254655838,-25.0,250.0,24,1000.0,-0.012776541500352323,1.8710847143665887e-05,2.455318173099715,-1.0139151692390442,0.22188055627048014,-0.9998690605163574,-0.7437333553061762,-1.323205148735724,0.175537109375,11.0,0.0,-10.644398333749757,-8.213667533777999
810619.0,2.710757498789462e-05,0.0,0.0,2600.0,0.0,0.7842768629649026,0.0,0.02969652656465769,0.0003189558497979306,-10.269625204111176,-10.0,-8.405674337754757,10.021129413145895,0.2855688326060772,-10.0,0.0,0.0,-10.267561767567754,-9.999999999990818,650.0,0.03471623277291656,-25.0,0.0,0.5704882547259331,0.1177799254655838,-25.0,250.0,25,1000.0,-0.013438718463294207,1.8710847143665887e-05,2.591894576461841,-1.013751021027565,0.22424700558185579,-0.9998867884278297,-0.7437178049687645,-1.3198149627547537,0.2533447265625,11.0,0.0,-10.47111109346871,-8.229923655380393
841700.0,3.009987649420509e-05,0.0,2.44140625e-05,2700.0,0.0,0.4206064239253526,0.0,0.02976403278298676,0.0002858892799849855,-10.008758981764498,-10.0,-8.404370399013718,9.99168335977849,0.28851408511400223,-10.0,0.0,0.0,-10.007353712051943,-9.99999999999993,675.0,0.03523711040616036,-25.0,0.01,0.5795938089489937,0.1177799254655838,-25.0,250.0,26,994.0,-0.014079646649770438,1.8710847143665887e-05,2.543606571674689,-1.0138921558856964,0.22664619721472262,-0.9998730629682541,-0.7435400452603063,-1.3235354380762145,0.205859375,11.0,0.0,-10.195567555212767,-8.230845666107204
872950.0,3.2773281236586624e-05,0.0,0.0,2800.0,0.0,0.6516180728879997,0.0,0.030643830308690667,0.0002691643090656726,-10.273028017270962,-10.0,-8.452467618828235,10.25569563479456,0.2917982444167137,-10.0,0.0,0.0,-10.274711859444562,-9.992148536444514,700.0,0.034269300382584335,-25.0,0.0,0.5872478350996971,0.1177799254655838,-25.0,250.0,27,1000.0,-0.014413852361030877,1.8710847143665887e-05,2.870500062192637,-1.013963559269905,0.2293980974704027,-0.9998608022928238,-0.7430944620617084,-1.308947111015732,0.1642333984375,11.0,0.0,-10.438083431070329,-8.271566216062986
904200.0,3.650839016700047e-05,0.0,0.0,2900.0,0.0,0.7081263868507256,0.0,0.030685562547296284,0.0002809602221532259,-10.31093653105614,-10.0,-8.460071837096041,10.294418495937624,0.2942732870578766,-10.0,0.0,0.0,-10.30972960065109,-9.999999995809272,725.0,0.03330396246165037,-25.0,0.0,0.5947490230202674,0.1177799254655838,-25.0,250.0,28,1000.0,-0.013998941937461495,1.8710847143665887e-05,2.448454635832548,-1.013913205265999,0.230799912661314,-0.9998436689376831,-0.7431225189793622,-1.3225327745960385,0.1284912109375,11.0,0.0,-10.513591955085849,-8.278821629625105
935437.0,2.6465725522939464e-05,0.0,0.0,3000.0,0.0,0.4783223677396773,0.0,0.03130400227382779,0.0002836919218680123,-10.500177188078364,-10.0,-8.441857999608041,10.584379392936734,0.2977505996823311,-10.0,0.0,0.0,-10.497922878322449,-9.999999999735577,750.0,0.032309741526842115,-25.0,0.01,0.604163010418415,0.1177799254655838,-25.0,250.0,29,1000.0,-0.01393241211771965,1.8710847143665887e-05,2.7555063815875416,-1.0139015197753907,0.23312588669359685,-0.9998897239565849,-0.7446592180589505,-1.312932218358037,0.2146484375,11.0,0.0,-10.683944096898056,-8.25675197991641
966687.0,2.7214278998144436e-05,0.0,0.0,3100.0,0.0,0.3634545049976108,0.0,0.02988863466307521,0.00023841352558520156,-10.10921231716328,-10.0,-8.458844284949157,10.23070751399833,0.3002363033592701,-10.0,0.0,0.0,-10.105443416919107,-9.999999987216677,775.0,0.031556913256645204,-25.0,0.0,0.6139109253883361,0.1177799254655838,-25.0,250.0,30,1000.0,-0.01393097611144185,1.8710847143665887e-05,2.4949185447664672,-1.014094814658165,0.2361164029687643,-0.9998863026499748,-0.7437908025858633,-1.3165200661991547,0.229638671875,11.0,0.0,-10.252491384550927,-8.266798057403703
997937.0,2.6238724399263446e-05,0.0,0.0,3200.0,0.0,0.6504062241825476,0.0,0.030522336764261127,0.00024385702417930588,-10.297192400386454,-10.0,-8.410168116071585,10.259552676932476,0.3040593914687634,-10.0,0.0,0.0,-10.290705161729292,-9.999979771666364,800.0,0.03153103180229664,-25.0,0.0,0.6235122397542,0.1177799254655838,-25.0,250.0,31,1000.0,-0.013834693538956343,1.8710847143665887e-05,2.4667925742869414,-1.0140715688467026,0.23960912562906742,-0.9998907715082168,-0.7411929418645741,-1.3183272957590817,0.2226806640625,11.0,0.0,-10.518396878458528,-8.22596344792772
1029187.0,2.3513445057687932e-05,0.0,4.8828125e-05,3300.0,0.0,0.7895811236850587,0.0,0.031011086562648414,0.00021456694812513888,-10.44240998637918,-10.0,-8.452454749989268,10.337311967698025,0.30756414234638213,-10.0,0.0,0.0,-10.44531005371,-9.999999999985086,825.0,0.03045120444148779,-25.0,0.0,0.6331355929374695,0.1177799254655838,-25.0,250.0,32,1000.0,-0.01344137389678508,1.8710847143665887e-05,2.436965955067418,-1.0141966104507447,0.24750535376369953,-0.999903267621994,-0.7447392297035549,-1.333099281239265,0.257421875,11.0,0.0,-10.63486021526593,-8.275749262925094
1060437.0,2.4083834000521163e-05,0.0,7.32421875e-05,3400.0,0.0,0.5831489397306117,0.0,0.03198759537190199,0.0002131667384674074,-10.417876838827642,-10.0,-8.41799484845353,9.710820279854662,0.31122113168239596,-10.0,0.0,0.0,-10.417881073153984,-9.999999999999957,850.0,0.030113565176725386,-25.0,0.0,0.640921114385128,0.1177799254655838,-25.0,250.0,33,1000.0,-0.014089083299040794,1.8710847143665887e-05,2.6520970709139737,-1.0142025828361512,0.255131646245718,-0.9999006524682045,-0.7439322578378779,-1.339791723453527,0.2020751953125,11.0,0.0,-10.61742678474145,-8.262723742597537
1091687.0,2.1714747549594905e-05,0.0,2.44140625e-05,3500.0,0.0,0.6976223364284675,0.0,0.03271875567734241,0.00025402264691365417,-10.154369301556537,-10.0,-8.427604916101558,10.077587197367915,0.31475368440151213,-10.0,0.0,0.0,-10.157296980936561,-10.0,875.0,0.029542275704443455,-25.0,0.0,0.6511345103383064,0.1177799254655838,-25.0,250.0,34,1000.0,-0.016487461095675827,1.8710847143665887e-05,2.5128180396006323,-1.0140281945466996,0.2623975194990635,-0.9999115109443665,-0.7416183540473866,-1.3556224942265545,0.278564453125,11.0,0.0,-10.345893085793303,-8.274733886927649
1122937.0,2.39558384009797e-05,0.0,0.0,3600.0,0.0,0.8287563031466822,0.0,0.03296362366527319,0.00022429960772569758,-10.389797407508294,-10.0,-8.431960345725678,10.362841766582278,0.3178934819996357,-10.0,0.0,0.0,-10.381536000083846,-9.981007514905444,900.0,0.027806539461016654,-25.0,0.0,0.6613638907670975,0.1177799254655838,-25.0,250.0,35,1000.0,-0.017425579112023117,1.8710847143665887e-05,2.526374428275136,-1.0141550540924071,0.2708112023770809,-0.9999012365937233,-0.7419428050015995,-1.3394017519756745,0.2130126953125,11.0,0.0,-10.560381696324756,-8.268635840052676
1154187.0,1.9547360761862364e-05,0.0,2.44140625e-05,3700.0,0.0,0.5430752183337871,0.0,0.03297093091532588,0.0002110547233314719,-10.29488235478775,-10.0,-8.417525722753348,9.847514909328728,0.3198124147951603,-10.0,0.0,0.0,-10.295216137086447,-9.999978957383872,925.0,0.028401938639581202,-25.0,0.0,0.6684946089982986,0.1177799254655838,-25.0,250.0,36,1000.0,-0.01810912457294762,1.8710847143665887e-05,2.52436517129458,-1.01421160697937,0.27889650985598563,-0.9999214425683022,-0.7424167806806509,-1.3268811915033438,0.2937255859375,11.0,0.0,-10.463789286118573,-8.237071691033659
1185437.0,2.234497305835248e-05,0.0,2.44140625e-05,3800.0,0.0,0.9747099285619301,0.0,0.032404749747365715,0.00019802168826572598,-10.115115697983127,-10.0,-8.43671125447436,9.558035956210428,0.32177000045776366,-10.0,0.0,0.0,-10.116992275480985,-9.990264240552532,950.0,0.02793033830821514,-25.0,0.0,0.6751827716827392,0.1177799254655838,-25.0,250.0,37,1000.0,-0.01676518488675356,1.8710847143665887e-05,2.398621808265729,-1.0142672121524812,0.2872003696858883,-0.9999086201190949,-0.7428742329837406,-1.3223801997868576,0.27216796875,11.0,0.0,-10.37462229870614,-8.251664720089039
1216687.0,2.724074870457116e-05,0.0,2.44140625e-05,3900.0,0.0,0.6947743885554287,0.0,0.033010983001440765,0.0001989940385101363,-10.380436697020647,-10.0,-8.406106151152203,9.788923941976952,0.3248648479580879,-10.0,0.0,0.0,-10.378440627243007,-9.990101993577252,975.0,0.027669529989361764,-25.0,0.0,0.6820684880018234,0.1177799254655838,-25.0,250.0,38,1000.0,-0.018153683841228486,1.8710847143665887e-05,2.578384651144555,-1.0142630875110625,0.295989865064621,-0.9998861744999885,-0.741300507507549,-1.3264674792771984,0.2128662109375,11.0,0.0,-10.566048764980458,-8.233121587273368
1247927.0,2.1566986106336117e-05,0.0,2.44140625e-05,4000.0,0.0,1.0267051920172439,0.0,0.03249771688133478,0.00021477402187883854,-10.370075453007697,-10.0,-8.434802941023085,9.966929594440467,0.3279298827052116,-10.0,0.0,0.0,-10.372215531667768,-9.991057648439375,1000.0,0.026448920788243412,-25.0,0.01,0.6874805808067321,0.1177799254655838,-25.0,250.0,39,1000.0,-0.018471000762656332,1.8710847143665887e-05,2.3793265428684074,-1.0141957074403762,0.3046168014407158,-0.9999122008681297,-0.7427783607090532,-1.3298029410230812,0.2511474609375,11.0,0.0,-10.568435480988512,-8.258749298374997
1279177.0,1.8946886257253936e-05,0.0,0.0,4100.0,0.0,0.53049097376998,0.0,0.03257898194715381,0.00018352952793065924,-10.230701831189577,-10.0,-8.412203609787543,9.320005145981565,0.3294725053012371,-10.0,0.0,0.0,-10.230012572289606,-9.997879312649017,1025.0,0.02631757645867765,-25.0,0.0,0.6937320277094841,0.1177799254655838,-25.0,250.0,40,1000.0,-0.01802460146136582,1.8710847143665887e-05,2.3534049240944896,-1.0143291026353836,0.31188385784626005,-0.9999242007732392,-0.7422838802827755,-1.325865719162539,0.3144287109375,11.0,0.0,-10.398434643398563,-8.233538877547181
1310427.0,2.4131409986694052e-05,0.0,2.44140625e-05,4200.0,0.0,0.44756017565455863,0.0,0.03193013146519661,0.0001848088581027696,-10.394598465230816,-10.0,-8.45408320275514,9.521286343036065,0.3311151094734669,-10.0,0.0,0.0,-10.39316014492853,-10.0,1050.0,0.02568839625455439,-25.0,0.0,0.7002797320485115,0.1177799254655838,-25.0,250.0,41,1000.0,-0.01796345254406333,1.8710847143665887e-05,2.513403424967587,-1.0143236130475999,0.31877151057124137,-0.9999004319310189,-0.7423818556395417,-1.3354455074426368,0.165966796875,11.0,0.0,-10.55657200983389,-8.293397056992616
