train/episodes,train_0/current_q,test_1/subgoal_succ_rate,train_0/mu_grads,train_1/avg_q,train_1/fw_bonus,train_0/q_grads,epoch,train_1/q_grads_std,test/episodes,train_0/mu_grads_std,train_0/fw_bonus,train_0/reward,train_1/reward_-50.0_frac,train/success_rate,train_1/n_subgoals,policy/steps,train_1/current_q,train_1/fw_loss,train_0/avg_q,train_0/reward_-0.0_frac,train_0/reward_-1.0_frac,train_1/reward_-0.0_frac,train_0/q_loss,test/success_rate,train_0/fw_loss,train_1/subgoal_succ_rate,train_1/mu_loss,test_1/avg_q,train_1/target_q,train_1/mu_grads,train_0/next_q,train_0/q_grads_std,train_1/next_q,train_1/mu_grads_std,train_1/reward,train_1/reward_-1.0_frac,test_0/avg_q,train_1/q_grads,train_0/target_q,test_1/n_subgoals,train_0/mu_loss,train_1/q_loss
1100.0,-19.097065612165725,0.003189792663476874,0.004015644080936909,-12.059357357236335,-0.9980325192213059,0.005445514107123017,10,0.48107968270778656,275.0,0.19617706537246704,-0.999680994451046,-0.8599719176607323,0.0,0.0,5000.0,3204265.0,-13.001158751975549,0.0025762253877473994,-49.98547418001663,0.0,0.088427734375,0.0,6.266903387659318,0.0,0.00039567503481521273,0.0076,35.15922619789491,-11.687718644609204,-13.134475054309366,0.018076300621032715,-19.488918111214243,0.24304769225418568,-34.28417294251464,0.09341223537921906,-1.9920607697276864,0.0127197265625,-49.99601510282623,0.049962069001048805,-19.532335848040383,1254.0,19.556991989681165,26.964068193005538
1200.0,-19.147758415226686,0.0,0.004015644080936909,-12.606129047031526,-0.9984905421733856,0.005824058910366148,11,0.49328580051660537,300.0,0.19617706537246704,-0.9996149241924286,-0.8603068917407655,0.0,0.0,5000.0,3515942.0,-13.177813667953709,0.00204606719489675,-49.99085875986275,0.0,0.1128173828125,0.0,7.213674986423283,0.0,0.00047624248063584675,0.0034,35.410089905142385,-12.593613386714933,-13.391082663859606,0.018076300621032715,-19.535340843639375,0.24668546430766583,-34.60017136145959,0.09341223537921906,-2.02283641637041,0.0124267578125,-49.99981401320613,0.04937498010694981,-19.593269986889265,1250.0,19.59636363290648,28.44211073485925
1300.0,-19.66318420852133,0.001597444089456869,0.004015644080936909,-12.842094039880374,-0.9968898192048072,0.00750733824679628,12,0.5026721403002739,325.0,0.19617706537246704,-0.9997128173708916,-0.8599530553863588,0.0,0.0,5000.0,3826987.0,-13.418032071188367,0.0038988889777101577,-49.98868662909951,0.0,0.14736328125,0.0,5.9731918901296295,0.0,0.0003568732488020032,0.006,35.46202674226067,-13.063268859493704,-13.665196158268639,0.018076300621032715,-20.17845327602695,0.25131572484970094,-34.800491949249775,0.09341223537921906,-2.0045521311116317,0.0148193359375,-49.99227081152394,0.04820760888978839,-20.075155460243764,1252.0,20.22921759792784,28.02612280290478
1400.0,-19.59987254265697,0.0007993605115907274,0.004015644080936909,-12.998957890404107,-0.9990543186664581,0.006834273086860776,13,0.5117028400301933,350.0,0.19617706537246704,-0.9997599124908447,-0.8599456596923118,0.0,0.0,5000.0,4138129.0,-12.967843677912114,0.0013934968010289595,-49.988550021934074,0.0,0.1744384765625,0.0,6.3387069181892715,0.0,0.0002994260310970276,0.0056,35.48238443229174,-13.081947293695626,-13.25956496062173,0.018076300621032715,-20.06566155832341,0.25481523424386976,-34.54869804377181,0.09341223537921906,-1.98204831549956,0.01298828125,-49.996680511143296,0.04645338328555226,-20.01958285442982,1251.0,20.11176897229269,26.569964097020442
1500.0,-19.421786575730355,0.0023942537909018356,0.004015644080936909,-13.152897497287183,-0.9987703576683998,0.006728307995945215,14,0.519128930568695,375.0,0.19617706537246704,-0.9996393457055092,-0.859092303153011,0.0,0.0,5000.0,4450484.0,-12.894816514805589,0.0017221866408362984,-49.99532998437573,0.0,0.1577392578125,0.0,6.8369492005945265,0.0,0.00044645021403084685,0.0006,35.49101797599354,-13.30091123673798,-13.141814526424437,0.018076300621032715,-19.931066449066844,0.2583430327475071,-34.39704883055763,0.09341223537921906,-2.0095453005138553,0.0126953125,-49.990984947873976,0.045722090918570754,-19.860270794335673,1253.0,19.9506037255234,27.540503554033393
1600.0,-19.737375865054865,0.0023942537909018356,0.004015644080936909,-13.211940425917971,-0.9989236667752266,0.0065230458159931,15,0.529194563627243,400.0,0.19617706537246704,-0.9997616142034531,-0.860917401954066,0.0,0.0,5000.0,4762367.0,-12.870809723907872,0.0015447426470927895,-49.99028468164694,0.0,0.18857421875,0.0,6.4995425407967105,0.0,0.00029733949704677796,0.0026,35.48860122091293,-13.264663110319717,-13.208801452165385,0.018076300621032715,-20.252949816828384,0.26100164130330084,-34.27622481832518,0.09341223537921906,-1.9713485093816416,0.013720703125,-49.98863337324998,0.04615163784474134,-20.16807919146543,1253.0,20.25728797183198,36.669519621800944
1700.0,-19.61115379964858,0.00398406374501992,0.004015644080936909,-13.105251013905017,-0.9991829708218575,0.0062303086277097465,16,0.5398029908537865,425.0,0.19617706537246704,-0.999784092605114,-0.8602323562849051,0.0,0.0,5000.0,5074724.0,-12.931674451671,0.0012445858272258192,-49.9977073548564,0.0,0.1413818359375,0.0,6.233394268147668,0.0,0.00026992591415364586,0.0006,35.63759258807566,-13.148809391489102,-13.265795121843912,0.018076300621032715,-20.12216727603205,0.2628370955586433,-34.384594544141024,0.09341223537921906,-1.9628882118267938,0.0119140625,-49.9936887207172,0.04685398330911994,-20.04009906281374,1255.0,20.135099345238775,27.52401023988613
1800.0,-19.619296052169336,0.0007993605115907274,0.004015644080936909,-13.08563224965411,-0.9991336166858673,0.005907828314229846,17,0.5484590321779251,450.0,0.19617706537246704,-0.9996890455484391,-0.8595995539148135,0.0,0.0,5000.0,5385964.0,-12.885730738900047,0.0013017182965995744,-49.98998256199915,0.0,0.1708984375,0.0,5.9128725769290424,0.0,0.00038583055593335305,0.0052,35.26722676676489,-13.241372098670212,-13.148203315259241,0.018076300621032715,-20.13433364788965,0.2659514732658863,-33.958289047454016,0.09341223537921906,-1.9998201864858856,0.012353515625,-49.994105580313736,0.04625768568366766,-20.066644700677216,1251.0,20.241065811782182,19.73702418104613
1900.0,-19.70861215130501,0.004777070063694267,0.004015644080936909,-13.169831635262252,-0.9993309944868087,0.006364012602716684,18,0.5535881102085114,475.0,0.19617706537246704,-0.9996129691600799,-0.860183350996158,0.0,0.0,5000.0,5698035.0,-13.062858004253453,0.0010732632275903598,-49.995165963725654,0.0,0.085791015625,0.0,6.079102189579105,0.0,0.0004786339094607683,0.0018,35.44925875608134,-12.744628410942529,-13.33459245022974,0.018076300621032715,-20.20167462625769,0.26833576783537866,-33.96957165075692,0.09341223537921906,-1.9773730000655632,0.013671875,-49.99098959450551,0.04620954934507608,-20.14167970778872,1256.0,20.225675799180685,17.787686628278067
2000.0,-19.570106305111217,0.001597444089456869,0.004015644080936909,-12.965157546304777,-0.9993106350302696,0.0071446122019551694,19,0.5602526962757111,500.0,0.19617706537246704,-0.9997171834111214,-0.8597854395458853,0.0,0.0,5000.0,6007578.0,-13.333397167105113,0.0010968167160172015,-49.97959800925243,0.0,0.1996826171875,0.0,6.476941063797236,0.0,0.000351535057370711,0.0122,35.30977191475857,-12.623660005875614,-13.590199310880987,0.018076300621032715,-20.01264665914858,0.2703468449413776,-33.85797522433798,0.09341223537921906,-2.0082110102681328,0.012939453125,-49.99009434810344,0.04628303293138743,-20.0244883892587,1252.0,20.07217477610984,17.178359180348867
2100.0,-19.196781413085727,0.009508716323296355,0.004015644080936909,-12.818375914650584,-0.9990899473428726,0.006008454156108201,20,0.5657208785414696,525.0,0.19617706537246704,-0.9996867895126342,-0.8586884311647737,0.0,0.0,5000.0,6317767.0,-13.133892598208012,0.0013522787223337219,-49.98000545283461,0.0,0.1164306640625,0.0,8.647926901525892,0.0,0.00038859264759594225,0.0096,35.45283080358575,-13.703423531831648,-13.482087927008902,0.018076300621032715,-19.67658500410132,0.27187030836939813,-33.89448285214215,0.09341223537921906,-2.0092539783399843,0.0131591796875,-49.97995716215176,0.04526074510067701,-19.650818772852563,1262.0,19.700144781249975,22.653607160602718
2200.0,-19.83820823125918,0.008723235527359239,0.004015644080936909,-13.450811015665153,-0.9987313359975815,0.0051035977667197585,21,0.5730860754847527,550.0,0.19617706537246704,-0.9996910750865936,-0.8607180214676191,0.0,0.0,5000.0,6628673.0,-12.737916325592387,0.0017673574970103801,-49.984884272996474,0.0,0.179443359375,0.0,6.318603411448132,0.0,0.0003833519294857979,0.0066,35.32382499785689,-12.819295219538262,-13.025723697958103,0.018076300621032715,-20.33425979518963,0.2736960969865322,-33.64346649452993,0.09341223537921906,-1.9790839028883056,0.014111328125,-49.989216210063425,0.045149017963558434,-20.276035055070654,1261.0,20.36681298491056,18.578903056436182
2300.0,-19.651244149183363,0.0023942537909018356,0.004015644080936909,-13.032471077474906,-0.9993941932916641,0.0047732066712342204,22,0.5785866156220436,575.0,0.19617706537246704,-0.9995486080646515,-0.859414875127186,0.0,0.0,5000.0,6939362.0,-12.772990196112733,0.0010001034825108945,-49.982911420750455,0.0,0.167822265625,0.0,5.457030865168501,0.0,0.0005571095080540544,0.0076,35.40379079712993,-13.402990669154239,-13.064739052027193,0.018076300621032715,-20.149782162267865,0.2757258988916874,-33.59801296493962,0.09341223537921906,-2.0109042912881705,0.0113037109375,-49.99635970394504,0.044618749618530275,-20.088368881931498,1253.0,20.23830718652948,14.5999245696976
