train/episodes,train_0/current_q,test_1/subgoal_succ_rate,train_0/mu_grads,train_1/avg_q,train_1/fw_bonus,train_0/q_grads,epoch,train_1/q_grads_std,test/episodes,train_0/mu_grads_std,train_0/fw_bonus,train_0/reward,train_1/reward_-50.0_frac,train/success_rate,train_1/n_subgoals,policy/steps,train_1/current_q,train_1/fw_loss,train_0/avg_q,train_0/reward_-0.0_frac,train_0/reward_-1.0_frac,train_1/reward_-0.0_frac,train_0/q_loss,test/success_rate,train_0/fw_loss,train_1/subgoal_succ_rate,train_1/mu_loss,test_1/avg_q,train_1/target_q,train_1/mu_grads,train_0/next_q,train_0/q_grads_std,train_1/next_q,train_1/mu_grads_std,train_1/reward,train_1/reward_-1.0_frac,test_0/avg_q,train_1/q_grads,train_0/target_q,test_1/n_subgoals,train_0/mu_loss,train_1/q_loss
100.0,-1.2356396294354224,0.7622817701989444,-0.0005461680098960642,-8.218428721663855,-0.9964747861027717,0.016919126780703665,0,0.19668319039046764,25.0,0.1174384381622076,-0.999654121696949,-0.8645782407198567,0.0,0.0,5000.0,277432.0,-9.790118221131584,0.00437929184990935,-10.414136011060098,0.0,0.003466796875,0.0,0.560291625714156,0.0,0.00042965225547959563,0.149,13.884770093289386,-6.35985438374531,-9.84093442314001,0.024672915367409586,-1.1639760267227302,0.1520447213202715,-11.69561907928148,0.08511584345251322,-1.9123829450963967,0.0099365234375,-1.6980741897118174,0.03283452391624451,-1.4975112453356674,4926.0,1.1924358844289942,24.728864467635425
200.0,-2.7219718564231123,0.8241292751804205,0.002666656253859401,-9.62724448434757,-0.997765377163887,0.01572184110991657,1,0.23400774151086806,50.0,0.16108970083296298,-0.9995479762554169,-0.860958590258815,0.0,0.01,4951.0,464765.0,-8.260055056298643,0.00288545191870071,-1.4875320517993205,0.0,0.001171875,0.0,0.31449753668541736,0.0,0.0005578812531894072,0.5196929913148859,10.584665133778559,-9.423110444467538,-8.224987143068105,0.024702988937497138,-2.4855625195325652,0.15641208179295063,-9.426326355115469,0.08517817314714193,-1.6917139220149693,0.0129638671875,-1.32344834731389,0.03373498227447271,-2.6769725062526093,6374.0,2.483906344021123,15.069838751920887
300.0,-2.6101974243050696,0.0,0.002220703044440597,-11.877057167159252,-0.9979450613260269,0.012521817814558744,2,0.2530693359673023,75.0,0.17226830385625364,-0.999637408554554,-0.8556911937979749,0.0,0.02,4978.0,715232.0,-8.84072292322664,0.0026774612022563817,-1.3369738254413899,0.0,0.0089599609375,0.0,0.34997088684801403,0.0,0.00044881074863951654,0.25914021695460027,12.003365090077967,-15.819386002578645,-8.901247558547135,0.024713089922443032,-2.366888418592498,0.1672871582210064,-11.216614971405644,0.08519748114049434,-1.7078887295665481,0.014306640625,-1.6026740281661633,0.029249297082424165,-2.575154155399286,1250.0,2.378284104784438,26.04877892308067
400.0,-0.08334733456443848,0.022673964034401875,0.007224509678781033,-13.806276369753887,-0.9978483289480209,0.011988736549392342,3,0.2987546481192112,100.0,0.1896686688065529,-0.9996485441923142,-0.8548084219739394,0.0,0.0,5000.0,1026857.0,-12.582239188938303,0.002789431466953829,-5.4493104600696505,0.0,0.0054443359375,0.0,0.7290392546309477,0.0,0.0004352467476564925,0.004,19.980217538321924,-13.007191048781515,-12.510839148815679,0.024785851128399372,-0.06658857357524584,0.1801388792693615,-19.5101618789717,0.08528122473508119,-1.7888159330483178,0.014013671875,-1.6511899827352775e-05,0.035292146261781454,-0.9200549695700007,1279.0,0.06655640000764819,55.686920374901845
500.0,-4.047870887012259,0.00398406374501992,0.006927058333531022,-12.02013441685653,-0.9981650963425637,0.011039591766893864,4,0.3304731160402298,125.0,0.19300090298056602,-0.9995588153600693,-0.8537584662823064,0.0,0.0,5000.0,1336844.0,-13.1153120484469,0.002422775572631508,-0.0017500081132205952,0.0,0.005712890625,0.0,0.2539192837673121,0.0,0.000544664631888736,0.0112,22.667451531481994,-13.060723372268434,-13.232583006428394,0.024918332695961,-3.8269566302941542,0.18129228316247464,-21.198821616882434,0.08546862751245499,-1.8452668894591624,0.0148193359375,-0.010565349493662604,0.03739502737298608,-4.103921807925522,1255.0,3.833221172674558,51.321852852750204
600.0,-16.293669164770897,0.001597444089456869,0.004017627856228501,-12.720656785791356,-0.9980195537209511,0.010211040708236396,5,0.36696766018867494,150.0,0.1961736973375082,-0.9995458886027336,-0.854353021920906,0.0,0.0,5000.0,1648847.0,-12.724780942199764,0.0025912479381076992,-22.392335932194108,0.0,0.0126708984375,0.0,13.676379296705374,0.0,0.0005604251040495001,0.0022,24.279237326941555,-12.75310821541254,-12.757780694838,0.0249183289706707,-18.47836822072003,0.20069384723901748,-23.516820523193253,0.08546862751245499,-1.8654091907090333,0.0142578125,-49.98086057300426,0.04134932374581694,-16.241690240538354,1252.0,18.485487190583125,49.67611520239349
700.0,-16.32377525839874,0.004777070063694267,0.0040162597433663905,-13.095737605804993,-0.9982037886977195,0.008698059129528701,6,0.4013106651604176,175.0,0.19617599993944168,-0.9996741652488709,-0.8535031841249292,0.0,0.01,4951.0,1958655.0,-11.463823007518098,0.0023779818468028678,-49.97736862042368,0.0,0.0101318359375,0.0,9.400409017282465,0.0,0.0004039849429318565,0.0010098969905069683,26.112019304949023,-11.226305063570551,-11.489558753005742,0.0249183289706707,-18.020458665324426,0.2110880311578512,-24.36984025442289,0.08546862751245499,-1.9729997698967054,0.0155029296875,-49.98354797898155,0.044256625790148975,-16.478922145388726,1256.0,18.07497526785942,39.97649163656082
800.0,-17.862364520556074,0.001597444089456869,0.004015614185482264,-12.062019073932186,-0.9980238974094391,0.007726969779469073,7,0.4283471129834652,200.0,0.1961771186441183,-0.999763797223568,-0.8572386236439342,0.0,0.0,5000.0,2270425.0,-11.851131942517275,0.002586210932349786,-49.983939744927646,0.0,0.022900390625,0.0,7.636189252024972,0.0,0.0002946700646134559,0.003,32.525070844300174,-12.733221310381818,-11.87694977666617,0.0249183289706707,-19.14269843448061,0.21981887482106685,-28.220941682947874,0.08546862751245499,-2.0163462917942523,0.013525390625,-49.99288646556172,0.04778920784592629,-17.87154521868289,1252.0,19.23966575999863,36.09923082700819
900.0,-19.024093625093766,0.0007993605115907274,0.004015647806227207,-12.781853774416069,-0.9972784280776977,0.006696055072825402,8,0.44979422315955164,225.0,0.19617705047130585,-0.9996904507279396,-0.8574582784800441,0.0,0.0,5000.0,2582105.0,-11.494573397378108,0.003449089452624321,-49.988558438803835,0.0,0.0396728515625,0.0,6.741795516449784,0.0,0.0003841098527118447,0.0034,35.376397878309504,-13.415618905047548,-11.590093601314978,0.0249183289706707,-19.70721725918436,0.22920752093195915,-30.926223864181416,0.08546862751245499,-2.007980789372232,0.015478515625,-49.9958304792798,0.049655447620898484,-19.253859929674963,1251.0,19.768002100984457,35.351156498543865
1000.0,-19.459084511007667,0.0,0.004015644080936909,-11.797745160310031,-0.9984971567988395,0.006205608893651515,9,0.46716001704335214,250.0,0.19617706537246704,-0.9997688040137291,-0.8597570146706858,0.0,0.0,5000.0,2893602.0,-11.893914856996043,0.002038433070993051,-49.98749565517128,0.0,0.0560302734375,0.0,5.5222845597541,0.0,0.00028858459136245075,0.0042,33.979888114865545,-10.089493147989746,-12.178997557537057,0.018076300621032715,-19.93097237536727,0.23714313395321368,-32.50777221109513,0.09341223537921906,-1.9801899960246374,0.0126953125,-49.99991517389775,0.05113545199856162,-19.827167883640023,1250.0,20.007750512244463,51.73187452025259
