train_0/avg_q,train_0/q_loss,train_1/reward_-0.0_frac,train_1/avg_q,test_1/avg_q,train_1/n_subgoals,test_1/subgoal_succ_rate,train/success_rate,train_0/current_q,train_1/fw_bonus,policy/steps,train_1/q_grads,train_1/reward_-1.0_frac,train_0/reward,train_0/q_grads_std,train_1/q_grads_std,train_1/mu_grads_std,train_1/current_q,train_1/mu_loss,train_1/subgoal_succ_rate,train_1/target_q,test_1/n_subgoals,train_0/next_q,train_0/fw_loss,test/episodes,train_0/mu_grads_std,train_0/mu_loss,train_1/mu_grads,train_0/target_q,train_0/q_grads,train_1/next_q,epoch,train_1/q_loss,train_0/mu_grads,test/success_rate,train/episodes,train_1/reward_-27.0_frac,train_1/reward,train_0/fw_bonus,train_1/fw_loss,train_0/reward_-0.0_frac,train_0/reward_-1.0_frac,test_0/avg_q
-2.0005803935752025,0.44674093203444254,0.0,-9.227092083273797,-11.664467130711866,2690.0,0.10294117647058823,0.01,-4.990098725728542,-0.995404988527298,87013.0,0.043068331107497214,0.0048583984375,-0.7505360896117054,0.12965468354523182,0.22672009877860547,0.08655303437262774,-12.941735834370514,15.363098882015425,0.06654275092936802,-12.965888674101901,748.0,-4.816086754540508,0.0002498152207408566,25.0,0.17382191866636276,4.814457126117726,0.01985492170788348,-5.014758660154007,0.027836732985451817,-15.311574467491004,0,29.534847012298655,-0.004204758058767766,0.0,100.0,0.0,-2.006577007033775,-0.998948159813881,0.0015993293316569179,0.0,0.0001708984375,-2.406622464899901
-5.540134497928973,0.5817664301831333,0.0,-14.149395075655391,-16.4742830156799,2617.0,0.0,0.06,-2.4744873980272493,-0.995004978775978,170403.0,0.042579478770494464,0.004931640625,-0.7716182294432656,0.1486704982817173,0.28612698167562484,0.08685755115002394,-16.05640319987878,19.17063146116909,0.11119602598395109,-16.12690247260371,675.0,-2.2868176264947797,0.0003234796407923568,50.0,0.21707176081836224,2.2622689533489626,0.019948460906744004,-2.667967599146973,0.027029498713091016,-19.132629311145145,1,32.78065688150523,-0.022032971726730466,0.0,200.0,0.0,-2.0035571739426814,-0.9986319616436958,0.0016954687918769196,0.0,9.765625e-05,-0.2886812862940024
-4.806450091542587,0.6456678860052214,0.0,-15.669130957829337,-11.776563205277409,2631.0,0.0029542097488921715,0.05,-4.746069324527225,-0.993439470231533,251368.0,0.039100450742989776,0.004736328125,-0.7856781862479693,0.1614970937371254,0.31968130394816396,0.08689396232366561,-15.870150894754797,18.249271400511418,0.1645762067654884,-15.920937802975246,677.0,-4.524993745252884,0.0003417282081500161,75.0,0.2511577866971493,4.53655058710581,0.019958658469840886,-4.788764841882281,0.025365151884034275,-18.23711422432149,2,16.381719572351848,-0.03061166275292635,0.0,300.0,0.0,-2.0091464915371033,-0.9985536381602287,0.002071720617823303,0.0,0.0001220703125,-1.1037252268854378
-7.13041681200902,0.4488868070027717,0.0,-14.461117942216761,-17.482490695446877,2589.0,0.6659517426273458,0.09,-5.283931429419974,-0.9939453169703484,322608.0,0.036974755115807056,0.0050537109375,-0.7907641193254676,0.1784967642277479,0.34071881994605063,0.08689817041158676,-15.689157650595098,17.963386609796185,0.32483584395519505,-15.792487198870646,1865.0,-4.973779881268842,0.00036652942362707107,100.0,0.28725055009126665,5.062666261894348,0.019959809258580208,-5.204641639626336,0.02418970256112516,-17.912259548803416,3,11.242076407375638,-0.038324616476893426,0.0,400.0,0.0,-1.9002075226337183,-0.998447185754776,0.0019501451606629416,0.0,9.765625e-05,-2.3568333379203468
-8.808759350024982,0.6367857999186318,0.0,-16.449313991761684,-16.261413923472798,2605.0,0.7025715672003882,0.11,-4.406895399174867,-0.9932757213711738,391271.0,0.03537406288087368,0.0045166015625,-0.7951063574517321,0.20042233876883983,0.35325550362467767,0.08689817041158676,-16.05009559082556,18.157328505278922,0.381957773512476,-16.17384008793877,2061.0,-4.1192564397057225,0.0003624561497417744,125.0,0.3121997855603695,4.1259503565653475,0.019959809258580208,-4.390389415714209,0.02222545528784394,-18.14877137894281,4,7.613185491739682,-0.049331944715231654,0.0,500.0,0.0,-1.879242837991478,-0.9984646752476692,0.002111076400615275,0.0,9.765625e-05,-0.6514922821497617
-7.287793742493939,0.49483788119467675,0.0,-15.741826846512433,-17.773108853036955,2674.0,0.09152086137281291,0.03,-4.627985878258849,-0.992815163731575,468320.0,0.03324008332565427,0.0048583984375,-0.7978821736818645,0.21756322383880616,0.36252406463027,0.08689817041158676,-15.928643698986054,17.784559540796675,0.26514584891548243,-16.085228044673254,743.0,-4.311444964700479,0.000371585941320518,150.0,0.3337436579167843,4.380513291366357,0.019959809258580208,-4.672730894132712,0.024155656481161712,-17.764484301259255,5,6.2339224184231385,-0.05738418325781822,0.0,600.0,0.0,-1.8546595313258876,-0.9984254717826844,0.0022217665507923813,0.0,0.0001953125,-1.2634154669052982
-7.388305746746897,0.5107019733901845,0.0,-15.703057301609057,-16.941411799766595,2658.0,0.997965707643127,0.04,-4.906026957976086,-0.9928318321704864,547155.0,0.030943932151421903,0.00419921875,-0.8039924995071488,0.2289560955017805,0.3746150828897953,0.08689817041158676,-15.82307647055227,17.460954215998417,0.2200902934537246,-15.984556685726062,17205.0,-4.562151470696156,0.00037978846157784576,175.0,0.35208177864551543,4.686448543076113,0.019959809258580208,-4.81515462881859,0.025636327778920533,-17.42909438415078,6,5.374988275088851,-0.0660526042804122,0.0,700.0,0.0,-1.7721483405963228,-0.9983902767300605,0.0022177572129294275,0.0,2.44140625e-05,-1.6352044173453664
-8.932672979588371,1.469320534683869,0.0,-16.00203985732049,-15.084167115269109,2642.0,0.9914096375685184,0.05,-4.401311926168832,-0.9927997410297393,617749.0,0.02904615392908454,0.0044189453125,-0.8111061228970357,0.2452831819653511,0.38443332985043527,0.08689817041158676,-15.441733422628584,16.967313022177738,0.3735806207418622,-15.59599388298794,12223.0,-4.3119280768221895,0.0003641579023678787,200.0,0.37472695484757423,4.4610253455745905,0.019959809258580208,-4.2677191532798275,0.026588269462808966,-16.97272213758819,7,5.826776290724793,-0.07054994218051433,0.0,800.0,0.0,-1.720740696455323,-0.9984573557972908,0.002225468936376274,0.0,0.0001708984375,-2.30622720985171
-9.990462305567943,0.44132178040193093,0.0,-15.206876494612631,-17.16501233016914,2652.0,0.8691641039977634,0.03,-5.768885767145659,-0.9930936425924302,686896.0,0.02691536652855575,0.0046630859375,-0.8094234695505292,0.2583432212471962,0.39368835389614104,0.08689817041158676,-15.307142891466409,16.98606716507957,0.3902714932126697,-15.48553128206089,3577.0,-5.35755378003893,0.00033482533690403215,225.0,0.39328746125102043,5.520600514978001,0.019959809258580208,-5.663189041359227,0.025432779127731918,-16.974077181249346,8,5.29087610287433,-0.08072166945785283,0.0,900.0,0.0,-1.7328993650226039,-0.9985832735896111,0.0021548335236730052,0.0,0.000927734375,-1.3925636810877504
-10.21523823268194,0.8546970635729906,0.0,-16.142398511855788,-17.858100445834552,2648.0,0.9976565360673746,0.04,-3.7334661020397277,-0.9934231862425804,759476.0,0.025812357384711503,0.0041748046875,-0.8064585929198074,0.2675652988255024,0.40416874215006826,0.08689817041158676,-15.398740834950644,17.155825823262386,0.3168429003021148,-15.563146113741038,13655.0,-3.495333949799955,0.00031709439936093985,250.0,0.4072351060807705,3.6453592361175153,0.019959809258580208,-3.7463665702177495,0.02646247330121696,-17.124762280278887,9,4.74841009588061,-0.083673407882452,0.0,1000.0,0.0,-1.7399611092550913,-0.9986593574285507,0.002075631357729435,0.0,0.0016845703125,-1.8086659753492298
