train/success_rate,train_1/q_grads,train_0/reward,train_1/subgoal_succ_rate,train_0/reward_-0.0_frac,train_0/q_grads_std,test/episodes,train/episodes,train_0/q_loss,train_0/mu_grads_std,train_1/reward_-27.0_frac,test_1/n_subgoals,test_1/subgoal_succ_rate,train_0/mu_loss,test/success_rate,train_1/fw_bonus,train_0/fw_bonus,train_1/mu_loss,epoch,train_0/avg_q,train_1/n_subgoals,train_0/reward_-1.0_frac,train_0/target_q,train_1/avg_q,train_1/mu_grads_std,train_1/target_q,test_1/avg_q,train_0/mu_grads,train_0/q_grads,train_1/mu_grads,train_1/current_q,train_0/next_q,train_1/fw_loss,test_0/avg_q,train_1/reward_-1.0_frac,train_1/q_grads_std,train_1/reward_-0.0_frac,train_0/fw_loss,train_1/reward,train_1/next_q,policy/steps,train_0/current_q,train_1/q_loss
0.0,-0.11940344050526619,-0.8673563534430286,0.0,0.0,0.29850726053118704,275.0,1100.0,0.5594203378190896,0.38207373321056365,0.0,649.0,0.0,10.60750290232873,0.04,-0.9978116527199745,-0.9990925833582878,1.7454306609706656,10,-26.92884216795273,2700.0,0.1005615234375,-10.936521066923579,-17.701983828065632,0.2649653568863869,-14.058599771168048,-0.5798801884836077,-0.06819822136312723,-0.011914269556291402,-0.03778091352432966,-14.100691700923894,-10.556574485923424,0.013338416651822626,-26.99999980021288,0.0037841796875,0.3731228567659855,0.0,0.023468587454408406,-2.1476362947571035,-13.916480496235545,995776.0,-10.82218218405762,3.158364560421643
0.0,-0.11917512975633145,-0.8458688121827436,0.0,0.0,0.3073018953204155,300.0,1200.0,0.4904702665118178,0.39131392613053323,0.0,675.0,0.0,11.09825540608286,0.0,-0.9986897423863411,-0.9992327481508255,1.5110961933403253,11,-26.999993857541874,2700.0,0.11787109375,-11.390684029063127,-14.4445854760574,0.27453000470995903,-13.696057024039684,-1.0761573930867774,-0.06946067418903112,-0.013045620918273926,-0.038365729991346596,-13.707023033611545,-11.050491880235976,0.007998456503264606,-26.99999856145994,0.028076171875,0.3843776427209377,0.0,0.019844308379106224,-2.1654581522830996,-13.635344623486628,1086901.0,-11.264207158265108,0.9406705384593135
0.0,-0.12507266122847796,-0.8327315427413851,0.0,0.0,0.31414419040083885,325.0,1300.0,0.4715946287849837,0.40068375170230863,0.0,675.0,0.0,10.943648688475456,0.0,-0.9976386278867722,-0.9993497937917709,0.4366197058180366,12,-26.659997335646292,2700.0,0.162939453125,-11.23573252354401,-14.217084660323625,0.28489670753479,-14.22587793145209,-0.5844661522203298,-0.07349271140992641,-0.01601975690573454,-0.0375641823746264,-14.191419864173008,-10.891602583941145,0.014390649134293198,-26.99976887842329,0.020361328125,0.394232501834631,0.0,0.016817111428827046,-2.1203403083294687,-14.415878268850964,1178026.0,-11.103298506350841,5.265779058525901
0.0,-0.1327192485332489,-0.8238199817111308,0.0,0.0,0.32179397270083426,350.0,1400.0,0.5023828806038029,0.40974494963884356,0.0,675.0,0.0,11.152015306950696,0.0,-0.9980414137244225,-0.9995442613959312,1.9416721716278396,13,-26.942488378506024,2700.0,0.19228515625,-11.41420986023457,-15.823135465518593,0.2871168114244938,-13.540559831640127,-0.5901263583855376,-0.0742737838998437,-0.014479028340429068,-0.03971551610156894,-13.595325743133964,-11.10807843786672,0.011941150878556073,-27.0,0.02236328125,0.41901248767971994,0.0,0.011788551497738808,-2.131479203295021,-13.681651843748963,1269151.0,-11.276956159817832,1.5113616269989507
0.0,-0.13282041624188423,-0.7904604006376758,0.0,0.0,0.32983028292655947,375.0,1500.0,0.40791180304961144,0.4177126683294773,0.0,649.0,0.0,10.312825992655652,0.04,-0.9990937128663063,-0.9995975688099861,5.39695292906508,14,-27.0,2700.0,0.2389892578125,-10.570803869907524,-14.508072531593873,0.2898126445710659,-12.430414337265601,-0.20429919115998488,-0.07707519754767418,-0.015771999256685376,-0.04248785739764571,-12.43322156159927,-10.29201011678198,0.00554184538195841,-27.0,0.0973876953125,0.43492916598916054,0.0,0.010410262527875603,-2.173765601346531,-12.40065147823348,1359550.0,-10.428967414400514,1.3106932329214196
0.0,-0.1331973783671856,-0.7845113916810078,0.0,0.0,0.335463135689497,400.0,1600.0,0.3955455360925756,0.42678026109933853,0.0,675.0,0.0,10.14848092729147,0.0,-0.9991734102368355,-0.9995891779661179,1.4605884052102196,15,-26.92140093060163,2700.0,0.213720703125,-10.42031451939113,-13.879111933284076,0.290994631499052,-12.998491616155842,-0.0875712765607558,-0.07807837221771478,-0.016735840728506444,-0.04315327368676662,-13.01459664751207,-10.128606841190607,0.005057173845125362,-26.97221515975809,0.1093017578125,0.4395461417734623,0.0,0.010626689461059869,-2.1493791817862076,-13.132789385612384,1450675.0,-10.260310397190462,0.943987461447915
0.0,-0.13201822638511657,-0.8090436827740632,0.0,0.0,0.3404914945363998,425.0,1700.0,0.41152351578226953,0.43663560673594476,0.0,675.0,0.0,10.596865680017117,0.0,-0.9990359991788864,-0.999605917930603,1.0027540009204157,16,-26.856764403716262,2700.0,0.20380859375,-10.878479222447755,-17.993696775972563,0.2909741923213005,-24.726452571070478,-0.46846117221984296,-0.08117387890815735,-0.017366608930751683,-0.04415987674146891,-25.501678983084837,-10.558952936307584,0.005892753548687324,-26.999905568103507,0.1120849609375,0.46333677098155024,0.0,0.010194042278453708,-2.120465266382962,-27.0,1541800.0,-10.732894814073244,18.829308287794213
0.01,-0.1328745849430561,-0.816843386443361,0.0,0.0,0.34403238371014594,450.0,1800.0,0.3805393945330492,0.44385692179203035,0.0,675.0,0.0,10.783794214208381,0.0,-0.9992894023656845,-0.999653571844101,1.3823383128413986,17,-26.999241747020754,2674.0,0.223046875,-11.078572393458776,-26.99984209300993,0.2981409005820751,-24.832887376207406,-0.3416984085746162,-0.08635005280375481,-0.01724584079347551,-0.04436421114951372,-25.595469730912022,-10.741141644095162,0.004351752647198737,-26.999999992136843,0.161376953125,0.47305931970477105,0.0,0.008961846388410777,-2.128062669176143,-27.0,1632211.0,-10.937669787861145,17.499902582643415
0.0,-0.1335529375821352,-0.8092620954441372,0.0,0.0,0.34764275923371313,475.0,1900.0,0.3720820972963065,0.4523492641746998,0.0,675.0,0.0,10.661127740134031,0.0,-0.9994102120399475,-0.9997742012143135,0.44227028815437547,18,-26.99991697195552,2700.0,0.3072021484375,-10.931639076569809,-26.970318927114842,0.30456735491752623,-24.781898465141058,-0.14490658550318547,-0.09036619160324336,-0.018700120225548744,-0.044426700193434955,-25.51480100930424,-10.62010953095374,0.003617051767650992,-26.999999474912702,0.227783203125,0.48210239335894584,0.0,0.005842634319560602,-2.101621609672293,-27.0,1723336.0,-10.798831114715096,17.2299092496409
0.0,-0.13382354825735093,-0.8303241707726556,0.0,0.0,0.35141620263457296,500.0,2000.0,0.40141018513695476,0.46172001883387565,0.0,675.0,0.0,11.036308418358797,0.0,-0.9994306907057762,-0.9997596621513367,0.44848540612319815,19,-26.991191569047245,2700.0,0.3305419921875,-11.35004234131488,-26.934628527697285,0.30923054218292234,-24.878002456593457,-0.03254882916465025,-0.09132334515452385,-0.01827623168937862,-0.04562138905748725,-25.601558952096166,-10.991734073357797,0.003492492588702589,-26.99999992784702,0.181689453125,0.49151662960648534,0.0,0.00621813700417988,-2.100826187062194,-27.0,1814461.0,-11.20507852747679,18.372457793054913
0.0,-0.13366546295583248,-0.8486926277953899,0.0,0.0,0.3553782761096954,525.0,2100.0,0.5082518406662624,0.4712527558207512,0.0,675.0,0.0,11.554430403765073,0.0,-0.9991828352212906,-0.9997778326272965,0.34397172269063736,20,-26.806403297611016,2700.0,0.3155029296875,-11.848862380192909,-22.099545960815814,0.3122860327363014,-24.230211231239604,-0.050042114711089804,-0.09411444123834371,-0.01623291280120611,-0.04487173808738589,-24.499654932730756,-11.501606612101332,0.0049998532340396196,-26.99712893449659,0.0503662109375,0.5045292660593986,0.0,0.0057484250224661085,-2.117364851300954,-26.112041723752185,1905586.0,-11.713424603380822,9.861259665485154
0.0,-0.13036877028644084,-0.8307147798361256,0.0,0.0,0.3605618551373482,550.0,2200.0,0.43570908071604764,0.4780287854373455,0.0,675.0,0.0,11.172344859953364,0.0,-0.9993851810693741,-0.9997596442699432,1.2676297190389865,21,-26.961027263584437,2700.0,0.29951171875,-11.47409828776372,-14.445053938785643,0.31597659885883334,-10.48518022824643,-1.5909005640185487,-0.09689175821840763,-0.015215223073028028,-0.04704844830557704,-10.530243026954725,-11.12914075175818,0.003769284510053694,-27.0,0.0393310546875,0.5175099089741707,0.0,0.006218961859121919,-2.1470436641320703,-10.160081848003477,1996711.0,-11.312039865310533,1.5244282805822298
