train_1/reward,train/episodes,train_1/n_subgoals,train_1/reward_-1.0_frac,train_1/target_q,train_0/q_loss,train_1/q_grads,test_1/avg_q,train_1/mu_grads,train_0/mu_grads_std,train_0/reward_-0.0_frac,train_0/fw_loss,train_0/target_q,train_1/next_q,test_1/subgoal_succ_rate,train_1/fw_bonus,epoch,test_0/avg_q,train/success_rate,train_1/mu_grads_std,train_1/q_grads_std,train_0/fw_bonus,train_0/reward,test_1/n_subgoals,train_1/mu_loss,train_0/current_q,train_1/current_q,train_0/reward_-1.0_frac,train_1/avg_q,train_0/q_grads,train_0/mu_grads,train_1/reward_-0.0_frac,train_1/reward_-27.0_frac,train_1/subgoal_succ_rate,train_0/next_q,train_1/fw_loss,train_1/q_loss,test/episodes,policy/steps,test/success_rate,train_0/mu_loss,train_0/avg_q,train_0/q_grads_std
-1.991788219990849,100.0,2699.0,0.0038818359375,-8.827437244424864,0.4834160771094701,0.012993130646646023,-14.148024872969634,0.00022074803164287004,0.1562439315021038,0.0,0.00020697544168797323,-3.2261960125700186,-8.66830257577541,0.0,-0.9959543660283089,0,-4.048687529690564,0.01,0.12240740526467561,0.209058029204607,-0.9992624819278717,-0.731589250498655,675.0,9.890992893164285,-3.2283068368875227,-8.84034025820126,0.0005615234375,-7.6678924690639025,0.02689939900301397,-0.0023682318336796016,0.0,0.0,0.11374583178955168,-3.036660033897223,0.0015331422357121483,4.692619526994887,25.0,84654.0,0.0,3.03786518454766,-1.277265458227941,0.15599226653575898
-1.8943761030772293,200.0,2649.0,0.0046142578125,-8.882465707551606,0.7020179470326385,0.010535829234868288,-11.50787257379206,0.0017845725786173716,0.18967484198510648,0.0,0.0001985251914447872,-2.205022113184394,-8.590485855490464,0.025974025974025976,-0.9959055230021476,1,-3.514193487490594,0.03,0.13917722404003144,0.23335427269339562,-0.999293477833271,-0.7281623660863261,693.0,9.804888829185327,-2.044243411916861,-8.877485966607912,0.00068359375,-12.738671003854348,0.024407033016905187,-0.005219327379018068,0.0,0.0,0.23103057757644394,-1.9375042795694433,0.0015447615645825864,5.100189327773327,50.0,161337.0,0.0,1.9443254213121643,-2.979394065362993,0.16639894619584084
-1.9416493957003695,300.0,2651.0,0.0040283203125,-2.3139384281117414,0.2920858719647338,0.006899028713814914,-14.924703227723642,0.008485960471443833,0.21070016138255596,0.0,0.0001589403716934612,-4.788144026102751,-0.5515880463093454,0.0,-0.9971171602606773,2,-27.0,0.02,0.14291046895086765,0.25979275405406954,-0.9994386956095695,-0.719934187104809,675.0,1.5423113490137088,-4.79738930612043,-2.289468153194788,0.0013427734375,-12.196328720232627,0.025576693285256625,-0.008177477912977339,0.0,0.0,0.012070916635231988,-4.604617846446142,0.001256520746392198,3.5990958399765973,75.0,250318.0,0.0,4.616191591686736,-19.702242982924925,0.18351562805473803
-1.9373606678069337,400.0,2700.0,0.0035888671875,-18.475530707768947,0.3876496644025039,-0.0003290277367341332,-14.5759773151802,0.010630172095261514,0.21755571588873862,0.0,0.00013168674104235834,-3.6423934061767285,-26.98090718010921,0.0,-0.9974508285522461,3,-26.748116400134933,0.0,0.14399403035640718,0.29160037115216253,-0.999538654088974,-0.7174329030873196,675.0,27.981506832234096,-3.1368613954865534,-18.20949099447713,0.0030517578125,-14.286868321351829,0.021685055270791054,-0.00988959230016917,0.0,0.0,0.0,-3.1250125827486612,0.0011771403660532087,93.87519509162257,100.0,341443.0,0.0,3.127095569384257,-26.99999024431809,0.19440199956297874
-1.9442564258832136,500.0,2700.0,0.003125,-3.3060365394883844,0.4436629436705508,-0.001979285274865106,-13.907974970940733,0.009784355550073088,0.23027336709201335,0.0,0.0001171567315395805,-6.007134392871654,-1.8894538384651072,0.0,-0.9979122683405877,4,-23.603858610476504,0.0,0.14544912837445736,0.3176445096731186,-0.9995919495821,-0.7138706852623727,675.0,2.900943905799985,-5.904750147136724,-3.2980792575852433,0.0037353515625,-14.155740649722322,0.022444211691617966,-0.004629128612577915,0.0,0.0,0.00037037037037037035,-5.793685961640013,0.0010673659446183593,3.1777168054845406,125.0,432542.0,0.0,5.770435811273377,-23.05739811310008,0.20879985019564629
-1.972706656093942,600.0,2700.0,0.0032470703125,-1.9816675606513265,0.3005455482878704,-0.0036189233884215354,-13.965844300614316,0.013159297150559723,0.2318916566669941,0.0,8.891938141459832e-05,-7.050555886475145,-0.012002368033462175,0.0,-0.9978791266679764,5,-27.0,0.0,0.147909314930439,0.32969971671700476,-0.9996955424547196,-0.7139224751597795,675.0,1.011611636722647,-6.595310022058273,-1.9675394265618777,0.0095458984375,-13.659881752628378,0.025273944623768328,-0.0024598783464170994,0.0,0.0,0.0,-6.6015932780207915,0.0010752481699455529,1.4245712361642267,150.0,523667.0,0.0,6.6012093724757275,-26.116130512206112,0.22336647249758243
-1.9888919977827755,700.0,2700.0,0.0026611328125,-1.9888937501726958,0.16969323405003758,-0.005228526121936738,-13.71702133343288,0.013382145995274186,0.2327558398246765,0.0,5.461138525788556e-05,-9.0852892391527,-3.2557576606613883e-06,0.0,-0.9980964958667755,6,-27.0,0.0,0.14807098992168904,0.34099115058779716,-0.99982138723135,-0.7076377428689739,675.0,1.0000031339641318,-8.948252216847825,-1.9833491510302697,0.013818359375,-13.729599890340545,0.02697433903813362,-0.004777825472410768,0.0,0.0,0.0,-8.918131702135437,0.0010235384077532216,0.15909429749055767,175.0,614792.0,0.0,8.924050226693439,-27.0,0.2267669890075922
-2.0084446920562185,800.0,2700.0,0.0024658203125,-2.008444966287315,0.19380369366226674,-0.005467838619370014,-13.770536182337134,0.013383085606619716,0.23266155570745467,0.0,3.517242134876142e-05,-9.507711668296173,-4.007324200817209e-07,0.0,-0.9984323501586914,7,-27.0,0.0,0.1480717696249485,0.3416400529444218,-0.999892695248127,-0.7084912665683077,675.0,1.0000004326122582,-9.294408155556374,-2.0101616641314926,0.0731689453125,-13.893047570263027,0.029296984849497675,-0.0047740167239680885,0.0,0.0,0.0,-9.289784300247945,0.0009436391439521686,0.035860174451258664,200.0,705917.0,0.0,9.28820508848219,-27.0,0.23700954690575599
-2.008584503388556,900.0,2700.0,0.0025146484375,-2.0085886266845314,0.15762680367690834,-0.006975686165969819,-13.99412198879741,0.013819920760579408,0.2333729788661003,0.0,3.2933830425463384e-05,-9.56350191188408,-1.1844425606573913e-05,0.0,-0.9989805355668068,8,-27.0,0.0,0.1482612866908312,0.34511170238256456,-0.9999009028077126,-0.7103508413092641,675.0,1.0000123919835757,-9.411540459195342,-2.009603757008801,0.1156494140625,-13.936801495289837,0.029172940365970134,-0.004712136974558234,0.0,0.0,0.0,-9.383816629715426,0.0008132302275043913,0.024072139488182896,225.0,797042.0,0.0,9.386775174812934,-27.0,0.24031485691666604
-1.9912744958004622,1000.0,2700.0,0.00205078125,-1.9912748933842803,1.663647180192649,-0.0075125266914255915,-13.941659601966967,0.01669715838506818,0.2334316074848175,0.0,2.9132386225683148e-05,-10.254999371024743,-9.847359204428724e-07,0.0,-0.9991993814706802,9,-27.0,0.0,0.1512873038649559,0.34675944223999977,-0.9999148488044739,-0.7109437508377596,675.0,1.000001013167395,-10.141183395723498,-1.9918587401509107,0.13125,-14.017316519671912,0.029356598015874626,-0.004889328498393297,0.0,0.0,0.0,-10.948417865560941,0.0007611659602844156,0.021163200247497443,250.0,888167.0,0.0,10.985996515539378,-27.0,0.25264707803726194
