train_1/reward,train/episodes,train_1/n_subgoals,train_1/reward_-1.0_frac,train_1/target_q,train_0/q_loss,train_1/q_grads,test_1/avg_q,train_1/mu_grads,train_0/mu_grads_std,train_0/reward_-0.0_frac,train_0/fw_loss,train_0/target_q,train_1/next_q,test_1/subgoal_succ_rate,train_1/fw_bonus,epoch,test_0/avg_q,train/success_rate,train_1/mu_grads_std,train_1/q_grads_std,train_0/fw_bonus,train_0/reward,test_1/n_subgoals,train_1/mu_loss,train_0/current_q,train_1/current_q,train_0/reward_-1.0_frac,train_1/avg_q,train_0/q_grads,train_0/mu_grads,train_1/reward_-0.0_frac,train_1/reward_-27.0_frac,train_1/subgoal_succ_rate,train_0/next_q,train_1/fw_loss,train_1/q_loss,test/episodes,policy/steps,test/success_rate,train_0/mu_loss,train_0/avg_q,train_0/q_grads_std
-1.9931424314410833,1100.0,2700.0,0.00224609375,-1.993142562716238,3.252043690026519,-0.009324659197591244,-13.953606976226437,0.018273714184761047,0.23344150185585022,0.0,3.023189642590296e-05,-10.587106205393132,-3.388549113502558e-07,0.0,-0.9991754844784737,10,-27.0,0.0,0.15606364160776137,0.35377962589263917,-0.9999108105897904,-0.7106975936709204,675.0,1.0000003389794876,-10.314546983976623,-1.9941792891763324,0.0978271484375,-13.988393878647056,0.02934008468873799,-0.004914299119263887,0.0,0.0,0.0,-12.984786282430452,0.0007668503720196895,0.017872688146549763,275.0,979292.0,0.0,13.023304326268747,-27.0,0.26973473429679873
-1.963530389409425,1200.0,2700.0,0.0021240234375,-1.963530986465798,1.8276043804378523,-0.010564297181554138,-14.00021366123752,0.019692426733672618,0.23314708471298218,0.0,2.443741368551855e-05,-10.461278109557789,-1.5583259412146836e-06,0.0,-0.9990334346890449,11,-27.0,0.0,0.16258704103529453,0.36133146435022356,-0.9999320670962334,-0.708462127338862,675.0,1.000001549551885,-10.216252798243929,-1.9646816740595505,0.15625,-13.938791577517245,0.029320396156981586,-0.005767365917563438,0.0,0.0,0.0,-11.67795476078272,0.0008006441625184379,0.01322817566044201,300.0,1070417.0,0.0,11.739224483296079,-27.0,0.2768150046467781
-1.9847258996429447,1300.0,2700.0,0.00205078125,-1.9847259124928065,1.1330961187526978,-0.012350976816378534,-14.020178162452023,0.02092740931548178,0.23314708471298218,0.0,2.621622938931978e-05,-10.354809687713278,-4.113641501447247e-08,0.0,-0.998895151913166,12,-27.0,0.0,0.16786442771553994,0.36824026703834534,-0.9999255478382111,-0.7093133571041108,675.0,1.0000000390409434,-10.119464723750522,-1.9858624330326689,0.14716796875,-13.993122836484567,0.02886906252242625,-0.005767365917563438,0.0,0.0,0.0,-10.693931412609828,0.0008335395206813701,0.011090219874330806,325.0,1161542.0,0.0,10.738912112849528,-27.0,0.28204372599720956
-1.9683534380244965,1400.0,2700.0,0.0027099609375,-1.9683534388195725,0.7814585153383392,-0.014269424881786109,-14.123457823200566,0.021232885401695968,0.23314708471298218,0.0,2.577782292974007e-05,-10.38426853025191,-2.77795920953406e-09,0.0,-0.9989139109849929,13,-27.0,0.0,0.16858919523656368,0.3747828558087349,-0.9999271556735039,-0.7111208019166952,675.0,1.0000000025210685,-10.189361837569956,-1.9692906553450924,0.171484375,-14.003334003570602,0.02892442955635488,-0.005767365917563438,0.0,0.0,0.0,-10.25306354569815,0.0008290792407933623,0.027200414957231904,350.0,1252667.0,0.0,10.28698031367409,-27.0,0.28638939261436464
-1.9591667728374886,1500.0,2700.0,0.002099609375,-1.9591667742279193,0.6944153704911468,-0.015280129876919091,-14.005379451167666,0.02132538426667452,0.23314708471298218,0.0,2.039413284364855e-05,-10.231090061380888,-4.3927653963279415e-09,0.0,-0.9992417365312576,14,-27.0,0.0,0.16880000084638597,0.38259329944849013,-0.9999468997120857,-0.7082498166520963,675.0,1.0000000042188264,-9.96428093248943,-1.9593759396983763,0.2149658203125,-14.042155851076464,0.028533047810196877,-0.005767365917563438,0.0,0.0,0.0,-9.993809712102344,0.0007510870535043068,0.007806543907236024,375.0,1343792.0,0.0,10.025688092420882,-27.0,0.2906075596809387
-2.007695471969055,1600.0,2700.0,0.0021240234375,-2.0076954738124657,0.6595231113810665,-0.015467709279619157,-13.984195890644596,0.021836569625884296,0.23314708471298218,0.0,2.052729664683284e-05,-10.093273854522602,-4.753086332424468e-09,0.0,-0.9993753209710121,15,-27.0,0.0,0.1697868976742029,0.3850919879972935,-0.9999464109539986,-0.708847716809396,675.0,1.0000000046231408,-9.698361303477407,-2.008015341475071,0.2458984375,-14.010146299128227,0.028482201183214782,-0.005767365917563438,0.0,0.0,0.0,-9.736514104907094,0.0007193113124230877,0.006438616109354034,400.0,1434917.0,0.0,9.753241716431074,-27.0,0.2935899429023266
-1.988760445164371,1700.0,2700.0,0.0021240234375,-1.9887604521275855,0.6073257913498082,-0.01619223356246948,-13.98649720648061,0.025122362468391658,0.23314708471298218,0.0,1.6465219960082323e-05,-10.107638151209898,-1.8690779944727452e-08,0.0,-0.9997376918792724,16,-27.0,0.0,0.1761389896273613,0.3886585973203182,-0.999961319565773,-0.7084279211143439,675.0,1.0000000193408456,-9.691050270422577,-1.9884721085894128,0.294970703125,-13.985244277970226,0.028318990068510175,-0.005767365917563438,0.0,0.0,0.0,-9.722304769018418,0.0006331054159090854,0.006873488476972707,425.0,1526042.0,0.0,9.731906241006197,-27.0,0.296313414722681
-1.9955395931581734,1800.0,2700.0,0.0022705078125,-1.9955395947040881,0.6290345684048052,-0.016305591352283953,-14.041020474297644,0.02814299720339477,0.23314708471298218,0.0,1.785188883332012e-05,-10.21294036646503,-3.770789385829037e-09,0.0,-0.9998926550149918,17,-27.0,0.0,0.18196658007800579,0.38880808651447296,-0.9999562233686448,-0.7087305537570501,675.0,1.000000003898117,-10.070294711715167,-1.995063651794417,0.2544921875,-13.989980377309791,0.027440815651789307,-0.005767365917563438,0.0,0.0,0.0,-10.089955402212786,0.0005962369730696082,0.006645571450982138,450.0,1617167.0,0.0,10.112723842953198,-27.0,0.30071321651339533
-2.004245101517154,1900.0,2700.0,0.0016845703125,-2.0042452171319587,0.6703171449873262,-0.017111425194889306,-14.00618473810077,0.04146262556314469,0.23314708471298218,0.0,1.908942290356208e-05,-10.059921506034124,-2.8212650980557115e-07,0.0,-1.000140592455864,18,-27.0,0.0,0.20181188210844994,0.3903004892170429,-0.999951682984829,-0.7097780888107081,675.0,1.0000002844509628,-9.897377202141111,-2.0047162946943438,0.2383056640625,-14.02349395958995,0.02668379242531955,-0.005767365917563438,0.0,0.0,0.0,-9.898111018249164,0.0005372556042857468,0.006900816727509962,475.0,1708292.0,0.0,9.910356647647149,-27.0,0.30481856912374494
-2.025407826557057,2000.0,2700.0,0.0024658203125,-15.905279896869564,0.497638722924877,-0.012387910042889416,-13.533983364385149,0.0701320618391037,0.23314708471298218,0.0,1.7830712181421404e-05,-10.391599469428346,-27.0,0.0,-1.000278541445732,19,-27.0,0.0,0.2506781220436096,0.40559124276041986,-0.9999563068151474,-0.7125758072150348,675.0,28.0,-10.243692666227965,-15.726943845344682,0.2584228515625,-13.986066833344951,0.025412969337776304,-0.005767365917563438,0.0,0.0,0.0,-10.256235804455978,0.0005044379926403053,22.281743888227577,500.0,1799417.0,0.0,10.27367344496615,-27.0,0.30882022231817247
-1.9676934974289906,2100.0,2700.0,0.0017822265625,-15.775214005241498,0.554107405103295,-0.011732110730372369,-14.26437683109513,0.0701320618391037,0.23314708471298218,0.0,1.911583340188372e-05,-10.21863644713088,-27.0,0.0,-1.000304003059864,20,-27.0,0.0,0.2506781220436096,0.4209752604365349,-0.9999515920877456,-0.7084230596883572,675.0,28.0,-10.061552056560313,-15.478248379430516,0.243994140625,-13.812280731476216,0.025047074491158127,-0.005767365917563438,0.0,0.0,0.0,-10.059195548103023,0.0004983845217793714,19.578198120677037,525.0,1890542.0,0.0,10.078205173039104,-27.0,0.3119310803711414
-1.952847251734056,2200.0,2700.0,0.0019287109375,-15.795251548609064,0.7476756811557566,-0.010421975422650576,-14.168859772551025,0.0701320618391037,0.23314708471298218,0.0,1.7525125008432953e-05,-10.264276519786247,-27.0,0.0,-1.0002745926380157,21,-27.0,0.0,0.2506781220436096,0.43282229602336886,-0.9999574273824692,-0.7100373052380746,675.0,28.0,-10.109174300500007,-15.542985872914603,0.287744140625,-14.070013458209809,0.024605958350002767,-0.005767365917563438,0.0,0.0,0.0,-10.121872433952497,0.0005053800086898264,15.350990477702535,550.0,1981667.0,0.0,10.13578857087858,-27.0,0.31495423465967176
-1.985421792431589,2300.0,2700.0,0.0014892578125,-15.645009194775344,0.603604132370454,-0.008288048510439693,-14.256611264335882,0.0701320618391037,0.23314708471298218,0.0,1.6967329656836228e-05,-10.315473301693293,-27.0,0.0,-1.0004822611808777,22,-27.0,0.0,0.2506781220436096,0.45361348539590834,-0.9999594688415527,-0.7108684065213311,675.0,28.0,-10.156624940509069,-15.34882715684042,0.2525390625,-13.981676410780244,0.024933337001129985,-0.005767365917563438,0.0,0.0,0.0,-10.154251570230869,0.0004559753964713309,13.019788951538036,575.0,2072792.0,0.0,10.168671768522293,-27.0,0.3183683447539806
-1.9600778373271168,2400.0,2700.0,0.0017578125,-15.701060747483373,0.5032757810990012,-0.006765768711920828,-14.059135156014875,0.0701320618391037,0.23314708471298218,0.0,1.4235958110475621e-05,-10.285061512286749,-27.0,0.0,-1.0007709085941314,23,-27.0,0.0,0.2506781220436096,0.4709621623158455,-0.9999694988131523,-0.7094451932927768,675.0,28.0,-10.136374112085017,-15.409574443560905,0.3276611328125,-14.104409539649854,0.024865318182855846,-0.005767365917563438,0.0,0.0,0.0,-10.145490130523388,0.0003873059409670532,10.071031103561543,600.0,2163917.0,0.0,10.161412478020694,-27.0,0.32085637375712395
-1.9533565693556738,2500.0,2700.0,0.0018310546875,-15.532840456074434,0.8010661925231043,-0.00622541835764423,-14.30216363539377,0.0701320618391037,0.23314708471298218,0.0,1.5290122348687873e-05,-10.394631302602356,-27.0,0.0,-1.0006828635931015,24,-27.0,0.0,0.2506781220436096,0.4861772783100605,-0.9999656245112419,-0.7119701151670597,675.0,28.0,-10.217572494063736,-15.200621073808048,0.332373046875,-13.927833659619056,0.024929982703179122,-0.005767365917563438,0.0,0.0,0.0,-10.232893447711549,0.00040825121614034287,8.544219069884953,625.0,2255042.0,0.0,10.243818121414431,-27.0,0.3226359233260155
-1.9526569280300463,2600.0,2700.0,0.001513671875,-15.475293158498804,0.7587958071047829,-0.005882681906223297,-14.26964203293119,0.0701320618391037,0.23314708471298218,0.0,1.2107125257898588e-05,-10.268140390667764,-27.0,0.0,-1.0007728397846223,25,-27.0,0.0,0.2506781220436096,0.5030865341424942,-0.9999772891402244,-0.7090706798480824,675.0,28.0,-10.103834837831155,-15.122466498027801,0.3615234375,-14.171508545100584,0.024731168616563083,-0.005767365917563438,0.0,0.0,0.0,-10.116217958501043,0.00038684667233610524,7.790953449448625,650.0,2346167.0,0.0,10.130174811732335,-27.0,0.3244967319071293
-2.008550132135133,2700.0,2700.0,0.0015869140625,-15.500178550103891,0.6805942607670095,-0.005735816550441086,-14.05845637813466,0.0701320618391037,0.23314708471298218,0.0,1.4625842300119985e-05,-10.255243231910686,-27.0,0.0,-1.0010114043951035,26,-27.0,0.0,0.2506781220436096,0.5175387293100357,-0.9999680504202842,-0.7090904742733983,675.0,28.0,-10.106698679169995,-15.135463077204971,0.2894775390625,-14.085802717561515,0.024443580117076636,-0.005767365917563438,0.0,0.0,0.0,-10.122980452596492,0.0003300949356344063,6.371661135688617,675.0,2437292.0,0.0,10.144676947622262,-27.0,0.32614904046058657
-1.9948692678459339,2800.0,2700.0,0.001611328125,-15.61892688503344,0.6426413218782845,-0.005996855965349823,-14.35215387286163,0.0701320618391037,0.23314708471298218,0.0,1.2565752308546508e-05,-10.392736484531508,-27.0,0.0,-1.0009445816278457,27,-27.0,0.0,0.2506781220436096,0.5280236184597016,-0.999975611269474,-0.710375991086039,675.0,28.0,-10.235470076726424,-15.235871690217271,0.3528564453125,-14.044236249559168,0.024499580450356006,-0.005767365917563438,0.0,0.0,0.0,-10.25657662841157,0.00034598769852891567,6.349598286379768,700.0,2528417.0,0.0,10.287922503953855,-27.0,0.32806983664631845
-1.9894057242570853,2900.0,2700.0,0.001513671875,-15.55338570472584,0.724284507518762,-0.006591826921794564,-13.519711779997683,0.0701320618391037,0.23314708471298218,0.0,1.3829251622610173e-05,-10.172483927411506,-27.0,0.0,-1.0008573353290557,28,-27.0,0.0,0.2506781220436096,0.53606216609478,-0.9999709919095039,-0.7088600019094884,675.0,28.0,-10.010901919770234,-15.1757296747549,0.322900390625,-14.178621886116192,0.024353318149223924,-0.005767365917563438,0.0,0.0,0.0,-10.027772947270098,0.0003667427823529579,5.33651606337219,725.0,2619542.0,0.0,10.03325950919558,-27.0,0.3298818975687027
-1.9471076442452613,3000.0,2700.0,0.0012939453125,-15.628658913776519,0.694323139862407,-0.006654120981693268,-14.112516599119063,0.0701320618391037,0.23314708471298218,0.0,1.2435312305569823e-05,-10.344696423531541,-27.0,0.0,-1.0008070915937424,29,-27.0,0.0,0.2506781220436096,0.5448462247848511,-0.9999760881066322,-0.7114138279401232,675.0,28.0,-10.185398203634719,-15.225294963150551,0.33427734375,-13.749290438965645,0.024042130121961235,-0.005767365917563438,0.0,0.0,0.0,-10.210434835768808,0.00037869993466301823,7.964873960632744,750.0,2710667.0,0.0,10.222426657977618,-27.0,0.3311709642410278
-1.9782789851575218,3100.0,2700.0,0.001513671875,-15.701174004688777,0.5452205431359023,-0.0070630313246510925,-14.216436182704186,0.0701320618391037,0.23314708471298218,0.0,1.0684240100999886e-05,-10.321749638297387,-27.0,0.0,-1.0009427487850189,30,-27.0,0.0,0.2506781220436096,0.5537995234131813,-0.9999825105071067,-0.7104648911619733,675.0,28.0,-10.157173980225098,-15.307650351035374,0.35419921875,-13.984424119523206,0.023894787905737756,-0.005767365917563438,0.0,0.0,0.0,-10.187846006780484,0.00034642890896066094,6.071264237985721,775.0,2801792.0,0.0,10.224436692179959,-27.0,0.3329197555780411
-1.9801693662186153,3200.0,2700.0,0.001513671875,-15.694020440437374,0.803052712609284,-0.006827830418478698,-14.147323296202597,0.0701320618391037,0.23314708471298218,0.0,1.0210962409473723e-05,-10.292904365412095,-27.0,0.0,-1.0011102080345153,31,-27.0,0.0,0.2506781220436096,0.5632892474532127,-0.9999842464923858,-0.7106854855468555,675.0,28.0,-10.120265298317156,-15.3010274112499,0.3745361328125,-14.125681590270428,0.02384084272198379,-0.005767365917563438,0.0,0.0,0.0,-10.15901554308514,0.00030658623509225433,6.400574482266059,800.0,2892917.0,0.0,10.165908495896028,-27.0,0.3359796077013016
-1.9606070471658312,3300.0,2700.0,0.001611328125,-15.845001090134588,0.6650616352258354,-0.006516226939857006,-13.919001514088805,0.0701320618391037,0.23314708471298218,0.0,1.2687408707279247e-05,-10.376264560581106,-27.0,0.0,-1.0010236620903015,32,-27.0,0.0,0.2506781220436096,0.5700264751911164,-0.9999751687049866,-0.7101438343837799,675.0,28.0,-10.216450563728761,-15.445563117375462,0.36396484375,-14.035879149700449,0.023607483552768826,-0.005767365917563438,0.0,0.0,0.0,-10.252167654090025,0.00032717643771320584,5.635622626065639,825.0,2984042.0,0.0,10.270835332509792,-27.0,0.33880756348371505
