train_0/current_q,policy/steps,train_0/reward_-1.0_frac,train_0/mu_grads,epoch,train_0/fw_loss,train_0/fw_bonus,train_1/reward,train_1/mu_grads_std,test/success_rate,train_1/avg_q,train_1/q_grads,train_1/next_q,train_1/reward_-27.0_frac,train_0/avg_q,train_1/subgoal_succ_rate,train_1/fw_bonus,train_1/mu_grads,test/episodes,train/success_rate,train_0/q_loss,train_1/fw_loss,test_0/avg_q,train_0/target_q,train_1/q_grads_std,train_1/mu_loss,train_1/target_q,train_0/mu_loss,train_0/q_grads,train_1/n_subgoals,train_1/current_q,train_1/q_loss,train_0/reward,test_1/avg_q,train_1/reward_-0.0_frac,train_1/reward_-1.0_frac,test_1/subgoal_succ_rate,train_0/reward_-0.0_frac,train/episodes,train_0/mu_grads_std,test_1/n_subgoals,train_0/q_grads_std,train_0/next_q
-4.260093196430509,70622.0,0.0001708984375,0.001719426448107697,0,0.0001772462415829068,-0.9992249548435211,-1.7342697458523617,0.18963009715080262,0.08,-7.212124489187107,0.01849024500697851,-10.234964712996582,0.0,-1.976317721867546,0.28629629629629627,-0.9946869522333145,0.0029407324211206285,25.0,0.0,0.33543988024396876,0.0017096756433602422,-4.0725599197251565,-4.283658544868306,0.23534145317971705,10.061938532585188,-9.138905709092306,4.049172867355886,0.03137939739972353,2700.0,-9.192817834773916,11.797502573254096,-0.7225494880061888,-8.898651050602286,0.0,0.002197265625,0.2702078521939954,0.0,100.0,0.1612269703298807,866.0,0.16304209753870963,-4.037914738874105
-3.4737146651426016,130547.0,0.0003173828125,0.00436438808683306,1,0.00024608738312963395,-0.9989161804318428,-1.6782609737376333,0.2244047474116087,0.16,-10.389912223870711,0.016442568181082605,-9.76255021064054,0.0,-3.1154832432492885,0.47097270280661285,-0.9937045693397522,0.0019082634797086939,50.0,0.07,0.3006260380699036,0.001899461669381708,-2.0499521161581695,-3.4267721148162265,0.2863007850944996,9.853788900886602,-9.0668549992579,3.2289965625020707,0.028598441230133175,2601.0,-9.049133087108093,10.64875173974313,-0.7230542826117017,-9.911439276872661,0.0,0.002783203125,0.9512006196746708,0.0,200.0,0.19584680609405042,5164.0,0.18369703628122808,-3.203495320478325
-3.518746314045545,178870.0,0.000390625,-0.0019476454093819485,2,0.00024762131251918615,-0.998909293115139,-1.5485577399063915,0.2562455788254738,0.2,-11.198620320241009,0.015386189613491297,-9.69469666425915,0.0,-3.712533459837745,0.6480339244410177,-0.9913537740707398,-0.0029259408242069186,75.0,0.05,0.2095634384123671,0.0023536104010418056,-2.0418173724209097,-3.479210956630878,0.3141478791832924,9.566876880872103,-9.079940431059338,3.2226792010065126,0.027146387053653596,2594.0,-9.081769078022678,8.964022813593772,-0.7290689090252271,-7.726927577009951,0.0,0.0022705078125,0.9739551786795881,0.0,300.0,0.21345297060906887,6604.0,0.19841472432017326,-3.1917986288303966
-1.052800154338098e-05,220811.0,0.0001953125,0.0007789093040628358,3,0.0002479571954609128,-0.9989078029990196,-1.4656697651138528,0.28666426464915273,0.0,-13.11445229793131,0.013863665331155062,-9.305064711391065,0.0,-1.7534872806489323,0.7500983864620229,-0.9897867873311043,-0.0033845094905700533,100.0,0.1,0.5927679674234895,0.002656329976161942,-1.290822040310128e-06,-0.7285265685770845,0.3349505752325058,9.222989892732986,-8.829866246028445,1.1219910752411654e-05,0.030217251973226666,2541.0,-8.817914372798196,8.076290926443608,-0.7285188391681003,-13.056858303786708,0.0,0.0027099609375,0.0546218487394958,0.0,400.0,0.21901675015687944,714.0,0.2158596497029066,-1.12741236685298e-05
-1.1769122858250014e-05,308567.0,0.0002197265625,0.0007841598082450219,4,0.0003151689234073274,-0.9986063361167907,-1.5693096473856714,0.3108369544148445,0.0,-14.233758877027915,0.012358135334216059,-9.432060601436138,0.0,-2.3480693470141568e-06,0.05555555555555555,-0.9839317902922631,-0.006083854765165597,125.0,0.0,0.585538746478268,0.0037874492350965737,-1.2276002359365538e-05,-0.7236889411265407,0.3514238357543945,9.253607527903569,-9.05511720302012,1.2210446577963613e-05,0.03018490397371352,2700.0,-9.039233302679566,6.394571152969304,-0.7236806083841657,-13.81293377026068,0.0,0.00205078125,0.06767955801104972,0.0,500.0,0.21902498677372934,724.0,0.21584948599338533,-1.2197154662897312e-05
-0.061222555667579046,396313.0,0.0,0.0035948355158325284,5,0.00033770773661672137,-0.9985052347183228,-1.6477659766860597,0.3280381642282009,0.0,-14.77145933337102,0.010511963884346187,-8.580790383726955,0.0,-0.8012571439923174,0.056296296296296296,-0.983080780506134,-0.008373472397215665,150.0,0.0,0.5723310709283037,0.003951855056220666,-0.07758311460105469,-0.765784352637102,0.3627523764967918,8.360235158921675,-8.466521569939221,0.05270593325672708,0.030548479966819288,2700.0,-8.430846370529858,5.182313079334165,-0.722629085524386,-16.23061084048382,0.0,0.0017822265625,0.0,0.0,600.0,0.22737982012331487,675.0,0.22017986103892326,-0.05279936704569841
-0.0385202788601617,487367.0,0.0003173828125,0.0030422709591221065,6,0.00024121748101606498,-0.9989380210638046,-1.6987775904053706,0.3454154893755913,0.0,-14.567597511100201,0.009215338272042572,-12.75958834926548,0.0,-11.501428293260258,0.0011111111111111111,-0.9879604458808899,-0.014487525634467601,175.0,0.0,0.5864370037639254,0.0030091576802078633,-0.0004160793252731556,-0.7565359187195613,0.3739276625216007,12.497626573806787,-9.587902028749482,0.037762089876730895,0.037138712126761675,2700.0,-9.610178453034639,17.882394177177282,-0.7195861999171029,-13.93735700089756,0.0,0.0023193359375,0.0029542097488921715,0.0,700.0,0.23129271380603314,677.0,0.2335674650967121,-0.03771031513497525
-1.5323798190687515e-05,577992.0,0.000146484375,0.002414590521948412,7,0.00022713531216140838,-0.9990011841058731,-1.8098393411586584,0.355924454331398,0.0,-13.73366075057585,0.01159906517714262,-15.770707808145625,0.0,-0.0004599619556920665,0.0077777777777777776,-0.9879648193717003,-0.01481628455221653,200.0,0.0,0.5890741511820805,0.003008315124316141,-0.00025851722906208787,-0.7260673945071094,0.40521510541439054,15.692949497624046,-10.792743755683654,5.247011990109657e-06,0.03632474998012185,2700.0,-10.789430117708672,19.24147471528445,-0.7260630935481458,-13.988793102963328,0.0,0.0017333984375,0.0014792899408284023,0.0,800.0,0.23090803176164626,676.0,0.23395848385989665,-4.529129999317801e-06
-3.6509178941758713,668989.0,0.00048828125,0.0017134326713858171,8,0.0001757360096235061,-0.9992317229509353,-2.0169033443831723,0.3671880207955837,0.0,-13.550128978919604,0.013966280198656023,-20.348693034237094,0.0,-0.00732597456722441,0.001851851851851852,-0.9903008237481117,-0.013832183694466949,225.0,0.0,23.924851484950118,0.0025570236321073025,-26.999496889753676,-4.551155704933802,0.4264301903545856,19.955032824734545,-12.971023318899523,5.743590023999358,0.0361409398727119,2700.0,-12.950260665245642,17.66951687419408,-0.7270816833115532,-13.51841497087807,0.0,0.0017578125,0.0,0.0,900.0,0.23075681254267694,675.0,0.2343399465084076,-5.50806593366432
-10.718589640466819,759994.0,0.0015869140625,0.0011476833606138825,9,0.00012358331314317185,-0.9994656503200531,-1.995172878374433,0.3829782284796238,0.0,-13.614309951221452,0.013712813146412373,-19.864348513984257,0.0,-26.44654141807636,0.001851851851851852,-0.9917617693543435,-0.01514428099617362,250.0,0.0,4.705537358242727,0.0022747863258700818,-26.99768472804332,-11.057087683400185,0.44230942577123644,19.55020287179448,-12.336035956254056,11.998384937857598,0.03467107564210892,2700.0,-12.220915489001717,11.157893529662344,-0.7281752051290823,-14.299568425816306,0.0,0.0018798828125,0.0,0.0,1000.0,0.23058323562145233,675.0,0.24856087304651736,-11.863236427082821
-10.615735730096073,850999.0,0.0045654296875,0.0011476833606138825,10,5.855460249222233e-05,-0.9997573122382164,-1.9997885308948753,0.39712924510240555,0.0,-13.995873746252899,0.01397012108936906,-21.711292980288004,0.0,-26.994210655427835,0.001851851851851852,-0.9931073367595673,-0.0182087077293545,275.0,0.0,3.829774830829062,0.0020148390613030642,-26.968297967565316,-10.998687444157913,0.46090784668922424,21.587535413470903,-12.768717847206137,11.235735590886968,0.033852492738515136,2700.0,-12.582485576844352,9.465593704805869,-0.7317634229526447,-13.84101472868043,0.0,0.0016845703125,0.014598540145985401,0.0,1100.0,0.23058323562145233,685.0,0.2536497123539448,-11.230055613873452
-11.121015658550238,941286.0,0.01201171875,0.0011476833606138825,11,4.8771098136057844e-05,-0.9998011842370034,-2.014545520723914,0.40893181040883064,0.0,-13.865449764956466,0.012874244479462504,-21.815046815619116,0.0,-26.95324349389961,0.012962962962962963,-0.9940812796354294,-0.019548164028674365,300.0,0.0,3.3097273332016655,0.0018266848288476466,-26.999999999999854,-11.498458826153051,0.4743219316005707,21.65075594963517,-12.929380005102171,11.750530554737177,0.03329394655302167,2700.0,-12.702816451367765,5.863829351144963,-0.7355207153246738,-13.21696076721049,0.0,0.0021240234375,0.0,0.0,1200.0,0.23058323562145233,675.0,0.25828172713518144,-11.684981854493932
-10.928198562466765,1032411.0,0.0197509765625,0.0011476833606138825,12,4.346277414697397e-05,-0.9998250097036362,-2.0151001411395555,0.4169427178800106,0.0,-13.727555735187993,0.011918311472982168,-21.80207338857128,0.0,-26.999999999999922,0.0,-0.9955079093575477,-0.02205700082704425,325.0,0.0,2.7076723631531943,0.0015510769648244605,-26.999999999999986,-11.313921192206687,0.48534557446837423,21.58707563900203,-12.512486104897775,11.349971185557013,0.03288640910759568,2700.0,-12.265217049203532,4.750254734062355,-0.7311625028400158,-13.577004641349253,0.0,0.0018310546875,0.0,0.0,1300.0,0.23058323562145233,675.0,0.26396816074848173,-11.298052478937741
-10.827906201116491,1123536.0,0.0310546875,0.0011476833606138825,13,3.77975013179821e-05,-0.9998504161834717,-1.9838039789094182,0.42178095057606696,0.0,-13.851840073293308,0.010720555484294892,-21.905929187379225,0.0,-26.999999999999954,0.0,-0.9970024853944779,-0.024150775466114282,350.0,0.0,2.2151579334155262,0.0012623398448340594,-27.0,-11.163507090649485,0.495852867513895,21.68559364699979,-12.25953503469013,11.187385991496274,0.03330524591729045,2700.0,-12.012936273978479,4.779426825713093,-0.7268295047244464,-14.200729314105017,0.0,0.0017822265625,0.0,0.0,1400.0,0.23058323562145233,675.0,0.26950172781944276,-11.122506001578662
-11.068136945773398,1214661.0,0.027490234375,0.0011476833606138825,14,3.901158065673371e-05,-0.9998449683189392,-2.005942887506535,0.42901455610990524,0.0,-14.014070376205765,0.009277126751840115,-21.745469730315293,0.0,-27.0,0.0,-0.9982383340597153,-0.026973569439724086,375.0,0.0,2.13301503565488,0.0010235919689876027,-27.0,-11.303686169297464,0.5056988686323166,21.58163123615451,-11.995226958608756,11.402614085158916,0.033438006229698655,2700.0,-11.736654774131704,4.421324383949174,-0.7286090085297474,-13.436333371807605,0.0,0.001416015625,0.0,0.0,1500.0,0.23058323562145233,675.0,0.2734691180288792,-11.352840347217654
-10.8978389657133,1305786.0,0.027685546875,0.0011476833606138825,15,3.614609659052803e-05,-0.9998578235507012,-1.9873917091659679,0.43610555678606033,0.0,-13.73620869064588,0.00801084591075778,-21.748233196019306,0.0,-27.0,0.0,-0.9990754052996635,-0.030678902519866824,400.0,0.0,1.9663745447541445,0.0008618746709544211,-27.0,-11.12968476944414,0.5166705027222633,21.647656303420952,-12.033557227731132,11.214845899841743,0.03319669933989644,2700.0,-11.785407655720444,5.296749758991077,-0.7245260792435146,-13.482284913145262,0.0,0.0012939453125,0.0,0.0,1600.0,0.23058323562145233,675.0,0.279168064892292,-11.161541302400893
-11.029443980693411,1396911.0,0.0466064453125,0.0011476833606138825,16,3.3940281082323057e-05,-0.9998677223920822,-2.043155843067507,0.44186193123459816,0.0,-13.74324278011424,0.007032511488068849,-21.855711033137858,0.0,-27.0,0.0,-0.9997150078415871,-0.03187222331762314,425.0,0.0,2.295266743319234,0.0007383126736385748,-27.0,-11.259754439688859,0.5258079871535302,21.723356168598063,-12.034585607496094,11.33150351714381,0.033039561845362185,2700.0,-11.774242573896725,3.2908977709709433,-0.7268869831103075,-13.627337112705831,0.0,0.001416015625,0.0,0.0,1700.0,0.23058323562145233,675.0,0.28406161814928055,-11.262709463037146
