train_0/q_grads_std,train_0/target_q,train_1/next_q,train_1/q_grads,train_0/avg_q,test_1/subgoal_succ_rate,test_1/avg_q,train_1/fw_loss,train_1/fw_bonus,train_1/mu_grads_std,train_1/reward_-1.0_frac,train/episodes,train_1/avg_q,train_0/mu_grads,train_1/mu_grads,train/success_rate,train_0/q_loss,train_1/q_loss,train_1/q_grads_std,train_0/fw_bonus,train_1/reward_-0.0_frac,policy/steps,train_0/mu_grads_std,train_1/reward_-27.0_frac,train_0/fw_loss,train_0/reward_-1.0_frac,train_1/reward,train_0/mu_loss,train_1/n_subgoals,test_1/n_subgoals,train_0/q_grads,epoch,test_0/avg_q,train_0/next_q,train_0/current_q,train_0/reward_-0.0_frac,train_1/subgoal_succ_rate,train_0/reward,test/success_rate,train_1/current_q,test/episodes,train_1/target_q,train_1/mu_loss
0.17637896873056888,-0.7902676920573818,-12.861364563521562,0.03162774592638016,-3.6470469635039193,0.0,-19.507714442855328,0.0012298330111661926,-0.9988203018903732,0.15509661547839643,0.004248046875,100.0,-10.005727307610409,-0.010013231262564658,0.0017176071065478026,0.0,0.4452351931453684,26.12904302383503,0.20399244427680968,-0.9994868099689483,0.0,72362.0,0.17666352093219756,0.0,0.00015523875426879386,0.006884765625,-2.0940165999225426,0.507925861695915,2700.0,675.0,0.035654074605554344,0,-0.366290355312202,-0.5051222650273873,-0.5241821971144078,0.0,0.27925925925925926,-0.5703428948876536,0.0,-10.406068856594421,25.0,-10.294682824557475,12.289422576674722
0.20152267031371593,-2.369969556298156,-16.359808835194187,0.0424369621090591,-3.0653814944702553,0.8789329685362517,-5.89139577235968,0.001218748727114871,-0.998859803378582,0.21761084720492363,0.003759765625,200.0,-16.611397580763942,0.0010279310285113753,0.000831818401638884,0.0,0.23831557529865255,24.632493354645913,0.2688106790184975,-0.9995341360569,0.0,157062.0,0.2074142299592495,0.0,0.00014122272114036605,0.006494140625,-2.229780870734976,2.155611463900317,2700.0,4386.0,0.039915687404572964,1,-0.889267442589338,-2.1543831423398956,-2.414968073189393,0.0,0.09814814814814815,-0.565465808637964,0.0,-11.700330648012722,50.0,-11.603943555756784,14.733410579335645
0.2276033226400614,-7.062092557023865,-14.972817123186683,0.04601281592622399,-11.495527330212655,0.0,-18.274715276320432,0.0012117637030314653,-0.9988847106695176,0.24631783738732338,0.003662109375,300.0,-14.42129231796295,0.008312623016536236,-9.136334674622048e-05,0.0,9.216867913780039,19.67951672855194,0.3014010667800903,-0.9995934754610062,0.0,231810.0,0.2240734100341797,0.0,0.00012364426875137723,0.01181640625,-2.215651352819259,9.545576904643683,2700.0,675.0,0.041109271068125966,2,-26.995249439012426,-9.488849768534207,-6.890491362125519,0.0,0.24481481481481482,-0.5581564262618486,0.0,-10.856297231000024,75.0,-10.770221241051598,14.076268254282473
0.23722059279680252,-8.651164912770719,-16.51613236250521,0.04886105703189969,-26.96378164888084,0.0,-19.62550428550938,0.001112087616638746,-0.9992399707436561,0.2627885676920414,0.0030517578125,400.0,-20.22947306522539,0.008312623016536236,-0.002441179769812152,0.0,4.328426758120225,18.740111987357885,0.32819453403353693,-0.9996362358331681,0.0,321908.0,0.2240734100341797,0.0,0.00011098259419668466,0.0105712890625,-2.289751398574663,10.13511526291509,2700.0,675.0,0.041522844042629,3,-26.99192064079631,-10.118016930122497,-8.533511639817117,0.0,0.014814814814814815,-0.5569952377351001,0.0,-11.061372312037284,100.0,-10.984401576363489,15.868446555057506
0.24958060793578624,-9.146864111033725,-12.91881643607834,0.05112901786342263,-26.856126428199065,0.0,-22.40008552317993,0.0011035971940145828,-0.9992702350020408,0.278087941557169,0.00322265625,500.0,-20.292631644272333,0.008312620222568512,-0.0056292697787284855,0.0,3.4214861397449448,13.016501062178241,0.347099332511425,-0.9996976152062416,0.0,412619.0,0.2240734100341797,0.0,9.279806272388669e-05,0.020361328125,-2.271228690124917,10.152332810244866,2700.0,675.0,0.041636760160326955,4,-26.999991799067367,-10.10906471794116,-8.958608391171994,0.0,0.006666666666666667,-0.5590796773722104,0.0,-10.101774551071061,125.0,-10.049181288271768,12.423059343962962
0.25912808179855346,-9.60307548280932,-11.137219418566048,0.05370461232960224,-26.98727452657078,0.0,-17.256976779112165,0.0011028661101590842,-0.9992728382349014,0.30358799546957016,0.0034912109375,600.0,-20.97163203804426,0.008312620222568512,-0.008891893969848751,0.0,2.3476323790041436,7.5479293267061935,0.3632520601153374,-0.9997359663248062,0.0,503023.0,0.2240734100341797,0.0,8.143644936353667e-05,0.024951171875,-2.366425876298672,10.297046782157848,2700.0,675.0,0.041354193724691866,5,-26.99790862673417,-10.255051774454166,-9.386675829593457,0.0,0.01037037037037037,-0.5606090421199041,0.0,-9.65510451352408,150.0,-9.593972651315259,10.855535501109973
0.267492513358593,-9.943991428695053,-23.66163878883783,0.0529061621055007,-26.981880046392053,0.004424778761061947,-25.251094061083737,0.0010834195927600376,-0.9993421554565429,0.305708210170269,0.0027587890625,700.0,-22.67420297474298,0.008312635123729706,-0.010365161346271634,0.0,1.2693569802403506,23.10638334312199,0.37294200286269186,-0.9997883766889573,0.0,593673.0,0.2240734100341797,0.0,6.591208220925182e-05,0.0377685546875,-2.3990909080428535,9.992851819253302,2700.0,678.0,0.04179519359022379,6,-26.984228337483188,-9.962574238575431,-9.729607939994244,0.0,0.007037037037037037,-0.5585896739899908,0.0,-14.640904332023188,175.0,-14.233322980537007,23.25610356318205
0.27025640606880186,-9.969868246707332,-25.878566661512316,0.05440338207408786,-26.962772262908853,0.005891016200294551,-19.30965187910726,0.0010237626498565077,-0.9995547711849213,0.30833085253834724,0.0033203125,800.0,-25.085007428280896,0.008312635123729706,-0.010629527387209237,0.0,0.562984640199722,27.012355053137536,0.38792392164468764,-0.9998738616704941,0.0,684440.0,0.2240734100341797,0.0,4.059248735757137e-05,0.1187744140625,-2.506700217035541,9.891558003309541,2700.0,679.0,0.041763694304972884,7,-26.914170632938752,-9.866125441127371,-9.842099075993033,0.0,0.005555555555555556,-0.56379292866186,0.0,-16.128966735355238,200.0,-15.24427729789123,23.78581364494044
0.27571103647351264,-9.994077506725883,-24.448448462690614,0.055352830607444045,-26.972039091311103,0.0,-18.99112264502297,0.0008690038084750995,-1.0001063644886017,0.3164219081401825,0.003173828125,900.0,-21.460946474547885,0.008312635123729706,-0.012140181986615062,0.0,0.9859681678381804,29.121901794071892,0.40194698944687846,-0.9998819097876549,0.0,775344.0,0.2240734100341797,0.0,3.82058477953251e-05,0.1555419921875,-2.503908426783892,9.808594891611438,2700.0,675.0,0.04158619716763497,8,-27.0,-9.801049561956443,-9.762120921242271,0.0,0.003703703703703704,-0.5637217007973959,0.0,-16.039472767916667,225.0,-14.171047586868468,23.893581871099542
0.2790204264223576,-10.243594176896513,-24.15387440642912,0.057307391241192815,-27.0,0.0,-19.73990736154897,0.0008058118241024203,-1.0003315955400467,0.32593567818403246,0.0031982421875,1000.0,-21.030207749365015,0.008312635123729706,-0.017128831380978225,0.0,0.7914747999896885,30.795708399266097,0.42061205133795737,-0.9999320536851883,0.0,866469.0,0.2240734100341797,0.0,2.335571541607351e-05,0.2638671875,-2.474612925526526,10.132441486751683,2700.0,675.0,0.041470817755907774,9,-27.0,-10.077093738367534,-10.02734093403701,0.0,0.0,-0.5625623593456112,0.0,-16.006241595559466,250.0,-14.010020799860342,24.14988819339721
0.28267365172505377,-10.030396410208827,-24.35757487859409,0.060009945463389155,-27.0,0.0,-20.840275157192142,0.0006841786249424331,-1.0007651060819627,0.3336812451481819,0.0024169921875,1100.0,-21.06135900739593,0.008312635123729706,-0.01647981470450759,0.0,0.8576961261674526,26.301883009025875,0.44555619433522226,-0.9999321326613426,0.0,957594.0,0.2240734100341797,0.0,2.3329716509579156e-05,0.2657958984375,-2.4907796578769195,9.8138814542419,2700.0,675.0,0.04180958392098546,10,-27.0,-9.783808102305816,-9.740065692662677,0.0,0.0,-0.564631473056943,0.0,-16.152965129053605,275.0,-14.280451019931656,24.41241818027247
0.28609717860817907,-10.09171893199316,-24.362019507632034,0.06237111808732152,-27.0,0.0,-21.129566284538658,0.0006900735897943377,-1.0007440984249114,0.3380628764629364,0.00283203125,1200.0,-21.108611834713134,0.008312635123729706,-0.01822987771593034,0.0,0.720586452579632,26.712604671633063,0.47326501831412315,-0.9999116718769073,0.0,1048719.0,0.2240734100341797,0.0,2.9391797670541565e-05,0.196044921875,-2.5092680551497324,9.835073456263672,2700.0,675.0,0.04193909326568246,11,-27.0,-9.82987029235297,-9.81192243250552,0.0,0.0,-0.5639122451291769,0.0,-16.203377119108602,300.0,-14.442223643559922,24.064678166313236
0.2883540980517864,-9.952810396155513,-24.232320265896956,0.06547341048717499,-26.97763398249969,0.0,-20.12554825878594,0.0006099301564972848,-1.0010297447443008,0.34165695160627363,0.0024658203125,1300.0,-22.70422446530999,0.008312635123729706,-0.018938867887482048,0.0,0.7624556208186768,25.96910711327875,0.4981298170983791,-0.9999166905879975,0.0,1139844.0,0.2240734100341797,0.0,2.7906016771339637e-05,0.2477783203125,-2.4441172987415483,9.70851443924752,2700.0,675.0,0.041682853177189824,12,-26.951192700340258,-9.696580413658335,-9.659228486474863,0.0,0.0,-0.5636205306844204,0.0,-16.24582542641563,325.0,-14.393829619319405,24.205671907415
0.2914804257452488,-9.906820031308197,-24.81457831566044,0.06894807312637567,-26.924452866698115,0.014598540145985401,-22.48756239971686,0.000545118563604774,-1.0012607395648956,0.3479878306388855,0.0022705078125,1400.0,-21.16502803155974,0.008312635123729706,-0.02028222749941051,0.0,0.7519171066769026,21.665907262309588,0.5216192543506623,-0.9999504759907722,0.0,1230556.0,0.2240734100341797,0.0,1.789866812487162e-05,0.302978515625,-2.511081786533032,9.61766607534712,2700.0,685.0,0.04196013044565916,13,-26.908173014889165,-9.619979955719078,-9.593749417565084,0.0,0.007037037037037037,-0.5667783909993886,0.0,-15.876648578494928,350.0,-14.690817268496838,24.84278209280866
0.29510039985179903,-10.159339181645418,-24.12598177363734,0.07545939758419991,-26.748024868491356,0.01171303074670571,-18.089571548844095,0.0005512330310011749,-1.0012389481067658,0.351860498636961,0.00244140625,1500.0,-22.642545934800935,0.008312635123729706,-0.022102658916264773,0.0,0.7023381792555929,19.92717207124727,0.5426632642745972,-0.9999559819698334,0.0,1319873.0,0.2240734100341797,0.0,1.626935677450092e-05,0.3501708984375,-2.490422042467253,10.00555505728924,2700.0,683.0,0.04157270723953843,14,-26.972900134720607,-9.964553842592242,-9.938529228698329,0.0,0.027407407407407408,-0.564381084312845,0.0,-16.212451047184388,375.0,-14.392785951358121,23.57447978162515
0.2975428283214569,-10.181366875969974,-24.203786258245067,0.08147053327411413,-26.95822881231455,0.005891016200294551,-18.97810996599398,0.0005089351849164814,-1.001389703154564,0.3558399140834808,0.001611328125,1600.0,-20.865483343634214,0.008312635123729706,-0.023853917978703974,0.0,0.8027240379833358,19.16059790813564,0.566509734094143,-0.9999504387378693,0.0,1410052.0,0.2240734100341797,0.0,1.790912288015534e-05,0.3529296875,-2.4962824872076452,10.029136273302907,2700.0,679.0,0.041623641084879634,15,-26.965587115631468,-10.017104823447484,-9.966692984634392,0.0,0.014444444444444444,-0.5665769659139187,0.0,-15.929519153182843,400.0,-14.207145538613497,24.148584349385978
