train_1/mu_loss,train_1/fw_loss,train_0/fw_bonus,train_0/reward_-0.0_frac,train_0/mu_loss,train_1/target_q,train_1/reward_-0.0_frac,policy/steps,test/episodes,test_1/subgoal_succ_rate,train_0/avg_q,train_1/subgoal_succ_rate,train_0/mu_grads,train/success_rate,train_1/next_q,train/episodes,train_1/q_grads,train_1/reward,train_1/mu_grads_std,test_1/n_subgoals,epoch,train_0/q_loss,train_0/target_q,train_0/current_q,train_1/reward_-1.0_frac,train_1/reward_-27.0_frac,train_0/mu_grads_std,train_0/fw_loss,train_0/reward,train_1/q_loss,train_0/q_grads_std,train_0/next_q,train_1/avg_q,train_0/reward_-1.0_frac,test_0/avg_q,train_1/fw_bonus,test_1/avg_q,train_1/mu_grads,train_0/q_grads,test/success_rate,train_1/current_q,train_1/q_grads_std,train_1/n_subgoals
3.255071010528397,0.0646008849143982,-0.9959300726652145,0.0,7.605775849599013,-4.38308884544834,0.0,90839.0,25.0,0.5203252032520326,-13.348622274445342,0.004814814814814815,-0.003115333378082141,0.0,-2.2585414624423588,100.0,0.017771474132314325,-2.6655658904357553,0.25067340284585954,1353.0,0,0.32405904018760234,-7.863351144646421,-7.757612793040539,0.0133544921875,0.0,0.13056274317204952,0.03244976061396301,-0.6262713357584289,0.9013434068847583,0.11684890519827604,-7.605780525301009,-13.040250274946496,0.0005615234375,-21.466540424050194,-0.994734251499176,-20.061033888161965,-0.011178472824394704,0.0067345866234973075,0.0,-4.383666945367932,0.1271185077726841,2700.0
10.842839433436305,0.07525314390659332,-0.9978091612458229,0.0,7.990397907072264,-10.083974174641273,0.0,180657.0,50.0,0.0,-21.045267597596403,0.020370370370370372,-0.012627492635510862,0.0,-9.859114168547942,200.0,0.001984027397702448,-2.6530578488895116,0.24716336354613305,675.0,1,0.3465702370186412,-8.13942657448907,-8.087292671068116,0.0103271484375,0.0,0.16669862084090709,0.017660787887871267,-0.6121109830306523,3.4818464604840784,0.13454201444983482,-7.980523405243465,-20.33203516641942,0.0087890625,-16.71914773895712,-0.9935546398162842,-18.420756698421872,-0.020901661878451706,0.00802669848781079,0.0,-10.222393803962134,0.14903330393135547,2700.0
5.065605467443559,0.07818600293248892,-0.9983283445239067,0.0,8.664047251927187,-5.533163500306469,0.0,271477.0,75.0,0.0,-22.264085241633214,0.005555555555555556,-0.018124200636520982,0.0,-3.836054630943712,300.0,-0.012543143541552126,-2.6413677655564243,0.2528083622455597,675.0,2,0.34643760175404426,-8.846879899667645,-8.73294332356993,0.008056640625,0.0,0.21958992667496205,0.013574628555215896,-0.6168550381797104,5.052206363655509,0.1509657919406891,-8.661099179114206,-20.285710981377242,0.01083984375,-27.0,-0.9932298555970192,-25.106856812073254,-0.01744551407173276,0.004652959294617176,0.0,-5.596776761228214,0.16259391903877257,2700.0
3.2477844798911817,0.08426678534597158,-0.9985879987478257,0.0,8.748050574291295,-4.3164905057451195,0.0,362578.0,100.0,0.0,-26.65214415085884,0.00037037037037037035,-0.017325551761314274,0.0,-2.2388869957129005,400.0,-0.02021090337075293,-2.653302688727126,0.28789376765489577,675.0,3,0.32910426582636204,-8.927266333923413,-8.831014223961414,0.00712890625,0.0,0.24908596202731131,0.011531352670863271,-0.6187326873176062,1.0525938948864888,0.1557400304824114,-8.747464202458142,-21.486874878574348,0.0500244140625,-27.0,-0.9925564616918564,-21.029377825268202,-0.01296584545634687,0.0047886878601275384,0.0,-4.3479475925127655,0.175550365075469,2700.0
2.5089540211045804,0.09419045168906451,-0.9986978396773338,0.0,8.986967665097437,-3.824610339117703,0.0,453654.0,125.0,0.0,-26.658281955017234,0.0007407407407407407,-0.02046169210225344,0.0,-1.5173254417563502,500.0,-0.027565789828076958,-2.688349000510425,0.2718996234238148,675.0,4,0.3054272568337299,-9.188001295851958,-9.05876310893288,0.0068359375,0.0,0.2712717466056347,0.010666706110350787,-0.6150248013971578,1.6772937928759588,0.16576949059963225,-8.985196292696564,-20.978087583071535,0.06181640625,-26.999985827877396,-0.9914575174450875,-20.336988418354135,-0.011257761530578137,-0.002861175744328648,0.0,-3.823658470277498,0.19461504146456718,2700.0
1.8145584093715654,0.09816287402063609,-0.9987860560417176,0.0,9.043499262877852,-3.2994015550810523,0.0,544690.0,150.0,0.0,-26.717706879376465,0.0014814814814814814,-0.022000333527103066,0.0,-0.8153760374292972,600.0,-0.026044351141899826,-2.693201179933021,0.32369915395975113,675.0,5,0.26891409845853625,-9.267619880531209,-9.131573939441177,0.0062744140625,0.0,0.29065086618065833,0.009972465550526976,-0.608546609953919,0.9266085307422223,0.17047908194363118,-9.040234392393081,-19.85999202695373,0.040234375,-26.99600967196546,-0.9910176262259484,-19.877596861490915,-0.015197468642145395,-0.002940616960404441,0.0,-3.312146575564552,0.21049676574766635,2700.0
1.9773087451299083,0.09630292356014251,-0.9988669604063034,0.0,9.18167788849254,-3.3983414536525323,0.0,635815.0,175.0,0.0,-26.991701512825433,0.0,-0.02130293771624565,0.0,-0.9768838444585866,700.0,-0.02578782821074128,-2.6647065296114305,0.40053127259016036,675.0,6,0.25850328734218825,-9.407828392748423,-9.261484268733408,0.006298828125,0.0,0.3078257992863655,0.009335743519477547,-0.6084752826624026,0.5526183364986366,0.17517822980880737,-9.17720047356209,-20.01445757876328,0.087744140625,-26.99999410846115,-0.9912235826253891,-20.964612350916006,-0.026261581247672437,-0.003180824493756518,0.0,-3.4071888261836962,0.22232843190431595,2700.0
1.0000457115187742,0.09415766224265099,-0.9989107310771942,0.0,9.312912735293821,-2.6739908042332763,0.0,726940.0,200.0,0.0,-26.999349460871223,0.0,-0.021004304755479097,0.0,-4.8064174705135225e-05,800.0,-0.027160291466861962,-2.6739578166820137,0.42816840186715127,675.0,7,0.2406433420273036,-9.551118112001332,-9.395442523742549,0.0068603515625,0.0,0.3166284091770649,0.00899120110552758,-0.6058678188226623,0.17647062915835915,0.1797722525894642,-9.310012368341571,-20.21829129299807,0.10126953125,-27.0,-0.9914611473679542,-20.58407834728433,-0.025764578208327293,-0.0033124835637863724,0.0,-2.6878779830136716,0.23423854485154152,2700.0
1.0000177475490264,0.08759107626974583,-0.9989947482943535,0.0,9.300112795122935,-2.6781453672278075,0.0,818065.0,225.0,0.0,-27.0,0.0,-0.016352910781279206,0.0,-1.982405663464118e-05,900.0,-0.028878189530223607,-2.67813131053299,0.42871880903840065,675.0,8,0.22430012204554703,-9.541570680870413,-9.38585836281718,0.006689453125,0.0,0.3297679550945759,0.008329999970737845,-0.6043141151763848,0.11085042597625616,0.18419832251966,-9.29406016138835,-20.114923033049504,0.141259765625,-27.0,-0.9921883389353752,-19.53836864437751,-0.02649200139567256,-0.0038380462967325,0.0,-2.6887266810129176,0.24453637935221195,2700.0
1.0000026579115129,0.08564452175050974,-0.9990208238363266,0.0,9.31680208292139,-2.6494031228573753,0.0,909190.0,250.0,0.0,-27.0,0.0,-0.014601844549179076,0.0,-3.061878305023238e-06,1000.0,-0.03147388994693756,-2.6494010219619666,0.42946378588676454,675.0,9,0.2182673032709947,-9.564637719378187,-9.410792704959931,0.0070556640625,0.0,0.34242496863007543,0.008124753856100142,-0.6055840625242126,0.11335564285697668,0.19007186330854892,-9.312069162221412,-20.18566273661081,0.14677734375,-27.0,-0.9924039021134377,-20.504415735397327,-0.026265426119789482,-0.003925201727543026,0.0,-2.6572691566025632,0.2552155047655106,2700.0
